Hybridization REF	TCGA-A8-A09K-01A-11R-A00Z-07
EPDR1	-1.0579
MUSK	0.133833333333333
ZNF434	-0.103166666666667
SMARCD1	-0.941166666666667
ZFP106	0.2705
ZNF347	-2.2468
GTF2E1	0.645
RY1	-0.335666666666667
ATAD2B	0.087375
ARHGAP17	0.5191
KCNIP3	-1.36
SFPQ	-0.048
GFRA4	0.162833333333333
AKR1B10	-4.65825
TIGD6	-0.0548333333333333
RGS16	0.2535
URB1	-0.143833333333333
OR4C46	-0.0823333333333333
TOP3B	-0.67375
NFATC4	1.6775
CA14	-3.6115
BMPR1A	0.578333333333333
SNRP70	-0.58725
PRL	-0.182916666666667
C6orf130	-0.14575
STAG2	0.41175
CD55	-1.16435714285714
RPS23	0.762166666666667
SSX2	0.198333333333333
FDPSL2A	-0.378
FBXO27	0.67125
SYNGR3	-0.599333333333333
TMSL3	0.06125
EML1	-3.485
NUP93	-1.0265
SMAD3	-0.234
KIAA1189	0.147833333333333
HNRPUL2	-0.3115
TBC1D12	0.770166666666667
C16orf24	2.05275
MRVI1	2.1155
ZNF581	-0.560833333333333
ELOVL3	-1.0435
OR51Q1	0.00449999999999999
CACNB3	1.58466666666667
GALNT13	-1.746875
C10orf84	1.1534375
NEDD4	-0.7135
SPO11	0.089
OR5AU1	0.775
NEK4	1.05785714285714
PRKAR2A	0.0625
IHPK1	-0.00583333333333334
ATP6V0B	1.423625
CACNA1E	0.172
CEACAM8	0.2474
PEX14	0.051
FLJ12993	2.6845
ZBTB38	0.0209166666666667
PCTK2	1.16383333333333
LRRC16	-0.5455
FBLIM1	-1.18616666666667
FYCO1	0.9405
RP5-1022P6.2	-0.61925
CMTM1	-0.104166666666667
PLTP	-0.1995
RAPH1	0.483
DOCK8	0.85825
EZH2	-1.125
SLC25A1	0.301333333333333
PLEKHB1	-0.6888
GRB7	1.705
ZFP37	-2.11775
MRPL33	0.11075
PELO	-1.0705
ARMC1	0.849363636363636
C9orf27	0.338
FLJ25778	-0.316
C9orf37	-0.597166666666667
TMEM66	0.16
SPRN	0.212875
HBEGF	-1.575
PI4KA	0.488
LEPRE1	-1.90225
POU2AF1	-0.836125
MRPL12	-0.228333333333333
REP15	-0.5355
ZC3H3	1.0215
RASAL1	-2.468
DDAH1	1.797
ACBD5	0.594375
TMC2	-0.096
CCDC137	0.2065
SAMD13	0.243
UGT2B15	-2.77716666666667
TIPARP	0.29225
DNASE1L3	0.53675
TRIM72	0.538666666666667
DBX2	0.76575
IPO8	-0.4125
C21orf88	-0.6582
MAP3K14	0.07975
LOC51233	1.00383333333333
GGTLA4	1.34875
PDE6D	0.0605
ZNF117	-0.10425
CLK2	-0.89175
NKRF	-0.44575
TNFSF15	0.1028
DUSP2	0.117875
SECISBP2	1.0144
GABRR2	-0.7075
PPAP2C	1.98875
LOC51145	0.0125
PAG1	0.136875
PIK3C3	0.15425
GNG10	0.074
APOL4	0.923166666666667
ANKRD28	0.18125
STMN3	0.815
RAB14	0.8831
CDK2AP2	-0.9105
HDDC3	0.479625
COMMD7	0.650125
CXXC1	0.23625
HMCN1	-1.42466666666667
CD40	0.32625
DYNC1LI2	0.3390625
GDI1	1.3995
LOC646938	0.257
VSNL1	-5.662
PIH1D1	-0.396
RAET1G	-1.0075
KRTAP5-9	-0.0395
EFTUD2	-1.20375
ZNF311	-0.731
ATP6V1G3	0.534
OR2W3	-0.461
SCN4A	0.209
MED10	-0.83175
FAM135A	-0.4216
ARHGAP4	-0.98475
EHMT2	-0.98225
UFD1L	-0.09075
ERMP1	0.76325
MAG1	-2.18233333333333
THAP8	0.0901666666666667
HACE1	-0.0833333333333333
FAM82C	0.816
C3orf20	-0.36
UNC84A	-0.910833333333333
SCD5	-0.646785714285714
LASS6	3.307875
LSG1	0.747833333333333
MAL	-4.57775
GPR22	-0.303
WDR5B	1.49475
ACTRT1	1.145
C17orf60	-0.308833333333333
GRIN2C	0.3201
ARMC8	-0.215166666666667
SLC47A1	-2.53366666666667
DMPK	1.009
DHRS13	-0.0998333333333333
SMC1A	-0.0663333333333333
KRTAP17-1	0.2665
SMYD5	-0.00925
TUSC2	1.19175
CRHR2	0.4915
KIR3DL2	0.704
CCDC104	0.49825
ATP2C1	0.521
CROT	-0.448
PABPC3	0.129166666666667
EGR1	-2.465
THSD1	-0.0545
KHK	-1.24175
SLC12A2	-0.663
CD58	-2.0345
STOX2	-2.09333333333333
CCDC76	-0.1935
CCDC48	5.1505
DNAH1	0.810166666666667
ZIC4	-0.211
OR1G1	0.187
PSMC6	-1.09566666666667
PROKR1	-0.3065
ABCB1	-0.940625
TRAT1	0.424
LLGL1	0.075
MTF1	1.60825
USP54	1.133125
PAGE2B	0.4255
ITGB7	-3.13825
CCDC81	-0.7855
LOC149837	-0.1935
SCUBE1	1.8075
ZSCAN10	-0.1935
HUWE1	0.270357142857143
CDH17	0.3345
CD180	0.94175
IL17A	0.3915
TMPO	-1.37425
KIAA1524	-1.24266666666667
HDGFRP3	0.2705
OXCT1	-1.36063636363636
RRAS2	-3.87133333333333
LTBP2	1.34175
SV2B	0.973
CYP2A6	0.568625
PKD1L2	-1.24483333333333
PPM1M	0.9165
FLJ22662	1.14383333333333
ZNF502	-0.8415
GP6	-0.3415
CRYBA2	0.3365
LEF1	-0.8655
CTPS	-1.29214285714286
EYA1	0.776666666666667
EPS8L1	1.362
MAPK14	-0.623
SERPINB2	-5.094625
GTF2F2	-0.923
ZNHIT4	0.3405
PLA1A	0.54475
C20orf114	0.52725
HPR	-3.7475
C18orf2	-2.29183333333333
SATB2	-0.04075
KCNJ9	-0.34025
MGC157906	0.8745
MOCS3	-0.1135
C17orf71	1.43233333333333
PPHLN1	-0.1527
HIST1H2BN	0.845375
RAPGEF1	-0.031125
MAP3K8	-0.13325
DLG4	0.0513333333333333
STC1	-2.77733333333333
CDGAP	0.326
DDX26B	-1.13925
LOC150223	-0.8575
CPSF3	-0.763333333333333
TMEM14A	0.9675
MYH3	-2.4315
GPKOW	0.405
SULT1A1	0.162333333333333
SPON1	-0.189
YY1AP1	0.751833333333333
RAB23	0.4315
PLA2G4A	-4.394
MAPRE3	-0.09925
ZNF516	1.37035714285714
GGPS1	0.60025
EXOC3L2	-0.29075
C19orf42	0.4097
MAP2K2	-0.204
HIST1H2BB	1.885
RNF19B	0.8545
C6orf128	-0.692
TLR8	2.98225
PCDHA9	0.2185
CARS2	-0.211
CLUL1	3.40333333333333
RHAG	-3.96533333333333
UNK	0.837
EXOC8	0.6295
C9orf95	0.797
C14orf143	-1.2048
MAML3	0.180125
LDHA	-2.05625
MRPL20	0.9325
KLHDC6	-0.0314
ATP5S	-0.503666666666667
C8orf55	0.61675
PHF19	-2.535375
KRTAP13-4	0.8145
TTC5	-0.118
XKR5	-0.757
SILV	-4.2885
TEX28	-0.41
TCTN1	1.1785
CX40.1	-0.06275
PPP2R5C	-0.59225
C12orf30	-1.18366666666667
CAPG	1.2235
MPZL1	-0.37335
ARSB	-1.66333333333333
TDH	-1.707
WASF4	0.80725
TSSK3	-0.493333333333333
7A5	-1.0635
CRISPLD1	-0.223125
MAD1L1	-1.201
SPIN4	-0.519166666666667
AMPD1	1.0725
DPYSL5	0.103
INPP1	-0.861333333333333
ANKRD11	-0.746166666666667
NPAS4	0.150285714285714
GCET2	0.4707
RNASE9	0.2305
GUCY2D	0.0373333333333333
CCDC98	-0.50725
FGF4	-0.230125
CPM	-0.716
SLC26A4	-2.31066666666667
PLD5	-0.0605
FAM59A	-1.4523
FBXO5	-2.44377777777778
SIPA1L1	-0.64425
DPYS	1.059
ATG4D	0.09675
TGM3	0.0745
MTCH1	-0.06775
HK1	0.156307692307692
CDC26	-0.1975
GALNT12	-3.8405
LOC339229	1.2705
MRPL35	-0.491125
ORC4L	0.62275
TNKS	-0.857785714285714
C2orf24	0.686
ZNF553	1.42116666666667
GGTLA1	1.3281
ZNF497	0.5
CDY1B	0.72
SLC30A4	1.31025
TUB	-2.5585
ARHGEF18	-0.06875
ARRB1	-0.09575
KCNK1	-5.20975
EREG	-3.172
SCAMP5	0.27125
RUNDC3B	0.973
ADAMTS20	-0.27225
IL17RB	-0.060125
FLJ20323	-0.6635
MCAM	-1.3325
POLR3E	-0.518083333333333
AQR	0.176166666666667
IPMK	0.385
CDCA7	-4.614875
CAMP	-0.406
GRHL3	-1.14025
ADAMTSL2	-0.254166666666667
CLMN	1.17733333333333
SSTR3	0.2645
MAGEA5	-0.645666666666667
OVOL2	4.1925
JMJD1B	-0.04425
RBL2	0.5237
PYGO2	0.987
PPP1R10	0.229166666666667
CSE1L	-1.31883333333333
LCA5	-0.362
RDH16	-0.06575
ASRGL1	-2.323875
TOM1	0.953166666666667
PTX3	-6.70275
TTC15	0.38575
SCGB3A1	-0.0156666666666667
MRPL50	-1.119
RCAN3	1.16225
SLC26A11	1.4135
STYX	-1.204
CINP	-0.5655
MARCH7	-0.455
PFKM	-0.366666666666667
SGMS1	0.335166666666667
RIOK3	0.2046
C1orf110	0.8845
CES7	0.165571428571429
LOC440248	-0.69125
PPP1R12C	-0.206
C10orf27	1.1245
ATG9A	-0.4055
MRPS26	0.88125
TMEM40	0.71325
ELP3	-1.5524
ZNF787	0.1402
HIAT1	0.298625
C8orf34	-0.0296666666666667
MGC4655	-0.8907
PELI1	-0.0701666666666667
PPT1	0.5491
SLC35C2	-0.2875
C6orf125	-0.972
MUC4	-1.30633333333333
RFC4	-2.11285714285714
GNB2	0.481666666666667
NUP50	0.164142857142857
SULT4A1	0.397333333333333
C7	1.70675
CCDC130	-0.231333333333333
ARRDC4	-1.05025
RQCD1	-0.19075
GLYCTK	-0.4735
AYTL2	-1.04281818181818
MTUS1	0.1672
LEMD3	0.346333333333333
PLEKHF2	2.24475
HOXA7	-1.09825
GTF3C2	-0.922
DYNLRB2	4.22175
CNOT10	0.06225
MR1	-0.5635
FFAR1	0.13625
PRIC285	0.4895
SLITRK6	-2.09175
LIX1	-1.5303
UBE1L2	-0.171333333333333
F8	1.061
ACHE	-0.249666666666667
KPNA5	0.0445
TNFRSF12A	-1.06733333333333
EGR3	0.15
SERPIND1	-3.1665
OASL	1.398
IFRD1	-1.9865
WDFY1	-0.117166666666667
ZNF267	-0.17025
ACCN5	0.1545
ZBTB6	0.37875
PPP1R3A	-0.1145
PRRT3	1.9015
FBXL19	0
TXNIP	0.233357142857143
ACTN2	-2.706
ATG9B	-0.58775
C9orf117	1.312625
IL27	-0.2015
RPL36AL	-0.356666666666667
KLK15	0.06775
CHAD	0.8625
RAP2B	-0.3487
HEBP2	0.65525
ZNF342	1.197
CAMK2G	0.287666666666667
TLR3	0.15725
FGF14	-0.25625
HMGB2	-1.05825
TRPM5	0.051
OR5M11	0.2365
KIF3B	1.09589473684211
PRICKLE2	-1.52225
MTMR9	0.114125
C3orf27	-0.19425
GLRA3	-1.7255
NSDHL	0.291
TMEM32	0.04325
POLR2D	-1.05691666666667
MYADML	0.6645
C9orf114	-0.302
MRGPRX1	-0.597
TOPORS	0.7515
CLDN19	-0.35975
C1QL4	-1.2
RNF165	1.461
DHRS9	1.5715
DNAH2	-1.9125
FXR1	-0.753666666666667
ZMYM3	-0.141
CASP3	0.716
FAM120C	-0.909875
SCLY	-1.2525
CA7	0.066
ENTPD5	0.1775
ZNF461	0.115
PDIA5	-1.3655
C1orf19	-0.621
TMEM67	-0.1545
KCTD20	-1.416
WDR47	0.876
FLJ38723	0.371
KLRF1	0.556666666666667
TAS2R16	0.565
CLDN12	0.46225
PRKCE	-0.17925
UBXD4	-0.95425
ITGAM	2.2375
GLT8D3	-0.222
WDR31	1.4017
RGS2	-0.88625
OR51L1	0.3475
MST1R	1.50825
KIAA1737	1.38925
OR4A5	0.3025
GLIS1	-2.32433333333333
PTMA	-0.0671428571428571
NAPA	1.13725
PRDM11	0.97975
LIPF	-0.3285
DIRAS3	-1.45425
ASGR2	-4.206875
C1QTNF4	2.3105
PIK3R4	0.637
ARMC3	1.02625
NDUFV3	-0.272083333333333
BTBD3	-0.4285
PPP1R2	0.584333333333333
UBE2NL	-0.277
FOSL2	-0.531857142857143
FAM119A	-1.18683333333333
TUBA4A	0.7803
KRTAP12-1	0.00225
SFRS2	0.2265
RHPN1	0.6018
EEF2	-0.2505
ZDHHC11	-0.917833333333333
EPHA3	-1.7082
RBM12	0.35375
H2AFJ	3.23758333333333
EDIL3	-2.6355
KIF26A	-2.329
SERGEF	0.48325
B3GALT4	2.787
LOC90925	2.794
OSCAR	-0.5465
NPFF	-0.4385
DEDD	0.391625
TMEM155	-0.281625
PTPN1	2.392
SCYL2	0.314
SKAP1	2.4645
LEAP2	-2.48766666666667
GADD45G	2.1368
IFITM3	0.201125
PILRB	-0.121166666666667
SLU7	-0.1306875
DSC3	-0.5395
DNMT3L	-1.6775
PAPD5	0.459875
B3GNT3	-1.82916666666667
LHCGR	0.4685
MSL-1	0.3565
UBE2S	-1.396
SAP130	-0.53275
ANAPC11	0.696
MAGED4B	-3.372
ATP6V1B2	-0.617
C14orf179	0.688625
CAPZA1	-0.325375
CDYL2	-0.5395
GLRX3	-1.24916666666667
LOC136288	-0.2835
MOBKL1A	-0.1675
HTR2B	2.867
CRYGD	-0.566
NUS1	-1.745
PGRMC1	-0.3615
MYOM2	-0.30175
FLJ39653	0.261666666666667
CHM	0.9887
OR5M8	0.7215
ZNF619	-0.103
FAM105A	0.8415
CCNL1	-0.242375
NAP1L3	-1.6845
C10orf57	2.87566666666667
B3GALNT1	1.8575
CSN1S2A	1.0255
TCP10L	0.83025
GDAP2	0.73025
DMKN	-3.06366666666667
COX6B1	0.1605
DNASE2	1.13133333333333
MSH5	-2.47875
LGMN	-0.441625
USP31	0.6341
OR13C8	0.839
SDCBP	-1.6999
NUDT11	-4.033
PYGL	-3.00716666666667
SNPH	-1.61233333333333
B3GNT4	-1.0265
MIZF	-0.528
NUBPL	-0.087125
NOD1	-0.214166666666667
CDH22	-0.1495
NUBP1	0.248166666666667
DSCAM	-4.2655
DGKI	-0.383
FAM136A	-0.93875
AKAP1	1.24766666666667
SLC16A6	2.68425
RIN3	-0.45
PSG2	-0.60325
DIP2B	0.293916666666667
PSORS1C1	-0.2924
KIAA0495	-0.7705
FLJ90709	-0.5735
LPA	-0.189
PIGA	-0.750833333333333
LY75	1.32333333333333
UTS2	-4.70383333333333
RREB1	-0.03575
GALNACT-2	-0.1012
MGC3196	-0.89275
FLJ31568	0.785
LPHN1	1.44125
SP1	0.61575
TOX4	0.114166666666667
HSPA9	-0.2515
APOBEC1	-0.588
SLC35E4	-0.25925
LSM5	-0.83625
SURF1	0.9075
ZBTB1	0.470416666666667
GTF2F1	-0.24375
RPS15A	-0.497571428571429
DUSP21	-0.481833333333334
GINS4	-3.47483333333333
MYO15A	0.177333333333333
GIMAP7	3.349
MGC13379	0.303
ATP6V1E2	-0.932333333333333
UTP3	-0.042
HNRPA3	-0.3555
MT4	0.2965
C14orf155	0.6505
U1SNRNPBP	0.76375
CKLF	-0.919166666666667
PLEKHN1	-0.684666666666667
MBNL1	-0.36025
NUP160	-1.084
ACSM2A	-1.644
LOC129881	0.3045
KIAA1529	-0.97475
FLJ22639	-0.82075
HAND1	-1.1125
GSX1	0.2295
FGA	-4.0699375
SERPINB1	0.12975
ZNF642	-0.845
IGFBP1	-8.02275
SLC1A1	-2.205
DHX57	-0.25625
ZNF766	0.1065
PTPN21	-1.53677777777778
GDPD3	0.0181666666666666
PNPLA5	0.0145
TBR1	0.0422
FAM116A	0.46375
IQGAP1	0.589
FOS	-2.53375
ZNF226	0.2335
FIGNL1	-0.851666666666667
C14orf1	-0.102333333333333
ZMYND17	-0.3775
PUS7	-1.374
TUBB6	-2.1615
KCNQ2	-1.59575
MARCH6	0.0784166666666667
CCDC33	0.225
PRODH	-2.03925
RBM11	2.803
EPHA6	0.3875
SLC43A1	-2.13125
LOC196541	-0.339875
NTN1	0.96875
ING4	1.13725
PCDHB10	-0.34625
DPH2	-0.181
SPACA4	0.29725
FBXL21	-3.329
DIAPH1	-1.23716666666667
ZNF71	0.174666666666667
CEP76	0.059
CORO1A	-0.57
RRM2	-2.14925
EDG4	0.5225
OS9	-0.0915
SLC4A1AP	-0.03475
COG5	-0.465
COPS8	-0.60525
NGLY1	-0.57925
NCBP2	0.16675
C17orf42	-0.0186666666666667
GPSM3	-0.0185
SIL1	-0.482666666666667
ASB6	-0.5145
SMAD5OS	-0.707333333333333
UNC93A	-3.162375
A1BG	0.563
C21orf62	-0.49325
FMO5	-1.17158333333333
ATRIP	0.909
CEBPG	0.430166666666667
C7orf38	0.107
TNFRSF1B	0.5585
CLEC1A	0.737666666666667
IQSEC1	1.295875
PATZ1	2.0563
RBM22	0.313125
BAG2	-3.34683333333333
PAQR5	-0.558833333333333
C9orf127	1.7573
THNSL1	0.29425
SHROOM3	2.0091
JAM2	0.30625
SNRPN	-0.90075
ALX4	0.5075
CACNA1S	0.431
FAM130A1	1.6175
CORIN	0.3265
CD300LB	1.4395
PLEKHG6	0.393
LRRC40	-1.2835
PCLKC	-1.28875
PCDHB16	-0.865833333333333
WNT2B	-0.5995
ASNS	-2.35711111111111
MRPL49	-0.098625
FLJ46111	-1.059
ISG20	-0.6205
SMU1	-0.501
CASZ1	1.5075
POLR1D	-0.418416666666667
GIN1	-0.94925
SNAG1	-0.241
ANKRD29	-0.27575
CDKN2AIP	-0.16425
KRR1	0.44175
CXCL1	-3.60166666666667
EPM2A	-0.5221
PC	-1.12083333333333
DEFB127	0.872
PDZRN4	0.03
FAH	-1.218
OR51E1	0.392
CDC2L6	-0.0436666666666667
DNTTIP1	-0.031
PAX8	-1.16366666666667
TMEM116	-0.07525
C1orf150	-0.301
PRO2012	0.7675
MRPL40	0.3515
BEX1	1.1966
SLC2A4	-0.9594
PKMYT1	-0.847
FEZF2	-0.0231666666666667
SLC26A9	-1.30925
MAP2	-0.182583333333333
LYL1	-1.49025
SLC25A19	0.585833333333333
NOS3	-0.9635
ZNF34	1.3735
TMPRSS11F	-0.00999999999999997
FAM43A	-0.4525
FCRL4	-0.160833333333333
KLF14	0.02025
FLRT2	-1.85583333333333
WRN	-2.44125
SDF2	1.2317
KRT8P12	-0.2565
C6orf195	0.2295
C9orf125	-3.0475
DZIP3	1.228
RIT1	-0.05925
SCML1	-1.80116666666667
RHBDF2	1.378625
OR2G3	0.8595
REXO1L1	0.4725
MAP3K7IP3	-0.070125
C3orf57	-6.06125
FBXW11	-0.0101666666666667
ETAA1	-0.16925
C14orf131	-0.4078
AKT1S1	0.534
SLC12A5	0.806
C9orf164	2.00175
NRIP3	3.076125
NOS1AP	-1.65275
TMEM121	2.40125
SAP30BP	0.9241
DGCR6	0.90775
WDR76	-1.066
FAM82B	0.220166666666667
LOC606495	0.0875
MAP9	2.251
BCDIN3D	1.15225
CXorf36	1.9125
DSCR3	0.2632
ZFAND3	0.01875
C7orf43	0.368833333333333
SPSB3	1.7263
C19orf19	0.398
FAM133A	-2.53071428571429
C12orf25	-0.3325
SLC39A3	0.302
DISP2	1.329
PI4KAP2	-0.4335
MKRN3	0.394333333333333
ADAMTS13	0.676875
CBLN3	0.445777777777778
TTYH1	-1.81333333333333
C3orf18	1.26275
FLJ13236	-1.4385
ZMYND12	2.339
C18orf25	0.659375
GLB1L3	-1.374
ATP13A5	-1.8385
RANBP10	-0.04275
CD96	-0.2645
DENND1C	-0.00949999999999999
RBMS3	-0.8859
SLC41A3	-0.1135
DGCR6L	0.6695
TMEM128	1.363
CSNK1G3	0.558357142857143
MOBKL2C	1.081875
TSPAN6	-0.567375
MATN2	-2.013
MSL2L1	0.458333333333333
ST6GALNAC2	1.46333333333333
FGFBP2	-0.262375
FGL1	-6.968
MPP3	-0.697666666666667
ARHGEF6	1.83833333333333
TGFBR2	-0.402375
ACMSD	-0.378
IL33	2.966
C9orf5	-0.606666666666667
DEAF1	0.8846
AMN	-0.808
DEFA6	0.109375
RNF212	0.7595
METT5D1	0.834333333333333
CIB1	1.0561
TSSK1B	0.226
KIAA1727	3.32725
ZNF680	-0.0335
LOC399900	-1.546
LOC152217	0.82925
CTNNAL1	-3.934
CIT	-2.13575
TLE6	0.82225
ZNF607	-1.3575
HERC4	-0.843833333333333
DRAP1	-0.2927
PEMT	-0.6895
C10orf111	0.034
ZNF575	0.705
KCTD7	0.0545
MYO1F	0.846625
LOC285382	-0.76625
RAB11A	1.4391
PLCD3	-0.8655
C15orf28	-0.10375
PTBP2	-0.843125
CTB-1048E9.5	0.282125
C19orf60	0.131
C7orf25	0.550166666666667
SETD7	0.01725
HOXB9	-5.097
VANGL1	-0.42125
CHAF1B	-0.93525
NDUFA3	0.42575
KIAA1328	0.438333333333333
SHARPIN	1.03375
TTC23	-1.23275
UGP2	-0.02075
ANKIB1	0.7099
CIRBP	1.07185714285714
SEC14L4	-3.35316666666667
OVCH1	-0.4126
VPS52	-0.09175
FAT	-2.9
M6PRBP1	-1.04175
GPRIN3	0.4525
PPM1F	-1.27266666666667
TSR1	-0.33425
CCDC85A	2.957
PCSK5	-0.589
ZFHX3	0.387
HEMK1	0.8228
PGBD2	-0.3735
RSRC2	0.253666666666667
AURKC	-1.64133333333333
SCRIB	1.018375
ORM2	-4.61416666666667
FAM115A	0.8492
FZD6	0.558625
UNC119	1.2805
GPX3	-1.5597
NOV	-2.046625
CABC1	0.925625
CDC42SE2	-0.385875
EIF2S2	-0.5658
RNF130	-0.51725
CKAP5	-0.283666666666667
RP11-413M3.2	0.49825
C10orf18	1.3671
TMEM93	-0.5225
DYX1C1	1.9835
KCNMB2	-1.545
ANK3	0.457583333333333
KRT5	-2.4642
CDH12	-0.991625
QRSL1	-0.39825
JUB	-5.34675
SHC4	-2.835
CCL15	1.2815
CCDC22	0.415
SNX24	1.22125
RARS	-1.278
MORC2	0.14075
FAM48A	-0.69475
MT1H	-0.3665
PPP1R14C	-3.81516666666667
FOXD1	-2.75678571428571
C1orf213	-1.60325
AMT	-1.7971
DSN1	-1.012
PTPLAD2	4.037
DIS3L	0.8515
RASL11A	-0.34775
GPRC5B	-0.4905
FRMD7	-0.9555
STRN4	0.61575
KITLG	2.47554545454545
HDGF	0.2655
OR1S1	0.429
SETX	0.0544
DDR2	-1.25575
KCTD12	0.992
LYZL2	-0.42675
WDR52	1.521
TMEM2	-0.2795
ZNF579	0.0268333333333333
LOC200810	0.38825
TNFSF9	-2.253375
PPFIA4	-2.29975
CNIH3	-0.3935
MAP4K4	-2.04928571428571
ROD1	1.5185
ALS2CR12	-1.2185
DOCK3	1.71933333333333
PAQR9	-3.92475
ASB17	0.0598333333333333
STX16	-0.90875
FEZ2	0.226666666666667
DLAT	-0.944166666666667
KIF21B	-1.10783333333333
CDC5L	-1.0685
TMEM119	1.21283333333333
CRIP3	-1.3445
TPSD1	0.8185
TEPP	-0.1515
GNGT2	0.931
C21orf121	-0.14525
WNK1	0.149416666666667
FLJ10490	0.9459
OR51B5	-2.008
LOC203547	-0.947625
HAS1	-0.427
PPA1	-0.931833333333333
ST7	-0.5415
C11orf46	1.1337
POPDC3	-4.176
ACOX2	1.89566666666667
ATCAY	-0.509916666666667
TM4SF19	-1.81575
MFSD9	-1.01316666666667
PDHB	0.56675
ERN1	0.20775
LCE3C	0.1765
GPR111	-0.282
NOTCH3	0.527666666666667
ADAMTS5	-0.9305
B3GALT1	-0.5115
UGCGL1	-1.1655
FAM58A	0.283333333333333
FBXO32	0.4065
CLPP	0.261
NXPH1	-0.49875
MTMR3	1.76866666666667
ATP1B3	-0.834
TMEM16A	3.801625
HIST1H3F	1.75916666666667
TRIM25	0.365
SDCBP2	0.9375
CRKL	-0.301375
HOXB2	1.76933333333333
ANP32B	-0.86875
GATM	5.3245
AP4E1	-0.055875
EDG5	0.530625
CDKN3	-2.85033333333333
CDH4	-2.75675
PGD	-0.3575
RND1	0.687
GAD1	-3.5383
MPG	0.664
LOC440350	0.5395
ZNF133	0.17925
SERPINB12	0.2
AMELY	0.170833333333333
DHX36	-0.61425
TNFAIP8L2	2.59516666666667
PHTF2	-0.308833333333333
CCDC112	-0.956333333333333
IQCC	-0.01925
HEYL	2.06466666666667
FTSJ2	-0.780833333333333
APPL1	1.286625
RAB43	-0.253785714285714
OR10G2	0.542
WAC	-0.0528333333333333
ADCY9	-0.1505
RUNDC2B	0.3675
PYCRL	1.9984
AGPAT7	0.214833333333333
SLC22A9	-0.630166666666667
CDKAL1	-0.7295
PDYN	-0.301833333333333
C20orf74	-0.685
MTMR11	-2.38
VAV3	5.56183333333333
DAPL1	-1.394
STXBP3	0.647
EIF3G	-0.62475
ARHGAP22	-2.35575
NPFFR1	0.3905
NPC1	0.7525
ALDH9A1	1.293
ZNF600	-0.005875
ZNF678	0.0153333333333333
RASSF1	0.560833333333333
ADD2	-3.45275
PITPNB	0.489625
PKD2L2	-0.490375
LRP11	-0.50275
CDKL1	-0.773
SMEK2	-0.022
PRODH2	-3.186
C11orf54	-0.552166666666667
SFRS11	-0.102166666666667
IL7	-0.180166666666667
ALS2CR16	0.72025
BTG3	-2.21983333333333
PAK2	0.499888888888889
RP11-679B17.1	0.525
GATA4	-1.0025
ATP2B1	-0.4025
LOC130940	2.253
C1orf172	3.07716666666667
ATF7IP2	-3.1185
SLC25A43	0.572666666666667
CENTG3	0.198833333333333
IGF2BP1	-4.0115
FCHSD1	0.229
CAMK2N2	0.237
ELAVL3	-0.170666666666667
NBPF15	0.347
UBE2J2	0.406583333333333
GNL2	-1.0275
PRR3	-0.506
NLF2	0.207
OR4F6	-0.0525
KLHL24	1.00666666666667
CCDC88A	-1.3831
SGPP1	-2.22883333333333
C10orf11	0.7955
SLC35B4	-1.77
UGT3A2	-1.8665
ARNT2	1.3858
CBR1	-2.690875
ITPR3	-0.57
TRAPPC6B	-1.3642
AMZ1	2.4895
ARP11	1.893
WDSUB1	1.582
APBA1	-0.0151666666666667
RAB2A	0.8995
C6orf162	-0.522625
HPSE2	0.564
PLCE1	-2.86175
INSL3	0.1375
DLG1	0.1728
PTPLA	-4.63625
PIGX	0.601
TFIP11	0.674166666666667
FIBIN	0.4725
POLR2G	-0.652
GRAP2	-0.726
DNAJB8	-0.5755
CNBP	0.7085
WASF1	-1.28375
INPP5E	-0.2316
HSPB1	0.802125
TMEM167	-0.7396
CUBN	-0.507
IGF1	2.333875
ITPK1	0.6782
NAALAD2	-1.25175
G3BP1	-1.0776
NT5DC1	-0.93925
CYP39A1	-1.623
TMEM139	-0.538333333333333
POLK	-0.4884
GLULD1	-1.373
RBM15	-0.5905
AMZ2	1.5405
GDF15	-2.14633333333333
MESDC2	0.1715
INCA	0.291833333333333
ACY1L2	-3.659
GZMM	0.2235
PAIP1	0.42825
CACNA2D1	-0.37225
STK32C	0.168
SH3BP4	-0.5775
DEC1	-0.451
PADI1	0.004
UBB	0.37
PON3	-3.16966666666667
PROP1	0.63
ANKRD13B	-0.0335
ADCK1	-0.45575
TCF25	0.271416666666667
SLC38A5	-3.38375
CXorf26	0.136833333333333
C19orf39	0.92225
PPP1R13B	0.72675
ARL2	-1.4455
TCL6	0.11725
TOP3A	-0.9745
SLC16A14	0.25775
FXYD6	0.272333333333333
HIST1H4E	0.887
BBC3	0.113157894736842
UNC5A	0.356166666666667
FAM86C	-0.1759
PI4KB	0.89625
B3GAT1	-3.4695
SUSD2	0.938166666666667
OAZ2	0.727166666666667
NOC4L	-0.407
C10orf12	-1.0345
FADS1	-4.40366666666667
LOC144097	-0.52525
DKK2	0.480333333333333
KIAA1949	-0.698
RHOT1	-0.4033
OXT	0.71
GPR153	-0.216
ARL4A	-3.0135
SAAL1	-1.81675
CCDC64	0.456
USE1	-0.00250000000000001
HNMT	-0.0501666666666667
PCGF3	1.0438125
CYP2C19	-0.0985
C20orf4	0.723
CCDC11	2.30625
ACSBG2	-0.28675
