Hybridization REF	TCGA-A8-A07U-01A-11R-A034-07
ZNF347	0.9743
GTF2E1	0.1615
RY1	-0.371166666666667
ATAD2B	0.2195
ARHGAP17	0.1193
KCNIP3	-0.3965
SFPQ	-0.0905
GFRA4	0.669166666666667
AKR1B10	1.479125
TIGD6	0.226833333333333
RGS16	1.66625
URB1	-0.139333333333333
OR4C46	0.187
TOP3B	-0.48225
NFATC4	0.4035
CA14	-4.37425
BMPR1A	0.308166666666667
SNRP70	-0.874125
PRL	0.146583333333333
C6orf130	-0.7645
STAG2	0.15725
CD55	-1.38964285714286
RPS23	-0.8245
SSX2	-0.915333333333333
FDPSL2A	0.4625
FBXO27	1.33025
SYNGR3	-0.606666666666667
TMSL3	1.5845
EML1	-0.4775
NUP93	-0.216666666666667
SMAD3	-0.7936
KIAA1189	0.5445
HNRPUL2	0.6525
TBC1D12	-0.033
C16orf24	0.2115
MRVI1	1.60016666666667
ZNF581	0.541
ELOVL3	1.199
OR51Q1	-0.031
CACNB3	-0.184
GALNT13	-1.08575
C10orf84	0.1299375
NEDD4	-0.1215
SPO11	0.455
OR5AU1	0.5315
NEK4	-0.0724285714285714
PRKAR2A	-0.152333333333333
IHPK1	-0.263
ATP6V0B	-0.076375
CACNA1E	1.72
CEACAM8	-0.271833333333333
PEX14	0.097
FLJ12993	-0.2485
ZBTB38	0.4885
PCTK2	0.730666666666667
LRRC16	0.2939
FBLIM1	0.79
FYCO1	0.65
RP5-1022P6.2	0.232916666666667
CMTM1	0.551833333333333
PLTP	1.29833333333333
RAPH1	-0.065
DOCK8	1.712125
EZH2	-0.896
SLC25A1	-0.615666666666667
PLEKHB1	0.2178
GRB7	0.9218
ZFP37	-1.1535
MRPL33	-0.479
PELO	-0.45625
ARMC1	-0.0529090909090909
C9orf27	0.070125
FLJ25778	0.256
C9orf37	-1.29616666666667
TMEM66	-0.00525
SPRN	0.077875
HBEGF	0.593375
PI4KA	-0.754
LEPRE1	-0.5405
POU2AF1	2.09175
MRPL12	-0.180333333333333
REP15	-0.7315
ZC3H3	1.02975
RASAL1	0.799
DDAH1	-0.47975
ACBD5	1.2995
TMC2	-0.074
CCDC137	-0.7505
SAMD13	-1.58033333333333
UGT2B15	-2.20883333333333
TIPARP	-0.6815
DNASE1L3	1.74075
TRIM72	0.0431666666666667
DBX2	0.60475
IPO8	0.62975
C21orf88	-0.2878
MAP3K14	1.6385
LOC51233	0.480166666666667
GGTLA4	-0.145
PDE6D	-0.59175
ZNF117	-0.89475
CLK2	-0.163375
NKRF	-0.4995
TNFSF15	0.6905
DUSP2	0.92875
SECISBP2	-0.4268
GABRR2	0.5645
PPAP2C	1.239
LOC51145	0.015
PAG1	1.210125
PIK3C3	-0.40175
GNG10	-0.669
APOL4	1.54666666666667
ANKRD28	-0.927125
STMN3	-2.0495
RAB14	0.2871
CDK2AP2	-0.29525
HDDC3	-0.141125
COMMD7	0.8925
CXXC1	-0.021
HMCN1	-0.4335
CD40	2.223
DYNC1LI2	-0.00350000000000001
GDI1	-0.204
LOC646938	0.18925
VSNL1	-1.559
PIH1D1	-0.639333333333333
RAET1G	0.101
KRTAP5-9	0.528
EFTUD2	-0.21375
ZNF311	-1.48983333333333
ATP6V1G3	0.109
OR2W3	-0.413
SCN4A	0.56725
MED10	-1.04775
FAM135A	1.0153
ARHGAP4	0.41925
EHMT2	-0.42375
UFD1L	-0.21125
ERMP1	-0.1155
MAG1	-0.694166666666666
THAP8	1.33433333333333
HACE1	-0.8285
FAM82C	-0.214666666666667
C3orf20	0.0305
UNC84A	-0.415666666666667
SCD5	0.407357142857143
LASS6	0.73225
LSG1	0.122
MAL	-3.691
GPR22	0.473
WDR5B	0.164
ACTRT1	0.51
C17orf60	0.881
GRIN2C	0.1808
ARMC8	-0.299333333333333
SLC47A1	-2.126
DMPK	-0.17525
DHRS13	-0.568833333333333
SMC1A	-0.967
KRTAP17-1	0.27375
SMYD5	-0.0195
TUSC2	-0.1845
CRHR2	0.1445
KIR3DL2	0.2165
CCDC104	-1.436
ATP2C1	1.441625
CROT	-1.7865
PABPC3	-0.0981666666666667
EGR1	-0.0468333333333333
THSD1	0.2775
KHK	-0.66075
SLC12A2	0.0378125
CD58	-0.67125
STOX2	0.3475
CCDC76	-1.2105
CCDC48	1.28375
DNAH1	0.235666666666667
ZIC4	0.595
OR1G1	0.4405
PSMC6	-0.8095
PROKR1	1.6565
ABCB1	-0.449875
TRAT1	0.91025
LLGL1	0.489
MTF1	0.902
USP54	0.195625
PAGE2B	-1.078
ITGB7	-2.2555
CCDC81	-0.0965
LOC149837	0.42825
SCUBE1	-0.1025
ZSCAN10	1.435
HUWE1	0.964
CDH17	0.0065
CD180	1.327
IL17A	-0.00125
TMPO	0.0985
KIAA1524	-0.441
HDGFRP3	-2.08716666666667
OXCT1	-0.893727272727273
RRAS2	0.331333333333333
LTBP2	2.0671875
SV2B	1.82916666666667
CYP2A6	0.331375
PKD1L2	0.700833333333333
PPM1M	0.75175
FLJ22662	4.15733333333333
ZNF502	1.5475
GP6	0.03575
CRYBA2	-0.2145
LEF1	-1.9319
CTPS	-1.03328571428571
EYA1	-1.45283333333333
EPS8L1	2.75175
MAPK14	0.0819166666666667
SERPINB2	-4.39675
GTF2F2	-0.638666666666667
ZNHIT4	0.1405
PLA1A	1.827625
C20orf114	-0.1755
HPR	-2.35
C18orf2	-2.11683333333333
SATB2	-2.475
KCNJ9	-0.246
MGC157906	0.8855
MOCS3	-0.13925
C17orf71	-0.527333333333333
PPHLN1	-0.3108
HIST1H2BN	0.197375
RAPGEF1	-0.25175
MAP3K8	2.19
DLG4	0.460166666666667
STC1	0.545666666666667
CDGAP	2.561
DDX26B	-1.01375
LOC150223	-1.37625
CPSF3	-0.5325
TMEM14A	-0.3805
MYH3	-0.76825
GPKOW	0.3905
SULT1A1	-1.03366666666667
SPON1	2.6883
YY1AP1	0.750333333333333
RAB23	-0.84175
PLA2G4A	-3.0675
MAPRE3	-0.16575
ZNF516	-0.964357142857143
GGPS1	0.43275
EXOC3L2	0.377125
C19orf42	-0.3273
MAP2K2	0.2645
HIST1H2BB	0.33425
RNF19B	1.60866666666667
C6orf128	-0.303333333333333
TLR8	3.8465
PCDHA9	0.2125
CARS2	0.082875
CLUL1	-0.523833333333333
RHAG	-3.77883333333333
UNK	-0.3095
EXOC8	0.454
C9orf95	1.33725
C14orf143	-0.3415
MAML3	-0.145625
LDHA	-1.5215
MRPL20	0.164875
KLHDC6	0.55
ATP5S	-0.309833333333333
C8orf55	1.51925
PHF19	-1.670125
KRTAP13-4	0.522
TTC5	0.13625
XKR5	-0.196
SILV	-3.94783333333333
TEX28	0.0645
TCTN1	0.14175
CX40.1	0.104
PPP2R5C	-0.102125
C12orf30	-0.589833333333333
CAPG	3.04675
MPZL1	0.8056
ARSB	-0.667666666666667
TDH	-1.77
WASF4	0.66725
TSSK3	-0.3745
7A5	-0.349
CRISPLD1	0.33175
MAD1L1	-0.150333333333333
SPIN4	0.3955
AMPD1	1.72025
DPYSL5	-0.216
INPP1	0.945666666666667
ANKRD11	-0.197111111111111
NPAS4	0.348625
GCET2	0.9944
RNASE9	0.169
GUCY2D	0.155166666666667
CCDC98	-0.46825
FGF4	-0.248625
CPM	0.775833333333333
SLC26A4	0.725666666666667
PLD5	0.0266666666666667
FAM59A	1.1859
FBXO5	-1.67544444444444
SIPA1L1	-0.011125
DPYS	0.515
ATG4D	-0.241
TGM3	0.586
MTCH1	0.368625
HK1	-0.223285714285714
CDC26	-0.2015
GALNT12	-2.6655
LOC339229	-0.49975
MRPL35	-0.45625
ORC4L	-0.286375
TNKS	-0.565857142857143
C2orf24	0.00616666666666666
ZNF553	-0.818333333333333
GGTLA1	2.9495
ZNF497	-0.5625
CDY1B	-0.149
SLC30A4	0.2585
TUB	-1.314125
ARHGEF18	0.05175
ARRB1	0.702
KCNK1	-0.1535
EREG	-1.8155
SCAMP5	0.82575
RUNDC3B	0.16375
ADAMTS20	0.00425
IL17RB	-0.86575
FLJ20323	-0.35925
MCAM	0.51925
POLR3E	-1.4965
AQR	-0.528833333333333
IPMK	0.7465
CDCA7	-1.806
CAMP	1.215
GRHL3	-1.01175
ADAMTSL2	0.786166666666667
CLMN	1.53333333333333
SSTR3	0.6155
MAGEA5	-1.65933333333333
OVOL2	3.52325
JMJD1B	0.10675
RBL2	0.0568
PYGO2	1.162
PPP1R10	0.0436666666666667
CSE1L	-0.429833333333333
LCA5	0.19925
RDH16	0.17725
ASRGL1	-1.515
TOM1	0.5805
PTX3	-4.89275
TTC15	0.72725
SCGB3A1	0.540333333333333
MRPL50	-1.4055
RCAN3	0.714125
SLC26A11	-0.10375
STYX	0.217166666666667
CINP	-0.4045
MARCH7	-0.3145
PFKM	-2.0575
SGMS1	0.146
RIOK3	-0.1105
C1orf110	0.2665
CES7	0.21225
LOC440248	-2.354
PPP1R12C	1.39925
C10orf27	0.66
ATG9A	-1.648
MRPS26	0.5075
TMEM40	2.0485
ELP3	-0.4755
ZNF787	0.8179
HIAT1	0.108
C8orf34	0.1225
MGC4655	-0.2603
PELI1	1.56683333333333
PPT1	-0.3318
SLC35C2	0.190333333333333
C6orf125	-0.31475
MUC4	-0.903166666666667
RFC4	-1.24857142857143
GNB2	0.312
NUP50	0.0997857142857143
SULT4A1	0.2785
C7	1.483
CCDC130	-0.0906666666666667
ARRDC4	-0.21925
RQCD1	-0.62375
GLYCTK	-0.70925
AYTL2	-1.45981818181818
MTUS1	0.1665
LEMD3	-0.2385
PLEKHF2	0.74
HOXA7	0.260875
GTF3C2	-0.7755
DYNLRB2	0.734
CNOT10	-0.5085
MR1	0.395833333333333
FFAR1	-0.237
PRIC285	0.7845
SLITRK6	-1.68925
LIX1	-1.2722
UBE1L2	-0.53575
F8	1.257
ACHE	0.7115
KPNA5	-0.541
TNFRSF12A	-1.176
EGR3	-0.35
SERPIND1	-3.171
OASL	5.10175
IFRD1	-1.12825
WDFY1	0.2375
ZNF267	0.545375
ACCN5	-0.156
ZBTB6	-1.206
PPP1R3A	0.1735
PRRT3	-0.21675
FBXL19	-0.2525
TXNIP	1.13385714285714
ACTN2	-0.83175
ATG9B	-0.171375
C9orf117	0.090125
IL27	-1.571
RPL36AL	-0.1465
KLK15	0.0955
CHAD	0.098
RAP2B	0.6155
HEBP2	1.3805
ZNF342	0.4125
CAMK2G	0.167333333333333
TLR3	1.8695
FGF14	0.12225
HMGB2	-0.975625
TRPM5	0.112
OR5M11	-0.011
KIF3B	-0.0789473684210526
PRICKLE2	-0.3095
MTMR9	-0.623875
C3orf27	-0.01675
GLRA3	-0.759166666666667
NSDHL	0.394666666666667
TMEM32	-0.4775
POLR2D	-0.640416666666667
MYADML	0.374
C9orf114	-0.33875
MRGPRX1	0.1805
TOPORS	0.2035
CLDN19	-1.06675
C1QL4	-0.191
RNF165	0.1985
DHRS9	2.19225
DNAH2	-0.614833333333333
FXR1	-0.802833333333333
ZMYM3	-0.5405
CASP3	-0.0303333333333333
FAM120C	-0.165375
SCLY	-1.805
CA7	-0.049
ENTPD5	-0.2425
ZNF461	-0.066375
PDIA5	1.3885
C1orf19	0.003
TMEM67	-0.82725
KCTD20	-0.70125
WDR47	-0.2605
FLJ38723	0.802
KLRF1	1.53166666666667
TAS2R16	0.412
CLDN12	-0.88575
PRKCE	0.2545
UBXD4	0.096
ITGAM	2.775
GLT8D3	-0.156875
WDR31	0.1326
RGS2	-0.41375
OR51L1	0.491
MST1R	0.905
KIAA1737	0.23475
OR4A5	-0.1325
GLIS1	-0.814
PTMA	0.0749285714285714
NAPA	0.641
PRDM11	-0.1465
LIPF	0.317
DIRAS3	-0.248
ASGR2	-3.767
C1QTNF4	0.12775
PIK3R4	-0.0595
ARMC3	2.9065
NDUFV3	0.15525
BTBD3	-0.962833333333333
PPP1R2	0.42375
UBE2NL	0.15675
FOSL2	1.31242857142857
FAM119A	-1.27116666666667
TUBA4A	-0.5887
KRTAP12-1	0.09375
SFRS2	-0.779
RHPN1	-0.0624
EEF2	-0.8575
ZDHHC11	-1.773
EPHA3	-1.3294
RBM12	-1.1775
H2AFJ	1.51441666666667
EDIL3	0.736
KIF26A	-1.31475
SERGEF	-0.06275
B3GALT4	2.89925
LOC90925	5.14283333333333
OSCAR	1.189
NPFF	-0.493125
DEDD	1.02
TMEM155	-0.136125
PTPN1	0.50025
SCYL2	0.5015
SKAP1	2.44625
LEAP2	-2.95083333333333
GADD45G	0.8891
IFITM3	1.025875
PILRB	-1.02466666666667
SLU7	-0.259125
DSC3	0.03675
DNMT3L	-0.756
PAPD5	0.610375
B3GNT3	1.00983333333333
LHCGR	0.2205
MSL-1	-0.4055
UBE2S	0.98125
SAP130	-0.3615
ANAPC11	0.3295
MAGED4B	-3.0845
ATP6V1B2	0.44
C14orf179	0.441125
CAPZA1	0.014375
CDYL2	-0.017
GLRX3	-0.602833333333333
LOC136288	-0.000750000000000008
MOBKL1A	-0.32625
HTR2B	1.881
CRYGD	0.0993333333333333
NUS1	0.3645
PGRMC1	0.371
MYOM2	-1.26925
FLJ39653	-1.31783333333333
CHM	-0.7477
OR5M8	0.0645
ZNF619	0.096
FAM105A	1.20625
CCNL1	-0.90275
NAP1L3	-1.39775
C10orf57	1.52983333333333
B3GALNT1	1.682
CSN1S2A	-0.0685
TCP10L	0.55425
GDAP2	0.075375
DMKN	-0.830166666666667
COX6B1	1.4895
DNASE2	0.884
MSH5	-1.24875
LGMN	0.516375
USP31	0.0946
OR13C8	0.189
SDCBP	0.617
NUDT11	-3.04733333333333
PYGL	-1.471
SNPH	-0.6165
B3GNT4	0.13
MIZF	-0.7526
NUBPL	-1.066375
NOD1	0.865333333333333
CDH22	1.75
NUBP1	0.174333333333333
DSCAM	-3.7765
DGKI	-0.544
FAM136A	-0.0795
AKAP1	-0.0461666666666667
SLC16A6	-1.51925
RIN3	1.715
PSG2	-0.1465
DIP2B	-1.14208333333333
PSORS1C1	0.2689
KIAA0495	-0.859
FLJ90709	-0.7405
LPA	-0.0581666666666667
PIGA	0.4105
LY75	3.31533333333333
UTS2	-4.85016666666667
RREB1	0.035125
GALNACT-2	0.0394
MGC3196	-0.6395
FLJ31568	-0.527
LPHN1	-0.0225
SP1	-0.009375
TOX4	0.101666666666667
HSPA9	-0.3357
APOBEC1	-0.014
SLC35E4	-0.71175
LSM5	-0.41725
SURF1	-0.72275
ZBTB1	-0.186083333333333
GTF2F1	-0.136625
RPS15A	-0.769285714285714
DUSP21	-0.0563333333333333
GINS4	-2.55883333333333
MYO15A	-0.340333333333333
GIMAP7	3.3445
MGC13379	1.0665
ATP6V1E2	0.0506666666666667
UTP3	-0.22575
HNRPA3	-0.4495
MT4	0.1735
C14orf155	0.36825
U1SNRNPBP	0.3295
CKLF	-0.187666666666667
PLEKHN1	-0.213
MBNL1	0.36075
NUP160	-1.172
ACSM2A	-0.7995
LOC129881	-0.66275
KIAA1529	-0.62275
FLJ22639	-1.64
HAND1	-0.726
GSX1	0.4425
FGA	-3.4293125
SERPINB1	0.87025
ZNF642	-0.15225
IGFBP1	-7.73775
SLC1A1	0.9315
DHX57	-0.0765
ZNF766	0.1215
PTPN21	-0.756
GDPD3	-0.968333333333333
PNPLA5	0.154
TBR1	0.0918333333333333
FAM116A	-0.2855
IQGAP1	0.42975
FOS	0.804375
ZNF226	-0.678625
FIGNL1	-0.483166666666667
C14orf1	-0.1575
ZMYND17	-0.203
PUS7	-0.414833333333333
TUBB6	-0.235
KCNQ2	-1.25
MARCH6	-0.177083333333333
CCDC33	0.647
PRODH	-0.603
RBM11	-2.1215
EPHA6	0.379125
SLC43A1	-0.51
LOC196541	0.281125
NTN1	1.27983333333333
ING4	0.5555
PCDHB10	0.396
DPH2	-0.43
SPACA4	0.10875
FBXL21	-3.265
DIAPH1	0.174833333333333
ZNF71	0.259833333333333
CEP76	-0.55
CORO1A	1.4135
RRM2	-1.5895
EDG4	0.93975
OS9	0.299333333333333
SLC4A1AP	-0.10475
COG5	0.06675
COPS8	-1.17725
NGLY1	-0.29325
NCBP2	-0.1875
C17orf42	-0.613333333333333
GPSM3	1.48425
SIL1	0.990666666666667
ASB6	0.0685
SMAD5OS	-0.542333333333333
UNC93A	-2.288375
A1BG	-1.19266666666667
C21orf62	0.1285
FMO5	-1.86533333333333
ATRIP	-0.1515
CEBPG	1.782
C7orf38	-1.07766666666667
TNFRSF1B	2.35533333333333
CLEC1A	1.53016666666667
IQSEC1	0.4545
PATZ1	0.1064
RBM22	0.334875
BAG2	-2.53733333333333
PAQR5	-0.189333333333333
C9orf127	0.0835
THNSL1	1.8235
SHROOM3	1.0659
JAM2	0.63925
SNRPN	-2.4275
ALX4	0.013
CACNA1S	0.1115
FAM130A1	-0.624
CORIN	1.424
CD300LB	0.618
PLEKHG6	2.0285
LRRC40	-1.10525
PCLKC	-0.84525
PCDHB16	1.44366666666667
WNT2B	-0.292833333333333
ASNS	-0.781333333333333
MRPL49	-0.1875
FLJ46111	-1.7515
ISG20	2.72475
SMU1	0.117166666666667
CASZ1	0.43
POLR1D	-0.6415
GIN1	-1.159
SNAG1	-0.0131666666666667
ANKRD29	-0.918
CDKN2AIP	-1.1445
KRR1	-0.57575
CXCL1	0.843666666666667
EPM2A	0.0223
PC	0.718833333333333
DEFB127	0.3445
PDZRN4	0.9105
FAH	0.286
OR51E1	1.5875
CDC2L6	-0.1215
DNTTIP1	0.128
PAX8	1.18825
TMEM116	-0.70075
C1orf150	0.208
PRO2012	0.329
MRPL40	-0.7745
BEX1	-3.5992
SLC2A4	0.2595
PKMYT1	-0.28375
FEZF2	-0.493666666666667
SLC26A9	1.669
MAP2	-0.0648333333333333
LYL1	-0.38525
SLC25A19	0.148166666666667
NOS3	0.6925
ZNF34	0.348666666666667
TMPRSS11F	-0.5275
FAM43A	-0.000749999999999994
FCRL4	0.963833333333333
KLF14	0.136
FLRT2	-0.636166666666667
WRN	-1.163
SDF2	0.2657
KRT8P12	-0.36825
C6orf195	0.492
C9orf125	-2.30166666666667
DZIP3	-0.25125
RIT1	0.768916666666667
SCML1	-2.33983333333333
RHBDF2	1.341125
OR2G3	0.071
REXO1L1	-0.3865
MAP3K7IP3	-0.011875
C3orf57	-3.89425
FBXW11	-0.860833333333333
ETAA1	-1.6195
C14orf131	-0.3287
AKT1S1	-0.0795
SLC12A5	-0.776125
C9orf164	1.571
NRIP3	-0.72175
NOS1AP	-0.4175
TMEM121	-0.8015
SAP30BP	-0.0852
DGCR6	0.661
WDR76	-0.8935
FAM82B	0.0550833333333334
LOC606495	-0.56
MAP9	0.15575
BCDIN3D	-0.34075
CXorf36	2.27316666666667
DSCR3	-0.1111
ZFAND3	0.269
C7orf43	0.487833333333333
SPSB3	0.3665
C19orf19	0.277
FAM133A	-2.563375
C12orf25	-0.22525
SLC39A3	-0.702
DISP2	-1.22125
PI4KAP2	-1.911
MKRN3	-1.35433333333333
ADAMTS13	-1.0145
CBLN3	0.2506
TTYH1	-1.1775
C3orf18	0.04225
FLJ13236	-2.27725
ZMYND12	1.66
C18orf25	0.51825
GLB1L3	-0.7895
ATP13A5	2.0175
RANBP10	0.232
CD96	0.6039
DENND1C	1.687
RBMS3	0.1452
SLC41A3	1.6065
DGCR6L	0.497
TMEM128	-0.431833333333333
CSNK1G3	-0.359928571428571
MOBKL2C	1.453125
TSPAN6	0.088
MATN2	-0.9796
MSL2L1	0.263666666666667
ST6GALNAC2	-2.35633333333333
FGFBP2	1.48825
FGL1	-6.41733333333333
MPP3	-0.4865
ARHGEF6	0.904666666666667
TGFBR2	0.637
ACMSD	-0.2905
IL33	3.729
C9orf5	-0.154166666666667
DEAF1	-0.4132
AMN	0.87
DEFA6	0.07975
RNF212	-0.77275
METT5D1	-0.342
CIB1	0.5965
TSSK1B	0.051
KIAA1727	-0.257
ZNF680	-0.362083333333333
LOC399900	-1.1895
LOC152217	0.825833333333333
CTNNAL1	-3.2835
CIT	-0.666666666666667
TLE6	-1.11125
ZNF607	-0.27125
HERC4	-0.904666666666667
DRAP1	0.3588
PEMT	0.35425
C10orf111	0.358
ZNF575	0.94875
KCTD7	-0.0805
MYO1F	1.48325
LOC285382	-0.32675
RAB11A	0.7618
PLCD3	-0.65775
C15orf28	-0.09975
PTBP2	-0.56925
CTB-1048E9.5	0.298375
C19orf60	-0.312833333333333
C7orf25	0.472333333333333
SETD7	0.562625
HOXB9	-2.9495
VANGL1	-0.015625
CHAF1B	-1.50325
NDUFA3	1.103
KIAA1328	-0.6175
SHARPIN	1.11275
TTC23	-0.283875
UGP2	0.571333333333333
ANKIB1	0.514
CIRBP	0.118714285714286
SEC14L4	-0.422833333333333
OVCH1	0.0231666666666667
VPS52	-0.5955
FAT	-0.6835
M6PRBP1	-0.17275
GPRIN3	0.94
PPM1F	-0.2605
TSR1	-0.337
CCDC85A	1.12025
PCSK5	2.49725
ZFHX3	-0.2095
HEMK1	-0.9549
PGBD2	-0.08925
RSRC2	-0.394833333333333
AURKC	-0.8785
SCRIB	0.9525
ORM2	2.658
FAM115A	-0.7277
FZD6	0.687875
UNC119	0.0388333333333333
GPX3	0.465
NOV	-0.832375
CABC1	0.913125
CDC42SE2	0.86875
EIF2S2	-0.2379
RNF130	0.776125
CKAP5	0.0601666666666667
RP11-413M3.2	0.588125
C10orf18	1.7015
TMEM93	-0.05125
DYX1C1	-0.279
KCNMB2	-0.940625
ANK3	1.33575
KRT5	0.5681
CDH12	-0.5765
QRSL1	-0.141625
JUB	-2.85775
SHC4	-2.15925
CCL15	0.9385
CCDC22	0.1745
SNX24	-0.657
RARS	-0.58875
MORC2	0.68925
FAM48A	-0.401
MT1H	-1.3295
PPP1R14C	1.668
FOXD1	-1.28357142857143
C1orf213	-1.90675
AMT	-1.8017
DSN1	-1.11925
PTPLAD2	2.9005
DIS3L	0.056
RASL11A	0.378
GPRC5B	0.68825
FRMD7	0.5845
STRN4	0.8535
KITLG	0.1455
HDGF	1.26575
OR1S1	-0.374
SETX	-0.1213
DDR2	0.807125
KCTD12	2.43575
LYZL2	-0.5005
WDR52	-0.993
TMEM2	0.570875
ZNF579	1.71116666666667
LOC200810	-0.49425
TNFSF9	-1.593875
PPFIA4	-3.2825
CNIH3	-0.836333333333333
MAP4K4	-0.673142857142857
ROD1	0.318
ALS2CR12	2.48516666666667
DOCK3	1.37516666666667
PAQR9	-3.35475
ASB17	0.0548333333333333
STX16	-1.09275
FEZ2	0.258666666666667
DLAT	-0.0776666666666666
KIF21B	-0.401833333333333
CDC5L	-0.8065
TMEM119	1.3265
CRIP3	-1.35775
TPSD1	-0.281333333333333
TEPP	0.3925
GNGT2	1.97125
C21orf121	3.95175
WNK1	0.00266666666666666
FLJ10490	0.5662
OR51B5	-1.776
LOC203547	-0.06575
HAS1	-0.497
PPA1	-0.197666666666667
ST7	-0.312375
C11orf46	0.3747
POPDC3	-1.40733333333333
ACOX2	-1.2135
ATCAY	-0.143083333333333
TM4SF19	-0.80925
MFSD9	-0.108666666666667
PDHB	-0.58475
ERN1	0.00475
LCE3C	-0.0945
GPR111	-0.5745
NOTCH3	1.42016666666667
ADAMTS5	1.854
B3GALT1	-0.97025
UGCGL1	0.0951666666666667
FAM58A	1.32466666666667
FBXO32	1.17125
CLPP	0.2075
NXPH1	-0.78425
MTMR3	0.7065
ATP1B3	0.177
TMEM16A	2.862375
HIST1H3F	-0.103333333333333
TRIM25	0.629833333333333
SDCBP2	1.5825
CRKL	-0.817375
HOXB2	-0.240333333333333
ANP32B	-0.485625
GATM	3.135
AP4E1	0.061125
EDG5	0.379125
CDKN3	-0.656666666666667
CDH4	-2.54875
PGD	-0.0771666666666667
RND1	-0.234
GAD1	-2.399
MPG	0.074375
LOC440350	-0.297
ZNF133	0.108
SERPINB12	0.1835
AMELY	0.2305
DHX36	-0.27025
TNFAIP8L2	3.42216666666667
PHTF2	-0.155722222222222
CCDC112	-1.1635
IQCC	-1.4635
HEYL	2.95416666666667
FTSJ2	-0.423166666666667
APPL1	0.361
RAB43	0.963785714285714
OR10G2	0.137
WAC	1.21183333333333
ADCY9	-0.018125
RUNDC2B	0.8055
PYCRL	1.6529
AGPAT7	-0.318666666666667
SLC22A9	-0.810333333333333
CDKAL1	0.0745
PDYN	-0.274333333333333
C20orf74	-0.64125
MTMR11	0.32125
VAV3	1.69441666666667
DAPL1	-0.60925
STXBP3	-0.30575
EIF3G	-0.20125
ARHGAP22	-0.763
NPFFR1	0.353
NPC1	-0.461833333333333
ALDH9A1	1.02116666666667
ZNF600	2.174
ZNF678	-0.793833333333333
RASSF1	0.13375
ADD2	-1.166
PITPNB	0.772625
PKD2L2	-0.0275
LRP11	0.0135
CDKL1	0.80275
SMEK2	0.194
PRODH2	-2.943
C11orf54	-0.794333333333333
SFRS11	-1.01033333333333
IL7	1.68383333333333
ALS2CR16	-0.1115
BTG3	0.421
PAK2	0.085
RP11-679B17.1	-0.901
GATA4	-1.545
ATP2B1	-0.8085
LOC130940	-0.7635
C1orf172	2.03433333333333
ATF7IP2	-0.886
SLC25A43	0.982333333333333
CENTG3	0.417416666666667
IGF2BP1	-3.4095
FCHSD1	0.1595
CAMK2N2	1.2385
ELAVL3	-0.0605
NBPF15	0.0845
UBE2J2	0.0326666666666667
GNL2	-0.86025
PRR3	0.0636
NLF2	1.211
OR4F6	0.518
KLHL24	0.953833333333333
CCDC88A	-1.0038
SGPP1	-0.77
C10orf11	1.61166666666667
SLC35B4	-0.803333333333333
UGT3A2	-0.602
ARNT2	-0.5938
CBR1	0.181875
ITPR3	0.0816666666666667
TRAPPC6B	-0.5444
AMZ1	-0.5635
ARP11	1.96925
WDSUB1	-0.029
APBA1	0.317666666666667
RAB2A	1.5597
C6orf162	-0.035125
HPSE2	0.0945
PLCE1	-0.22675
INSL3	1.40225
DLG1	-0.3768
PTPLA	-4.0065
PIGX	0.111
TFIP11	0.419
FIBIN	2.5505
POLR2G	0.1415
GRAP2	-0.8232
DNAJB8	-0.3175
CNBP	0.421333333333333
WASF1	-2.49125
INPP5E	-1.2347
HSPB1	0.488375
TMEM167	-0.8892
CUBN	-0.26475
IGF1	2.8510625
ITPK1	0.1893
NAALAD2	-0.415375
G3BP1	0.1395
NT5DC1	-0.19425
CYP39A1	1.1715
TMEM139	1.26316666666667
POLK	-0.6686
GLULD1	-0.55975
RBM15	-0.530333333333333
AMZ2	-0.49375
GDF15	-4.007
MESDC2	-0.148
INCA	2.72916666666667
ACY1L2	-0.1925
GZMM	0.7775
PAIP1	0.17125
CACNA2D1	-0.15275
STK32C	0.902166666666667
SH3BP4	-0.82
DEC1	0.0895
PADI1	-0.1305
UBB	0.2552
PON3	-0.0453333333333333
PROP1	0.4535
ANKRD13B	-1.007
ADCK1	-0.045
TCF25	0.368916666666667
SLC38A5	-1.38625
CXorf26	0.106666666666667
C19orf39	0.12825
PPP1R13B	0.7245
ARL2	0.0335
TCL6	0.241333333333333
TOP3A	-0.472
SLC16A14	-0.24875
FXYD6	0.957166666666667
HIST1H4E	-0.38375
BBC3	0.364842105263158
UNC5A	0.738166666666667
FAM86C	-0.7834
PI4KB	1.50125
B3GAT1	-2.1125
SUSD2	2.89683333333333
OAZ2	-0.1895
NOC4L	0.341
C10orf12	-0.37575
FADS1	-2.6235
LOC144097	-0.34275
DKK2	1.264
KIAA1949	1.002
RHOT1	-0.2044
OXT	0.762666666666667
GPR153	1.39175
ARL4A	-1.07583333333333
SAAL1	-1.26525
CCDC64	0.312
USE1	-0.5255
HNMT	0.627333333333333
PCGF3	-0.3605
CYP2C19	0.382
C20orf4	0.348
CCDC11	-0.34525
ACSBG2	-0.2125
RWDD2A	-0.37025
PALLD	1.218375
CPLX4	0.1845
LOC492311	-0.0255
KPNA2	-0.329666666666667
MACROD1	0.16
TMCO3	-1.25116666666667
C15orf52	0.927
