Hybridization REF	TCGA-BH-A0DQ-11A-12R-A089-07
ZFP106	0.45275
ZNF347	0.7468
GTF2E1	-0.264
RY1	-0.228666666666667
ATAD2B	-0.16675
ARHGAP17	-0.0539
KCNIP3	-0.707
SFPQ	-0.3295
GFRA4	-0.4495
AKR1B10	-4.028875
TIGD6	1.07516666666667
RGS16	-0.069
URB1	-0.857833333333333
OR4C46	-0.00316666666666669
TOP3B	-1.01175
NFATC4	0.1045
CA14	-4.2065
BMPR1A	0.8045
SNRP70	-0.5805
PRL	-0.02825
C6orf130	0.16475
STAG2	0.49325
CD55	-0.773571428571429
RPS23	1.79483333333333
SSX2	-1.61466666666667
FDPSL2A	-0.49325
FBXO27	0.36525
SYNGR3	-2.04516666666667
TMSL3	0.2795
EML1	-0.787
NUP93	-1.20441666666667
SMAD3	-0.4105
KIAA1189	-0.2785
HNRPUL2	0.5525
TBC1D12	0.809166666666667
C16orf24	-0.08425
MRVI1	2.06866666666667
ZNF581	-0.533
ELOVL3	-0.219
OR51Q1	0.14925
CACNB3	0.348
GALNT13	-1.402375
C10orf84	0.788125
NEDD4	0.0069
SPO11	-0.161
OR5AU1	-0.067
NEK4	0.120785714285714
PRKAR2A	-0.924666666666667
IHPK1	-0.1545
ATP6V0B	0.099375
CACNA1E	-0.4685
CEACAM8	-0.015
PEX14	0.135
FLJ12993	0.7675
ZBTB38	0.75375
PCTK2	0.949833333333333
LRRC16	0.2267
FBLIM1	0.289333333333333
FYCO1	1.35325
RP5-1022P6.2	0.40675
CMTM1	-0.0511666666666667
PLTP	1.03233333333333
RAPH1	1.132
DOCK8	1.061
EZH2	-2.27786666666667
SLC25A1	-0.641
PLEKHB1	0.6029
GRB7	0.9104
ZFP37	1.433
MRPL33	-0.3685
PELO	-0.465
ARMC1	-0.141090909090909
C9orf27	0.031
FLJ25778	0.33
C9orf37	-1.30033333333333
TMEM66	2.3685
SPRN	0.484625
HBEGF	0.043875
PI4KA	-0.6775
LEPRE1	-0.557
POU2AF1	-0.771125
MRPL12	-1.53866666666667
REP15	0.7895
ZC3H3	-0.1425
RASAL1	-1.02425
DDAH1	1.47325
ACBD5	0.406
TMC2	0.1145
CCDC137	-1.71725
SAMD13	1.46
UGT2B15	1.85583333333333
TIPARP	0.67225
DNASE1L3	2.366
TRIM72	0.2465
DBX2	2.62225
IPO8	-0.146
C21orf88	-0.4167
MAP3K14	0.31575
LOC51233	0.089
GGTLA4	0.395
PDE6D	-0.3345
ZNF117	1.05225
CLK2	-0.56375
NKRF	-0.82975
TNFSF15	0.3994
DUSP2	-0.42725
SECISBP2	0.2207
GABRR2	0.2
PPAP2C	1.0095
LOC51145	-0.135833333333333
PAG1	-0.376125
PIK3C3	-0.008
GNG10	0.209
APOL4	0.843166666666667
ANKRD28	-0.405875
STMN3	-0.8509
RAB14	0.969
CDK2AP2	-0.33825
HDDC3	-0.16325
COMMD7	0.35325
CXXC1	-0.157
HMCN1	0.7345
CD40	0.63125
DYNC1LI2	0.7495625
GDI1	-0.1235
LOC646938	-0.1335
VSNL1	0.265
PIH1D1	-0.2425
RAET1G	-1.397
KRTAP5-9	-0.5855
EFTUD2	-1.0585
ZNF311	0.676
ATP6V1G3	0.11875
OR2W3	-0.21175
SCN4A	0.427
MED10	-0.5675
FAM135A	0.271
ARHGAP4	-1.092
EHMT2	-1.0995
UFD1L	-0.856
ERMP1	-0.193
MAG1	-0.910166666666667
THAP8	-0.269166666666667
HACE1	0.261
FAM82C	0.213
C3orf20	0.352
UNC84A	-0.125666666666667
SCD5	0.0995714285714286
LASS6	1.292
LSG1	-0.21475
MAL	-4.95525
GPR22	-0.075
WDR5B	1.6815
ACTRT1	0.2205
C17orf60	-0.730666666666667
GRIN2C	0.5018
ARMC8	-0.328166666666667
SLC47A1	-1.83133333333333
DMPK	-0.32525
DHRS13	-0.9415
SMC1A	-0.841
KRTAP17-1	0.16525
SMYD5	-0.51725
TUSC2	0.203625
CRHR2	0.112
KIR3DL2	-0.2625
CCDC104	0.83375
ATP2C1	0.868375
CROT	1.594
PABPC3	-0.0095
EGR1	1.1475
THSD1	1.83925
KHK	-2.0255
SLC12A2	1.70025
CD58	-0.847
STOX2	1.183
CCDC76	0.1257
CCDC48	3.771
DNAH1	0.0871666666666667
ZIC4	-0.4125
OR1G1	-1.262
PSMC6	-0.0468333333333333
PROKR1	-0.3
ABCB1	1.67825
TRAT1	-0.20425
LLGL1	-0.336
MTF1	0.356
USP54	1.281375
PAGE2B	-2.5265
ITGB7	-3.7895
CCDC81	-0.391
LOC149837	0.42675
SCUBE1	2.1025
ZSCAN10	-0.437
HUWE1	-0.220642857142857
CDH17	0.372
CD180	0.55225
IL17A	0.22225
TMPO	-1.2975
KIAA1524	-1.98933333333333
HDGFRP3	-0.0293333333333333
OXCT1	-0.514727272727273
RRAS2	-0.400333333333333
LTBP2	2.7006875
SV2B	1.84033333333333
CYP2A6	1.383125
PKD1L2	-0.496166666666667
PPM1M	1.213
FLJ22662	2.269
ZNF502	2.3975
GP6	-0.85475
CRYBA2	-1.384
LEF1	-1.2817
CTPS	-3.08314285714286
EYA1	-1.67683333333333
EPS8L1	1.08425
MAPK14	-0.545583333333333
SERPINB2	-5.385875
GTF2F2	-0.295333333333333
ZNHIT4	-0.041
PLA1A	-0.399625
C20orf114	1.94175
HPR	-3.4565
C18orf2	-2.41283333333333
SATB2	-2.791
KCNJ9	-0.15125
MGC157906	-0.1415
MOCS3	-0.18775
C17orf71	-0.4005
PPHLN1	0.1542
HIST1H2BN	-2.8845
RAPGEF1	-1.042875
MAP3K8	1.38075
DLG4	0.0888333333333333
STC1	-0.66425
CDGAP	1.826
DDX26B	0.30525
LOC150223	-1.7725
CPSF3	-0.985166666666667
TMEM14A	0.20275
MYH3	-0.87525
GPKOW	0.056
SULT1A1	-0.117833333333333
SPON1	4.1522
YY1AP1	0.328
RAB23	0.07475
PLA2G4A	-1.87375
MAPRE3	-0.0456666666666667
ZNF516	0.231
GGPS1	0.5705
EXOC3L2	-0.476875
C19orf42	0.9977
MAP2K2	-0.3845
HIST1H2BB	-1.894
RNF19B	0.986
C6orf128	0.101833333333333
TLR8	2.632
PCDHA9	0.513
CARS2	0.267375
CLUL1	3.106
RHAG	-4.0025
UNK	0.038
EXOC8	0.589
C9orf95	1.74375
C14orf143	-0.422
MAML3	0.46525
LDHA	-2.09225
MRPL20	0.0805
KLHDC6	0.454666666666667
ATP5S	0.175833333333333
C8orf55	-0.454
PHF19	-2.534625
KRTAP13-4	0.136
TTC5	0.70975
XKR5	-0.364
SILV	-4.52666666666667
TEX28	0.189
TCTN1	1.46825
CX40.1	-0.31975
PPP2R5C	-0.0275000000000001
C12orf30	-1.3195
CAPG	1.32875
MPZL1	0.81265
ARSB	-1.59616666666667
TDH	-2.73775
WASF4	1.001
TSSK3	-0.600166666666667
7A5	0.613
CRISPLD1	3.792875
MAD1L1	-1.25483333333333
SPIN4	0.0713333333333333
AMPD1	3.476
DPYSL5	0.1565
INPP1	0.963833333333333
ANKRD11	-0.546111111111111
NPAS4	-0.3305
GCET2	1.0921
RNASE9	-0.1425
GUCY2D	0.327166666666667
CCDC98	0.662
FGF4	-0.428125
CPM	-1.3465
SLC26A4	0.687
PLD5	2.06925
FAM59A	1.6707
FBXO5	-2.16622222222222
SIPA1L1	-0.0515
DPYS	1.53975
ATG4D	-0.81575
TGM3	0.555
MTCH1	0.288625
HK1	-0.375857142857143
CDC26	0.1675
GALNT12	-1.30183333333333
LOC339229	-0.55725
MRPL35	-0.6765
ORC4L	0.646875
TNKS	0.00150000000000002
C2orf24	0.0298333333333333
ZNF553	-0.4065
GGTLA1	2.7284
ZNF497	0.0095
CDY1B	0.27675
SLC30A4	0.425375
TUB	0.092625
ARHGEF18	0.10925
ARRB1	1.29
KCNK1	-1.018125
EREG	-0.2611
SCAMP5	-0.09975
RUNDC3B	3.37125
ADAMTS20	-0.0115
IL17RB	2.625125
FLJ20323	-0.634
MCAM	-0.23675
POLR3E	-1.6625
AQR	0.273333333333333
IPMK	0.3595
CDCA7	-3.7245
CAMP	-0.335
GRHL3	-0.49325
ADAMTSL2	-0.521166666666667
CLMN	2.22266666666667
SSTR3	-0.1275
MAGEA5	-2.60166666666667
OVOL2	3.7555
JMJD1B	0.59375
RBL2	1.0035
PYGO2	0.384
PPP1R10	0.305166666666667
CSE1L	-1.48083333333333
LCA5	2.573
RDH16	-0.434
ASRGL1	-1.84475
TOM1	0.409833333333333
PTX3	-2.6055
TTC15	0.20975
SCGB3A1	5.269
MRPL50	-0.661
RCAN3	0.615125
SLC26A11	0.673
STYX	-0.348166666666667
CINP	-0.4085
MARCH7	0.255
PFKM	-0.675166666666667
SGMS1	0.624666666666667
RIOK3	0.0444
C1orf110	0.508
CES7	-0.084
LOC440248	-0.64925
PPP1R12C	-0.42125
C10orf27	0.424
ATG9A	-0.852
MRPS26	-0.017125
TMEM40	0.09625
ELP3	-0.0404
ZNF787	-0.5031
HIAT1	0.75675
C8orf34	0.789333333333333
MGC4655	0.1249
PELI1	1.62516666666667
PPT1	0.8574
SLC35C2	-0.451333333333333
C6orf125	-0.8135
MUC4	-0.730833333333333
RFC4	-2.35814285714286
GNB2	0.2005
NUP50	-0.400571428571429
SULT4A1	-0.720333333333333
C7	3.259625
CCDC130	-0.0148333333333333
ARRDC4	1.09725
RQCD1	-0.77925
GLYCTK	-1.54875
AYTL2	-1.38963636363636
MTUS1	1.8415
LEMD3	0.891833333333333
PLEKHF2	1.32875
HOXA7	2.20075
GTF3C2	-1.215
DYNLRB2	3.2525
CNOT10	-0.5545
MR1	0.0433333333333333
FFAR1	-0.1505
PRIC285	-0.5345
SLITRK6	4.49875
LIX1	-2.1002
UBE1L2	-0.05725
F8	1.345875
ACHE	0.7145
KPNA5	1.05325
TNFRSF12A	-2.42083333333333
EGR3	1.7495
SERPIND1	-3.58216666666667
OASL	-0.48075
IFRD1	-0.96675
WDFY1	0.362333333333333
ZNF267	0.561375
ACCN5	0.1545
ZBTB6	0.19675
PPP1R3A	0.194
PRRT3	0.43425
FBXL19	-0.8265
TXNIP	1.6275
ACTN2	0.43525
ATG9B	-0.37925
C9orf117	0.201375
IL27	0.475
RPL36AL	0.0296666666666667
KLK15	-0.63825
CHAD	2.679
RAP2B	-0.6406
HEBP2	1.18925
ZNF342	0.268
CAMK2G	-0.243
TLR3	1.62425
FGF14	3.01325
HMGB2	-1.654875
TRPM5	-0.422166666666667
OR5M11	0.0405
KIF3B	0.0321052631578947
PRICKLE2	1.11875
MTMR9	0.17575
C3orf27	0.08625
GLRA3	6.4915
NSDHL	-0.399
TMEM32	0.15225
POLR2D	-1.28916666666667
MYADML	-0.1475
C9orf114	-0.79775
MRGPRX1	0.0915
TOPORS	0.7405
CLDN19	2.71
C1QL4	-0.109
RNF165	0.714
DHRS9	0.15475
DNAH2	0.233333333333333
FXR1	-0.120833333333333
ZMYM3	-0.767
CASP3	-0.468666666666667
FAM120C	-1.02775
SCLY	-1.64575
CA7	-0.012
ENTPD5	0.9435
ZNF461	0.600625
PDIA5	0.5915
C1orf19	-0.734833333333333
TMEM67	0.61225
KCTD20	-0.7255
WDR47	0.608
FLJ38723	0.873
KLRF1	1.961
TAS2R16	-0.5475
CLDN12	1.30275
PRKCE	0.42975
UBXD4	-0.274
ITGAM	2.04583333333333
GLT8D3	-0.392875
WDR31	0.6894
RGS2	2.6635
OR51L1	-0.5405
MST1R	-0.67375
KIAA1737	1.3745
OR4A5	0.9595
GLIS1	-0.315666666666667
PTMA	0.219428571428571
NAPA	1.10775
PRDM11	-0.1455
LIPF	0.519
DIRAS3	3.83975
ASGR2	-4.287125
C1QTNF4	2.3515
PIK3R4	0.377833333333333
ARMC3	1.47575
NDUFV3	-0.664166666666667
BTBD3	0.138666666666667
PPP1R2	0.204833333333333
UBE2NL	-0.424
FOSL2	0.057
FAM119A	-1.87033333333333
TUBA4A	-1.076
KRTAP12-1	0.01425
SFRS2	-0.4055
RHPN1	-0.8554
EEF2	0.4055
ZDHHC11	-0.457
EPHA3	-1.5672
RBM12	-0.0635
H2AFJ	0.973583333333333
EDIL3	3.2605
KIF26A	-0.153
SERGEF	0.43375
B3GALT4	2.04625
LOC90925	1.49033333333333
OSCAR	-0.95275
NPFF	0.5495
DEDD	0.240625
TMEM155	-0.937875
PTPN1	-0.28825
SCYL2	0.468333333333333
SKAP1	2.8565
LEAP2	-2.22633333333333
GADD45G	1.199
IFITM3	0.15725
PILRB	-0.663333333333333
SLU7	0.5520625
DSC3	2.3025
DNMT3L	-1.47
PAPD5	0.286625
B3GNT3	-0.247666666666667
LHCGR	0.357
MSL-1	0.23475
UBE2S	-2.71375
SAP130	-0.28175
ANAPC11	-0.12625
MAGED4B	-1.3165
ATP6V1B2	-0.139666666666667
C14orf179	0.763625
CAPZA1	-0.23725
CDYL2	-0.985
GLRX3	-1.01916666666667
LOC136288	-0.48825
MOBKL1A	-0.01425
HTR2B	2.00925
CRYGD	0.116
NUS1	-0.281833333333333
PGRMC1	1.0195
MYOM2	2.18375
FLJ39653	-0.523666666666667
CHM	0.6651
OR5M8	0.4885
ZNF619	0.137
FAM105A	1.13025
CCNL1	-0.1275
NAP1L3	1.1075
C10orf57	2.258
B3GALNT1	0.903666666666667
CSN1S2A	-0.0715
TCP10L	0.5195
GDAP2	-0.151375
DMKN	0.463
COX6B1	-0.464
DNASE2	0.163333333333333
MSH5	-2.389
LGMN	-0.46675
USP31	0.4037
OR13C8	0.435
SDCBP	0.0826
NUDT11	-0.859166666666667
PYGL	-1.66283333333333
SNPH	-0.2875
B3GNT4	-1.2595
MIZF	-0.3023
NUBPL	-0.034
NOD1	0.313666666666667
CDH22	1.532375
NUBP1	0.027
DSCAM	-4.12275
DGKI	2.382
FAM136A	-0.85025
AKAP1	0.632166666666667
SLC16A6	-0.73475
RIN3	-0.1775
PSG2	-0.2915
DIP2B	-0.14325
PSORS1C1	-0.4077
KIAA0495	0.1655
FLJ90709	-0.284666666666667
LPA	-0.0363333333333333
PIGA	-0.0195
LY75	4.07183333333333
UTS2	-6.57716666666667
RREB1	-0.1405
GALNACT-2	0.3987
MGC3196	-1.05125
FLJ31568	0.07125
LPHN1	0.053125
SP1	0.462
TOX4	0.563
HSPA9	-0.6089
APOBEC1	0.033
SLC35E4	-0.42
LSM5	-1.426
SURF1	0.275
ZBTB1	0.772583333333333
GTF2F1	0.26475
RPS15A	-0.205214285714286
DUSP21	-0.439333333333333
GINS4	-3.6445
MYO15A	0.647166666666667
GIMAP7	4.229
MGC13379	1.00925
ATP6V1E2	-0.022
UTP3	0.31575
HNRPA3	-0.3183125
MT4	-0.5555
C14orf155	0.1235
U1SNRNPBP	0.21425
CKLF	-0.876666666666667
PLEKHN1	-1.55816666666667
MBNL1	0.54175
NUP160	-1.13775
ACSM2A	-1.615
LOC129881	1.2625
KIAA1529	0.29025
FLJ22639	-1.1905
HAND1	-1.127
GSX1	-0.0315
FGA	-3.125625
SERPINB1	-0.18725
ZNF642	0.5615
IGFBP1	-7.845625
SLC1A1	1.801625
DHX57	-0.25875
ZNF766	0.496
PTPN21	0.2293
GDPD3	-1.25366666666667
PNPLA5	0.0235
TBR1	-0.1555
FAM116A	0.04525
IQGAP1	0.240125
FOS	2.189
ZNF226	0.52525
FIGNL1	-0.719833333333333
C14orf1	0.347166666666667
ZMYND17	-0.0145
PUS7	-1.39933333333333
TUBB6	-1.451875
KCNQ2	-1.76175
MARCH6	0.179166666666667
CCDC33	-0.589
PRODH	-1.0495
RBM11	1.247
EPHA6	-0.127
SLC43A1	-0.66325
LOC196541	0.176375
NTN1	0.600583333333333
ING4	1.227
PCDHB10	1.798
DPH2	-1.0105
SPACA4	-0.0845
FBXL21	-3.803
DIAPH1	-0.72
ZNF71	0.407333333333333
CEP76	-0.3745
CORO1A	-1.10375
RRM2	-4.259875
EDG4	0.55775
OS9	0.751666666666667
SLC4A1AP	-0.1405
COG5	-0.4415
COPS8	-0.0705
NGLY1	-0.43925
NCBP2	-0.921
C17orf42	-0.188
GPSM3	-0.273625
SIL1	0.655333333333333
ASB6	-0.48525
SMAD5OS	0.732666666666667
UNC93A	-3.201375
A1BG	-0.082
C21orf62	0.9415
FMO5	1.80266666666667
ATRIP	-0.474666666666667
CEBPG	-0.190833333333333
C7orf38	0.436666666666667
TNFRSF1B	0.452833333333333
CLEC1A	1.90533333333333
IQSEC1	0.132625
PATZ1	1.0093
RBM22	0.967875
BAG2	-2.27733333333333
PAQR5	-1.87016666666667
C9orf127	0.6937
THNSL1	0.257
SHROOM3	3.2866
JAM2	2.71475
SNRPN	-0.834
ALX4	0.2455
CACNA1S	-0.1515
FAM130A1	0.56375
CORIN	3.3825
CD300LB	0.167
PLEKHG6	0.204
LRRC40	-0.61225
PCLKC	-1.6755
PCDHB16	1.84816666666667
WNT2B	1.56033333333333
ASNS	-2.34844444444444
MRPL49	0.119125
FLJ46111	-1.21925
ISG20	-0.24325
SMU1	-0.0544
CASZ1	0.242
POLR1D	-0.109833333333333
GIN1	0.00825000000000001
SNAG1	0.444
ANKRD29	1.1485
CDKN2AIP	0.407
KRR1	0.29725
CXCL1	-0.623666666666667
EPM2A	0.2728
PC	-0.141666666666667
DEFB127	-1.3385
PDZRN4	1.49283333333333
FAH	-0.311125
OR51E1	1.209
CDC2L6	-0.323166666666667
DNTTIP1	-0.672
PAX8	-0.42875
TMEM116	0.8465
C1orf150	-0.234
PRO2012	0.01625
MRPL40	-0.463166666666667
BEX1	-2.9673
SLC2A4	0.105666666666667
PKMYT1	-2.8025
FEZF2	0.3045
SLC26A9	-1.40875
MAP2	0.307166666666667
LYL1	-1.51175
SLC25A19	-1.81316666666667
NOS3	-0.5795
ZNF34	0.721333333333333
TMPRSS11F	0.29575
FAM43A	0.6195
FCRL4	0.0648333333333333
KLF14	0.0365
FLRT2	1.4545
WRN	-0.7025
SDF2	0.7823
KRT8P12	-0.90425
C6orf195	-0.0315
C9orf125	-0.543833333333333
DZIP3	0.294
RIT1	-0.3555
SCML1	-0.738666666666667
RHBDF2	-0.941125
OR2G3	0.5395
REXO1L1	0.0615
MAP3K7IP3	-0.479375
C3orf57	-4.55625
FBXW11	-0.785333333333333
ETAA1	-0.2775
C14orf131	-0.0866
AKT1S1	-0.2905
SLC12A5	-0.819625
C9orf164	1.17825
NRIP3	0.14975
NOS1AP	1.32575
TMEM121	-0.123
SAP30BP	-0.0161
DGCR6	0.55975
WDR76	-2.27425
FAM82B	-0.527666666666667
LOC606495	-0.514
MAP9	1.8485
BCDIN3D	0.6145
CXorf36	2.9235
DSCR3	-0.3619
ZFAND3	-0.082
C7orf43	-0.319
SPSB3	0.5365
C19orf19	-0.1935
FAM133A	-1.574375
C12orf25	0.0435
SLC39A3	-1.077625
DISP2	0.0585
PI4KAP2	-1.722
MKRN3	-2.2465
ADAMTS13	-0.676625
CBLN3	0.2018
TTYH1	1.24733333333333
C3orf18	1.2455
FLJ13236	-0.49825
ZMYND12	3.251
C18orf25	0.00250000000000002
GLB1L3	-0.027
ATP13A5	2.337
RANBP10	0.08625
CD96	-1.0086
DENND1C	-0.578
RBMS3	2.2139
SLC41A3	0.807666666666667
DGCR6L	0.4485
TMEM128	0.9345
CSNK1G3	0.269571428571429
MOBKL2C	1.307875
TSPAN6	1.175625
MATN2	2.4863
MSL2L1	-0.00150000000000001
ST6GALNAC2	0.2295
FGFBP2	3.129625
FGL1	-2.49133333333333
MPP3	-1.04866666666667
ARHGEF6	1.66516666666667
TGFBR2	1.436
ACMSD	0.76725
IL33	4.98975
C9orf5	0.377916666666667
DEAF1	-0.2366
AMN	-0.765
DEFA6	-0.047125
RNF212	-0.443
METT5D1	0.2355
CIB1	0.6061
TSSK1B	-0.73125
KIAA1727	0.8835
ZNF680	1.28175
LOC399900	-1.1025
LOC152217	-0.270416666666667
CTNNAL1	-2.034
CIT	-2.70025
TLE6	-0.319
ZNF607	-0.7525
HERC4	-0.439333333333333
DRAP1	-0.8461
PEMT	-0.34275
C10orf111	0.1045
ZNF575	0.342125
KCTD7	-0.0585
MYO1F	0.129875
LOC285382	0.59275
RAB11A	0.8655
PLCD3	-0.2855
C15orf28	0.308
PTBP2	-0.09425
CTB-1048E9.5	-0.4495
C19orf60	-0.3935
C7orf25	0.487333333333333
SETD7	1.145125
HOXB9	-4.6705
VANGL1	-0.6474375
CHAF1B	-2.36075
NDUFA3	0.0095
KIAA1328	0.282333333333333
SHARPIN	-0.180625
TTC23	0.557125
UGP2	0.24825
ANKIB1	0.2452
CIRBP	2.16257142857143
SEC14L4	-1.26216666666667
OVCH1	1.79116666666667
VPS52	0.08625
FAT	0.048375
M6PRBP1	-0.33125
GPRIN3	0.179
PPM1F	-0.635833333333333
TSR1	-1.07975
CCDC85A	2.92575
PCSK5	2.15925
ZFHX3	0.204
HEMK1	-0.2414
PGBD2	0.40325
RSRC2	0.198
AURKC	-0.883666666666667
SCRIB	-0.04725
ORM2	-4.65216666666667
FAM115A	0.3449
FZD6	0.296125
UNC119	0.0035
GPX3	-0.1907
NOV	-0.266875
CABC1	0.0965
CDC42SE2	0.6758125
EIF2S2	-1.069
RNF130	0.880125
CKAP5	-1.21566666666667
RP11-413M3.2	-0.500125
C10orf18	0.4356
TMEM93	-0.69425
DYX1C1	1.46
KCNMB2	2.02875
ANK3	1.4415
KRT5	2.048
CDH12	-0.177875
QRSL1	-0.293625
JUB	-0.37925
SHC4	1.389
CCL15	2.401
CCDC22	-0.294
SNX24	-0.287
RARS	-0.65325
MORC2	0.073375
FAM48A	0.10075
MT1H	-0.2325
PPP1R14C	-0.581333333333333
FOXD1	-2.79357142857143
C1orf213	-1.0065
AMT	-0.7949
DSN1	-1.84175
PTPLAD2	2.8865
DIS3L	-0.00749999999999999
RASL11A	0.81575
GPRC5B	0.95125
FRMD7	-0.0275
STRN4	0.11025
KITLG	1.38372727272727
HDGF	-1.00125
OR1S1	0.3405
SETX	0.035
DDR2	1.287375
KCTD12	2.77325
LYZL2	-0.26775
WDR52	0.854
TMEM2	0.441125
ZNF579	-0.352166666666667
LOC200810	-0.5725
TNFSF9	-2.097625
PPFIA4	-3.4585
CNIH3	-0.426666666666667
MAP4K4	-0.930857142857143
ROD1	-0.194071428571429
ALS2CR12	0.202
DOCK3	-1.21316666666667
PAQR9	-4.307
ASB17	0.223
STX16	-0.986875
FEZ2	0.403666666666667
DLAT	-1.03416666666667
KIF21B	-1.62233333333333
CDC5L	-0.4095
TMEM119	1.506
CRIP3	-0.81375
TPSD1	0.302333333333333
TEPP	-0.439
GNGT2	0.77525
C21orf121	0.59875
WNK1	-0.234416666666667
FLJ10490	-0.0991
OR51B5	-2.613
LOC203547	-1.175875
HAS1	-0.1685
PPA1	0.0703333333333333
ST7	0.0875
C11orf46	0.9174
POPDC3	-0.743333333333333
ACOX2	1.138
ATCAY	-0.859333333333333
TM4SF19	-2.743
MFSD9	-0.876
PDHB	0.0645
ERN1	0.14675
LCE3C	-0.106
GPR111	0.0445
NOTCH3	0.671
ADAMTS5	4.55275
B3GALT1	-0.162
UGCGL1	-1.01283333333333
FAM58A	0.214833333333333
FBXO32	2.8905
CLPP	-0.62725
NXPH1	-1.35
MTMR3	1.21116666666667
ATP1B3	-1.4885
TMEM16A	4.279125
HIST1H3F	-1.30116666666667
TRIM25	-0.619166666666667
SDCBP2	0.9185
CRKL	-0.610625
HOXB2	2.233
ANP32B	-0.759375
GATM	3.8825
AP4E1	-0.3965
EDG5	0.316625
CDKN3	-4.43333333333333
CDH4	-1.3695
PGD	-1.00216666666667
RND1	-0.287
GAD1	-3.1476
MPG	-0.5155
LOC440350	-0.327
ZNF133	0.49675
SERPINB12	0.084
AMELY	-0.188333333333333
DHX36	-0.56525
TNFAIP8L2	2.50983333333333
PHTF2	-0.569222222222222
CCDC112	-0.695833333333333
IQCC	-0.66775
HEYL	2.29466666666667
FTSJ2	-0.618833333333333
APPL1	0.780375
RAB43	0.535428571428571
OR10G2	0.0285
WAC	0.1725
ADCY9	-0.13925
RUNDC2B	0.128166666666667
PYCRL	-0.508
AGPAT7	-0.230666666666667
SLC22A9	-1.018
CDKAL1	-0.3095
PDYN	-0.663333333333333
C20orf74	0.4885
MTMR11	0.98875
VAV3	3.064
DAPL1	3.544
STXBP3	0.643
EIF3G	0.173
ARHGAP22	-1.616
NPFFR1	-0.0535
NPC1	-0.183666666666667
ALDH9A1	1.38633333333333
ZNF600	0.539875
ZNF678	0.797833333333333
RASSF1	-0.118416666666667
ADD2	-2.9615
PITPNB	0.17
PKD2L2	-0.0328571428571429
LRP11	0.03275
CDKL1	-0.2315
SMEK2	0.10525
PRODH2	-3.50416666666667
C11orf54	1.46433333333333
SFRS11	-0.217166666666667
IL7	1.06283333333333
ALS2CR16	1.31175
BTG3	-0.587
PAK2	-0.421111111111111
RP11-679B17.1	-0.2375
GATA4	-1.6015
ATP2B1	0.30225
LOC130940	2.359
C1orf172	2.52183333333333
ATF7IP2	-1.408
SLC25A43	0.204333333333333
CENTG3	-0.201083333333333
IGF2BP1	-4.3367
FCHSD1	0.1605
CAMK2N2	-0.321
ELAVL3	-0.3064
NBPF15	-0.0138333333333333
UBE2J2	-0.204
GNL2	-1.13525
PRR3	-0.4733
NLF2	-0.65575
OR4F6	-0.434
KLHL24	1.26933333333333
CCDC88A	-1.4863
SGPP1	0.3095
C10orf11	-0.185833333333333
SLC35B4	-1.53316666666667
UGT3A2	-1.189
ARNT2	0.4429
CBR1	-0.0655
ITPR3	-1.123
TRAPPC6B	-0.4638
AMZ1	0.141
ARP11	1.518
WDSUB1	1.01325
APBA1	1.81366666666667
RAB2A	0.6052
C6orf162	0.28625
HPSE2	2.70375
PLCE1	-0.0285
INSL3	0.10075
DLG1	0.3175
PTPLA	-2.511
PIGX	-0.414375
TFIP11	0.340333333333333
FIBIN	2.5375
POLR2G	-0.49725
GRAP2	-1.7002
DNAJB8	0.08025
CNBP	0.334333333333333
WASF1	-0.507
INPP5E	-0.7144
HSPB1	-0.2805
TMEM167	-0.355
CUBN	0.32275
IGF1	5.35875
ITPK1	-0.3735
NAALAD2	-0.069875
G3BP1	-0.2287
NT5DC1	1.090625
CYP39A1	3.3115
TMEM139	1.85666666666667
POLK	0.536555555555556
GLULD1	-1.72275
RBM15	-1.1705
AMZ2	-0.14475
GDF15	-3.93283333333333
MESDC2	-0.24325
INCA	0.524
ACY1L2	0.067
GZMM	-0.8595
PAIP1	0.183
CACNA2D1	0.55275
STK32C	-1.056
SH3BP4	0.835166666666667
DEC1	-0.2305
PADI1	0.1155
UBB	0.1656
PON3	3.86816666666667
PROP1	-0.1235
ANKRD13B	-0.6805
ADCK1	-0.0875
TCF25	0.0595833333333333
SLC38A5	-3.31975
CXorf26	0.0471666666666667
C19orf39	0.0755
PPP1R13B	0.76175
ARL2	-0.839
TCL6	-0.141833333333333
TOP3A	-1.0865
SLC16A14	0.293
FXYD6	2.28116666666667
HIST1H4E	-1.3565
BBC3	-0.392263157894737
UNC5A	0.2175
FAM86C	-0.4124
PI4KB	0.5165
B3GAT1	-1.31175
SUSD2	0.943833333333333
OAZ2	0.141166666666667
NOC4L	-0.86625
C10orf12	-0.55475
FADS1	-3.241
LOC144097	-1.017
DKK2	2.45033333333333
KIAA1949	-0.5065
RHOT1	0.4337
OXT	0.454166666666667
GPR153	-0.30475
ARL4A	0.971166666666667
SAAL1	-1.86825
CCDC64	-0.9235
USE1	-0.159833333333333
HNMT	1.46433333333333
PCGF3	0.4289375
CYP2C19	-0.2925
C20orf4	0.2105
CCDC11	1.47
ACSBG2	0.00250000000000001
RWDD2A	0.28325
PALLD	2.305375
CPLX4	0.118
LOC492311	2.56075
KPNA2	-2.8785
MACROD1	-0.7509
TMCO3	0.286833333333333
C15orf52	0.976333333333333
