Hybridization REF	TCGA-A8-A07I-01A-11R-A00Z-07
ZNF347	0.4767
GTF2E1	0.04225
RY1	-0.292
ATAD2B	0.348125
ARHGAP17	-0.4292
KCNIP3	-1.105
SFPQ	0.358625
GFRA4	0.370833333333333
AKR1B10	-1.043375
TIGD6	0.737833333333333
RGS16	2.9025
URB1	-0.903
OR4C46	0.260666666666667
TOP3B	-0.246
NFATC4	0.2295
CA14	-4.53575
BMPR1A	0.0528333333333333
SNRP70	-0.57925
PRL	0.130363636363636
C6orf130	-1.332
STAG2	-0.356
CD55	0.162428571428571
RPS23	0.3105
SSX2	-1.75666666666667
FDPSL2A	-0.23975
FBXO27	0.184
SYNGR3	-0.431333333333333
TMSL3	1.426
EML1	-0.286
NUP93	-0.608416666666667
SMAD3	-0.4848
KIAA1189	1.495
HNRPUL2	0.649333333333333
TBC1D12	0.902833333333333
C16orf24	0.63725
MRVI1	2.17266666666667
ZNF581	-0.546333333333333
ELOVL3	0.8855
OR51Q1	0.29
CACNB3	0.683333333333333
GALNT13	0.084625
C10orf84	1.50975
NEDD4	0.644
SPO11	0.021
OR5AU1	1.0325
NEK4	0.239
PRKAR2A	0.0401666666666667
IHPK1	0.0348333333333333
ATP6V0B	0.78775
CACNA1E	0.5905
CEACAM8	0.227333333333333
PEX14	-0.021
FLJ12993	-1.6245
ZBTB38	0.372
PCTK2	0.7235
LRRC16	0.0013
FBLIM1	0.403166666666667
FYCO1	1.81025
RP5-1022P6.2	-0.349916666666667
CMTM1	0.4105
PLTP	0.656
RAPH1	1.009625
DOCK8	1.434625
EZH2	-1.47733333333333
SLC25A1	-0.621666666666667
PLEKHB1	-0.8254
GRB7	3.4548
ZFP37	-0.2835
MRPL33	-0.6235
PELO	-0.15825
ARMC1	0.369363636363636
C9orf27	0.225
FLJ25778	0.389
C9orf37	-1.68183333333333
TMEM66	0.22
SPRN	-0.11375
HBEGF	0.37975
PI4KA	0.0305
LEPRE1	-0.24075
POU2AF1	-0.908125
MRPL12	-0.298166666666667
REP15	0.9485
ZC3H3	0.978
RASAL1	-1.586
DDAH1	-0.128
ACBD5	-0.0785
TMC2	0.3265
CCDC137	-0.3775
SAMD13	1.79983333333333
UGT2B15	-2.3265
TIPARP	0.381
DNASE1L3	0.064
TRIM72	0.376333333333333
DBX2	0.96175
IPO8	0.069
C21orf88	-2.0436
MAP3K14	0.506
LOC51233	0.441833333333333
GGTLA4	-1.1645
PDE6D	0.35
ZNF117	-0.00625000000000001
CLK2	-0.822625
NKRF	-1.1985
TNFSF15	1.0171
DUSP2	-0.4025
SECISBP2	0.5191
GABRR2	0.491
PPAP2C	1.96125
LOC51145	-0.1685
PAG1	0.379375
PIK3C3	-0.024
GNG10	-0.1005
APOL4	0.903833333333333
ANKRD28	-1.007125
STMN3	-1.7838
RAB14	1.1177
CDK2AP2	0.000500000000000003
HDDC3	-0.547375
COMMD7	0.912625
CXXC1	-0.217
HMCN1	-0.259333333333333
CD40	0.50225
DYNC1LI2	0.8894375
GDI1	0.57125
LOC646938	0.064
VSNL1	-1.79016666666667
PIH1D1	-0.395
RAET1G	0.186
KRTAP5-9	-0.0815
EFTUD2	-1.01075
ZNF311	1.18883333333333
ATP6V1G3	0.07775
OR2W3	0.10675
SCN4A	0.52075
MED10	-0.219625
FAM135A	-0.3328
ARHGAP4	-1.3385
EHMT2	-0.183125
UFD1L	-0.63825
ERMP1	0.97725
MAG1	-1.0025
THAP8	-0.289333333333333
HACE1	-0.521166666666667
FAM82C	0.531333333333333
C3orf20	-0.2545
UNC84A	-0.982
SCD5	-0.297153846153846
LASS6	2.40475
LSG1	0.197916666666667
MAL	-5.069
GPR22	0.25
WDR5B	0.776
ACTRT1	0.57
C17orf60	0.545166666666667
GRIN2C	-0.3112
ARMC8	-0.554583333333333
SLC47A1	-2.315
DMPK	1.30875
DHRS13	-0.505666666666667
SMC1A	-0.623833333333333
KRTAP17-1	-0.00475
SMYD5	-0.1585
TUSC2	0.235125
CRHR2	0.4905
KIR3DL2	0.443
CCDC104	-0.1455
ATP2C1	0.798125
CROT	-0.597
PABPC3	-0.377333333333333
EGR1	0.533
THSD1	0.19675
KHK	0.011
SLC12A2	1.2675625
CD58	-0.88025
STOX2	-0.492333333333333
CCDC76	-0.9943
CCDC48	3.56375
DNAH1	0.8635
ZIC4	-0.25075
OR1G1	0.435
PSMC6	-0.0495
PROKR1	0.055
ABCB1	-1.15975
TRAT1	-1.28075
LLGL1	0.198
MTF1	1.5795
USP54	0.671
PAGE2B	-3.259
ITGB7	-3.30175
CCDC81	0.199
LOC149837	-0.05975
SCUBE1	0.3935
ZSCAN10	0.651
HUWE1	0.192785714285714
CDH17	0.603
CD180	1.2455
IL17A	0.11325
TMPO	-1.059375
KIAA1524	-0.5222
HDGFRP3	0.534833333333333
OXCT1	-0.357181818181818
RRAS2	-0.675166666666667
LTBP2	2.8180625
SV2B	0.318
CYP2A6	0.719125
PKD1L2	0.00116666666666667
PPM1M	0.69825
FLJ22662	1.345
ZNF502	-0.30625
GP6	-0.5385
CRYBA2	-0.27375
LEF1	-1.864
CTPS	-1.27928571428571
EYA1	-3.5285
EPS8L1	1.8265
MAPK14	0.0725
SERPINB2	-4.859
GTF2F2	-0.637833333333333
ZNHIT4	0.183
PLA1A	0.667875
C20orf114	4.2555
HPR	-3.5575
C18orf2	-3.513
SATB2	0.019
KCNJ9	-0.201375
MGC157906	1.0125
MOCS3	-0.08975
C17orf71	-0.710166666666667
PPHLN1	-0.2075
HIST1H2BN	-0.308375
RAPGEF1	0.29925
MAP3K8	0.303
DLG4	-0.2415
STC1	-0.358833333333333
CDGAP	2.011
DDX26B	-0.83175
LOC150223	-1.01675
CPSF3	-0.904
TMEM14A	0.58825
MYH3	-1.2025
GPKOW	0.12775
SULT1A1	-0.385833333333333
SPON1	3.3902
YY1AP1	-0.0418333333333334
RAB23	0.32725
PLA2G4A	-3.864
MAPRE3	0.093
ZNF516	0.245857142857143
GGPS1	0.9725
EXOC3L2	-0.3125
C19orf42	0.1893
MAP2K2	0.0601666666666667
HIST1H2BB	0.5195
RNF19B	1.56733333333333
C6orf128	-0.015
TLR8	3.2745
PCDHA9	-0.656
CARS2	0.866
CLUL1	1.70083333333333
RHAG	-3.8885
UNK	0.9885
EXOC8	1.2039
C9orf95	0.554
C14orf143	0.386833333333333
MAML3	-0.0745
LDHA	-1.14675
MRPL20	0.133875
KLHDC6	0.555166666666667
ATP5S	-0.995166666666667
C8orf55	-0.2055
PHF19	-1.725625
KRTAP13-4	0.6655
TTC5	-0.78275
XKR5	-0.48075
SILV	-4.10966666666667
TEX28	-1.1325
TCTN1	0.87075
CX40.1	0.40125
PPP2R5C	-0.11275
C12orf30	-0.992333333333333
CAPG	1.53525
MPZL1	0.44345
ARSB	-0.505166666666667
TDH	-2.4215
WASF4	-0.212
TSSK3	-0.974166666666667
7A5	1.7705
CRISPLD1	-1.23725
MAD1L1	-0.248
SPIN4	0.0251666666666667
AMPD1	0.634
DPYSL5	0.306
INPP1	-0.750833333333333
ANKRD11	-0.499555555555556
NPAS4	-0.240125
GCET2	-0.124
RNASE9	0.524
GUCY2D	0.959
CCDC98	-0.9935
FGF4	-0.093625
CPM	-0.334
SLC26A4	-0.760666666666666
PLD5	0.21775
FAM59A	0.9127
FBXO5	-1.15222222222222
SIPA1L1	-0.200625
DPYS	0.8375
ATG4D	-0.0875
TGM3	2.556
MTCH1	0.546875
HK1	0.382357142857143
CDC26	-0.33575
GALNT12	-3.0965
LOC339229	-0.424
MRPL35	-0.57125
ORC4L	0.51275
TNKS	-0.585142857142857
C2orf24	0.745333333333333
ZNF553	0.152166666666667
GGTLA1	2.8144
ZNF497	0.36525
CDY1B	0.672
SLC30A4	1.200875
TUB	-0.181625
ARHGEF18	0.31025
ARRB1	0.9635
KCNK1	2.7885
EREG	-2.2723
SCAMP5	-0.26425
RUNDC3B	0.39825
ADAMTS20	0.153
IL17RB	-0.121625
FLJ20323	-0.65675
MCAM	0.118875
POLR3E	-1.277
AQR	0.265166666666667
IPMK	-0.0355
CDCA7	-3.495625
CAMP	-0.08125
GRHL3	2.125
ADAMTSL2	1.09166666666667
CLMN	0.963833333333333
SSTR3	0.4875
MAGEA5	-2.5555
OVOL2	3.85275
JMJD1B	0.04075
RBL2	0.0699
PYGO2	1.2995
PPP1R10	0.691
CSE1L	-1.03083333333333
LCA5	1.0095
RDH16	0.02725
ASRGL1	-3.10375
TOM1	0.140833333333333
PTX3	-6.3855
TTC15	0.976
SCGB3A1	1.19516666666667
MRPL50	-0.85
RCAN3	0.410375
SLC26A11	1.025
STYX	-0.0418333333333333
CINP	0.447
MARCH7	0.26125
PFKM	-1.8185
SGMS1	0.845833333333334
RIOK3	0.1259
C1orf110	0.7185
CES7	-0.01475
LOC440248	-1.894
PPP1R12C	-0.09425
C10orf27	0.561
ATG9A	-0.004
MRPS26	0.42825
TMEM40	-0.05475
ELP3	-0.8949
ZNF787	0.474
HIAT1	-0.130625
C8orf34	0.743833333333333
MGC4655	0.5933
PELI1	-0.0858333333333333
PPT1	1.545
SLC35C2	0.0676666666666667
C6orf125	0.0685
MUC4	-1.666
RFC4	-1.49585714285714
GNB2	-0.0681666666666667
NUP50	-0.449571428571429
SULT4A1	-1.49683333333333
C7	0.80625
CCDC130	-0.0323333333333333
ARRDC4	0.94875
RQCD1	-0.13375
GLYCTK	-1.2865
AYTL2	-0.0636363636363636
MTUS1	1.1127
LEMD3	0.150166666666667
PLEKHF2	3.141
HOXA7	-0.114125
GTF3C2	-0.9105
DYNLRB2	2.56075
CNOT10	-0.3275
MR1	-0.183666666666667
FFAR1	-0.0125
PRIC285	0.40275
SLITRK6	1.37525
LIX1	-1.9227
UBE1L2	-0.23275
F8	0.615125
ACHE	0.189666666666667
KPNA5	0.0055
TNFRSF12A	0.228333333333333
EGR3	-1.202
SERPIND1	-3.18633333333333
OASL	3.64
IFRD1	-1.894125
WDFY1	0.0651666666666666
ZNF267	-0.1075
ACCN5	-0.313
ZBTB6	0.2235
PPP1R3A	0.597
PRRT3	0.41825
FBXL19	-0.117
TXNIP	0.250571428571429
ACTN2	1.17325
ATG9B	-0.427875
C9orf117	-0.00349999999999999
IL27	-1.2045
RPL36AL	-0.547
KLK15	-0.0035
CHAD	2.0125
RAP2B	0.1934
HEBP2	0.3525
ZNF342	0.951
CAMK2G	0.306
TLR3	1.91475
FGF14	0.67475
HMGB2	-1.234375
TRPM5	0.0921666666666667
OR5M11	0.39
KIF3B	0.608
PRICKLE2	0.997
MTMR9	0.00362499999999999
C3orf27	-0.2535
GLRA3	-1.8275
NSDHL	-0.0608333333333333
TMEM32	0.4345
POLR2D	-0.8635
MYADML	0.3465
C9orf114	-0.2425
MRGPRX1	0.6645
TOPORS	0.832
CLDN19	-0.5185
C1QL4	0.1485
RNF165	-2.4975
DHRS9	0.20925
DNAH2	-1.84033333333333
FXR1	-0.994166666666667
ZMYM3	-0.953
CASP3	0.85
FAM120C	-0.533
SCLY	-1.38225
CA7	-0.173
ENTPD5	0.334833333333333
ZNF461	0.27575
PDIA5	-0.13475
C1orf19	-0.455666666666667
TMEM67	0.04875
KCTD20	0.45025
WDR47	-0.1425
FLJ38723	0.7725
KLRF1	-0.000666666666666667
TAS2R16	0.4905
CLDN12	-1.0285
PRKCE	0.2975
UBXD4	-0.645
ITGAM	2.92633333333333
GLT8D3	-0.06
WDR31	0.5372
RGS2	-0.5185
OR51L1	0.4095
MST1R	1.135
KIAA1737	0.98975
OR4A5	0.7315
GLIS1	-1.09733333333333
PTMA	0.49
NAPA	1.9195
PRDM11	0.01825
LIPF	0.211
DIRAS3	-0.56425
ASGR2	-3.872
C1QTNF4	0.772
PIK3R4	0.201666666666667
ARMC3	0.84075
NDUFV3	-0.413083333333333
BTBD3	-0.388833333333333
PPP1R2	0.583833333333333
UBE2NL	-0.22275
FOSL2	0.666428571428571
FAM119A	-1.19816666666667
TUBA4A	0.4613
KRTAP12-1	0.25725
SFRS2	-0.15275
RHPN1	0.041
EEF2	-0.128666666666667
ZDHHC11	0.593333333333333
EPHA3	-1.5026
RBM12	0.213
H2AFJ	1.63366666666667
EDIL3	3.0025
KIF26A	-1.3015
SERGEF	0.05775
B3GALT4	3.327
LOC90925	3.1215
OSCAR	0.67825
NPFF	-0.174625
DEDD	1.25025
TMEM155	-0.989714285714286
PTPN1	0.46275
SCYL2	0.598666666666667
SKAP1	2.27525
LEAP2	-2.716
GADD45G	1.877
IFITM3	2.0345
PILRB	-2.30016666666667
SLU7	0.1410625
DSC3	-0.24225
DNMT3L	-1.0715
PAPD5	0.8965
B3GNT3	-2.0505
LHCGR	1.0265
MSL-1	-0.479
UBE2S	-1.121625
SAP130	-0.15475
ANAPC11	0.26525
MAGED4B	-0.6775
ATP6V1B2	0.353
C14orf179	1.136375
CAPZA1	-0.34875
CDYL2	0.921
GLRX3	-1.1425
LOC136288	-1.27375
MOBKL1A	-0.2105
HTR2B	2.153
CRYGD	-0.141166666666667
NUS1	-0.486166666666667
PGRMC1	-0.08
MYOM2	-0.078
FLJ39653	-2.08066666666667
CHM	0.2329
OR5M8	0.5025
ZNF619	0.047
FAM105A	0.30825
CCNL1	-1.164375
NAP1L3	-0.28825
C10orf57	1.9825
B3GALNT1	1.29816666666667
CSN1S2A	0.38
TCP10L	1.96975
GDAP2	-0.34425
DMKN	-2.1315
COX6B1	0.27675
DNASE2	0.687833333333333
MSH5	-2.2465
LGMN	0.566875
USP31	-0.2697
OR13C8	0.6605
SDCBP	0.4631
NUDT11	-2.39033333333333
PYGL	-2.19716666666667
SNPH	-0.0345
B3GNT4	-0.5365
MIZF	-0.9691
NUBPL	-0.250875
NOD1	0.2635
CDH22	0.02725
NUBP1	-0.083
DSCAM	-3.83425
DGKI	0.4625
FAM136A	-0.66775
AKAP1	-1.528
SLC16A6	-1.0985
RIN3	0.6035
PSG2	-0.0265
DIP2B	0.1095
PSORS1C1	2.8089
KIAA0495	-0.1765
FLJ90709	0.132833333333333
LPA	-0.1305
PIGA	-0.468666666666667
LY75	2.0815
UTS2	-5.30716666666667
RREB1	0.44025
GALNACT-2	0.7815
MGC3196	-0.43125
FLJ31568	-0.46525
LPHN1	-0.1565
SP1	0.719
TOX4	0.701666666666667
HSPA9	-0.225
APOBEC1	null
SLC35E4	-0.93575
LSM5	-1.26175
SURF1	0.5015
ZBTB1	0.706333333333334
GTF2F1	0.019625
RPS15A	-0.749357142857143
DUSP21	-0.3288
GINS4	-2.3965
MYO15A	-0.711666666666667
GIMAP7	3.23225
MGC13379	0.548
ATP6V1E2	-1.19966666666667
UTP3	0.11025
HNRPA3	-0.3533125
MT4	-0.598
C14orf155	0.3615
U1SNRNPBP	0.34575
CKLF	-0.679666666666667
PLEKHN1	0.117333333333333
MBNL1	-0.349916666666667
NUP160	-1.45975
ACSM2A	-1.6985
LOC129881	1.124
KIAA1529	0.51725
FLJ22639	-1.95
HAND1	-1.0115
GSX1	0.3765
FGA	-4.212875
SERPINB1	-0.1045
ZNF642	0.753
IGFBP1	-8.076625
SLC1A1	2.064375
DHX57	-0.2285
ZNF766	1.0045
PTPN21	0.7666
GDPD3	-1.57233333333333
PNPLA5	-0.061
TBR1	0.189666666666667
FAM116A	0.225
IQGAP1	0.845375
FOS	-0.351625
ZNF226	-0.1815
FIGNL1	-0.460833333333333
C14orf1	-0.0441666666666667
ZMYND17	0.00800000000000001
PUS7	-1.87366666666667
TUBB6	-0.706375
KCNQ2	-1.22075
MARCH6	0.0700833333333333
CCDC33	0.739
PRODH	2.5135
RBM11	2.00825
EPHA6	0.0542857142857143
SLC43A1	-0.7245
LOC196541	0.5955
NTN1	-0.145181818181818
ING4	0.0265
PCDHB10	1.62475
DPH2	-0.412666666666667
SPACA4	0.679
FBXL21	-3.17
DIAPH1	0.292
ZNF71	1.15683333333333
CEP76	-0.119
CORO1A	-0.55925
RRM2	-0.95275
EDG4	1.00725
OS9	0.334166666666667
SLC4A1AP	0.1205
COG5	-0.37025
COPS8	-0.18325
NGLY1	-0.4495
NCBP2	-0.498625
C17orf42	-0.771
GPSM3	0.55625
SIL1	0.242666666666667
ASB6	-0.42325
SMAD5OS	-0.447833333333333
UNC93A	-3.32457142857143
A1BG	-0.435
C21orf62	0.58375
FMO5	0.6455
ATRIP	0.3925
CEBPG	0.193
C7orf38	-0.551666666666667
TNFRSF1B	0.980833333333333
CLEC1A	1.28
IQSEC1	0.393125
PATZ1	0.8465
RBM22	0.650625
BAG2	-1.84016666666667
PAQR5	-2.8035
C9orf127	-0.629
THNSL1	-3.00675
SHROOM3	2.5225
JAM2	0.68125
SNRPN	-1.81825
ALX4	0.035
CACNA1S	-0.1265
FAM130A1	1.02675
CORIN	2.319
CD300LB	0.524
PLEKHG6	0.4085
LRRC40	-1.27475
PCLKC	-1.01675
PCDHB16	0.940666666666667
WNT2B	-0.314666666666667
ASNS	-2.43488888888889
MRPL49	-0.07725
FLJ46111	0.749
ISG20	1.805875
SMU1	-0.124
CASZ1	1.047
POLR1D	-0.960166666666667
GIN1	-0.4285
SNAG1	0.562666666666667
ANKRD29	-1.0855
CDKN2AIP	-0.0695
KRR1	0.123
CXCL1	-3.2415
EPM2A	-0.5578
PC	-0.566833333333333
DEFB127	0.294
PDZRN4	0.847166666666667
FAH	0.31225
OR51E1	1.6995
CDC2L6	-0.0435
DNTTIP1	-0.40075
PAX8	-0.88525
TMEM116	0.26675
C1orf150	-0.3765
PRO2012	0.73775
MRPL40	-1.04883333333333
BEX1	-3.61455555555555
SLC2A4	-1.55333333333333
PKMYT1	-0.642
FEZF2	-0.402666666666667
SLC26A9	-1.4855
MAP2	0.183416666666667
LYL1	-1.11325
SLC25A19	0.281
NOS3	-0.089
ZNF34	1.4735
TMPRSS11F	-0.5945
FAM43A	-0.30825
FCRL4	0.459833333333333
KLF14	0.113
FLRT2	-1.39583333333333
WRN	-1.8955
SDF2	0.5989
KRT8P12	0.58
C6orf195	-0.5925
C9orf125	-1.7845
DZIP3	-0.052
RIT1	-0.277583333333333
SCML1	-0.801166666666667
RHBDF2	0.1465
OR2G3	1.6835
REXO1L1	-1.7035
MAP3K7IP3	-0.160375
C3orf57	-4.7325
FBXW11	-0.385
ETAA1	-1.13175
C14orf131	-0.6323
AKT1S1	0.28325
SLC12A5	-0.832
C9orf164	1.265
NRIP3	-0.8835
NOS1AP	-0.88875
TMEM121	-0.8035
SAP30BP	1.6509
DGCR6	0.199
WDR76	-0.764
FAM82B	0.16075
LOC606495	0.2925
MAP9	2.637
BCDIN3D	0.556
CXorf36	2.67066666666667
DSCR3	-0.4352
ZFAND3	0.599
C7orf43	0.128333333333333
SPSB3	0.4207
C19orf19	0.34625
FAM133A	-3.37657142857143
C12orf25	-0.11475
SLC39A3	-0.23475
DISP2	0.15
PI4KAP2	-0.561
MKRN3	-2.00483333333333
ADAMTS13	-0.928375
CBLN3	0.3166
TTYH1	-1.5895
C3orf18	0.38975
FLJ13236	-2.063
ZMYND12	2.50925
C18orf25	0.276625
GLB1L3	-0.7575
ATP13A5	0.828
RANBP10	0.6365
CD96	-0.9294
DENND1C	-0.10125
RBMS3	0.1211
SLC41A3	0.2505
DGCR6L	0.12175
TMEM128	0.0715
CSNK1G3	0.511928571428571
MOBKL2C	1.094375
TSPAN6	-0.85575
MATN2	0.3928
MSL2L1	0.0763333333333333
ST6GALNAC2	1.478
FGFBP2	-0.960625
FGL1	-6.79316666666667
MPP3	0.354833333333333
ARHGEF6	-0.0113333333333333
TGFBR2	0.3255
ACMSD	3.577
IL33	1.121
C9orf5	-0.0271666666666667
DEAF1	-0.2682
AMN	0.134
DEFA6	-0.16375
RNF212	-1.327
METT5D1	-0.113833333333333
CIB1	0.1817
TSSK1B	0.21725
KIAA1727	2.2115
ZNF680	-0.236416666666667
LOC399900	-1.709
LOC152217	-0.351916666666667
CTNNAL1	-2.7465
CIT	-1.62841666666667
TLE6	0.37425
ZNF607	0.19975
HERC4	-1.01333333333333
DRAP1	-0.1971
PEMT	-0.51025
C10orf111	-0.86
ZNF575	0.727125
KCTD7	-0.463
MYO1F	0.681
LOC285382	1.01375
RAB11A	1.2387
PLCD3	-1.1915
C15orf28	0.2235
PTBP2	-1.2895
CTB-1048E9.5	-0.329375
C19orf60	-0.347833333333333
C7orf25	0.311666666666667
SETD7	1.46975
HOXB9	-3.34
VANGL1	-0.1795
CHAF1B	-1.8835
NDUFA3	-0.23225
KIAA1328	-0.139333333333333
SHARPIN	0.654625
TTC23	-0.637
UGP2	0.185416666666667
ANKIB1	0.1238
CIRBP	0.49
SEC14L4	-3.33566666666667
OVCH1	-0.123333333333333
VPS52	0.531
FAT	-0.098875
M6PRBP1	0.047
GPRIN3	0.566
PPM1F	-0.541333333333333
TSR1	-1.00625
CCDC85A	2.24075
PCSK5	1.4385
ZFHX3	1.2005
HEMK1	-0.5135
PGBD2	-0.1585
RSRC2	0.0838333333333333
AURKC	-0.5975
SCRIB	-0.00524999999999999
ORM2	-4.31316666666667
FAM115A	-0.0985
FZD6	-0.334875
UNC119	-0.173833333333333
GPX3	-0.1311
NOV	-0.99875
CABC1	-0.808
CDC42SE2	-0.3114375
EIF2S2	-0.0366
RNF130	0.2235
CKAP5	-0.485333333333333
RP11-413M3.2	0.475
C10orf18	-0.1315
TMEM93	-0.731
DYX1C1	1.43925
KCNMB2	-2.040625
ANK3	2.06066666666667
KRT5	-1.3893
CDH12	-1.113625
QRSL1	0.039625
JUB	-0.693
SHC4	-1.2435
CCL15	1.05783333333333
CCDC22	0.10425
SNX24	-0.17875
RARS	-0.24425
MORC2	-0.511875
FAM48A	-0.27675
MT1H	1.2955
PPP1R14C	-1.88266666666667
FOXD1	-0.713857142857143
C1orf213	-2.90625
AMT	-2.0526
DSN1	-0.82275
PTPLAD2	2.287
DIS3L	0.04775
RASL11A	-0.59525
GPRC5B	-0.5625
FRMD7	0.347
STRN4	0.552
KITLG	2.08868181818182
HDGF	-0.6615
OR1S1	0.3155
SETX	0.1959
DDR2	0.1015
KCTD12	1.70125
LYZL2	-0.889
WDR52	0.731
TMEM2	0.8485
ZNF579	0.286166666666667
LOC200810	-0.37025
TNFSF9	-2.03675
PPFIA4	-3.16175
CNIH3	0.805333333333333
MAP4K4	-0.904285714285714
ROD1	0.364642857142857
ALS2CR12	-0.460833333333333
DOCK3	-1.47066666666667
PAQR9	-4.20975
ASB17	0.738666666666667
STX16	-1.418875
FEZ2	0.570166666666667
DLAT	-0.719833333333333
KIF21B	-1.15583333333333
CDC5L	-0.305
TMEM119	2.22016666666667
CRIP3	-2.29025
TPSD1	0.657333333333333
TEPP	-0.04775
GNGT2	1.208
C21orf121	-0.17825
WNK1	-0.357833333333333
FLJ10490	0.6382
OR51B5	-1.898
LOC203547	-0.816
HAS1	0.1375
PPA1	-0.111166666666667
ST7	-0.010875
C11orf46	0.4316
POPDC3	-3.41566666666667
ACOX2	0.12
ATCAY	-0.2475
TM4SF19	0.66475
MFSD9	-0.231333333333333
PDHB	-0.402
ERN1	-0.2715
LCE3C	0.1495
GPR111	-0.873
NOTCH3	1.8705
ADAMTS5	2.4515
B3GALT1	-1.22275
UGCGL1	-0.106333333333333
FAM58A	0.256333333333333
FBXO32	2.084
CLPP	-0.199
NXPH1	4.539
MTMR3	0.518166666666667
ATP1B3	-0.6305
TMEM16A	3.795
HIST1H3F	0.557666666666667
TRIM25	0.612833333333333
SDCBP2	0.292
CRKL	-0.65875
HOXB2	1.44683333333333
ANP32B	-0.692625
GATM	1.3685
AP4E1	-0.024
EDG5	0.1355
CDKN3	-1.23583333333333
CDH4	-1.65075
PGD	-0.16
RND1	1.5355
GAD1	-1.2849
MPG	-0.575625
LOC440350	-0.002
ZNF133	-0.26
SERPINB12	0.5735
AMELY	0.219166666666667
DHX36	-0.407
TNFAIP8L2	2.95783333333333
PHTF2	-0.299611111111111
CCDC112	-0.380666666666667
IQCC	-0.53125
HEYL	2.89883333333333
FTSJ2	-0.301166666666667
APPL1	1.028875
RAB43	0.7005
OR10G2	0.08
WAC	-0.263
ADCY9	-0.162375
RUNDC2B	0.101666666666667
PYCRL	0.7684
AGPAT7	-0.957333333333333
SLC22A9	-1.8012
CDKAL1	-0.0115
PDYN	-0.5508
C20orf74	-0.75725
MTMR11	0.829
VAV3	3.39925
DAPL1	-1.62625
STXBP3	-0.14575
EIF3G	-0.42175
ARHGAP22	-1.102
NPFFR1	0.569
NPC1	-0.407833333333333
ALDH9A1	0.542166666666667
ZNF600	0.748125
ZNF678	0.328333333333333
RASSF1	0.17475
ADD2	-3.16175
PITPNB	-0.306
PKD2L2	0.211625
LRP11	0.07325
CDKL1	0.30825
SMEK2	0.53575
PRODH2	-3.062
C11orf54	-1.0615
SFRS11	-1.05183333333333
IL7	1.30766666666667
ALS2CR16	1.13175
BTG3	-0.7285
PAK2	0.512777777777778
RP11-679B17.1	-0.46525
GATA4	-1.68683333333333
ATP2B1	-0.065
LOC130940	0.243
C1orf172	1.89033333333333
ATF7IP2	-1.8125
SLC25A43	0.141
CENTG3	-0.12
IGF2BP1	-3.858
FCHSD1	0.29
CAMK2N2	0.839833333333333
ELAVL3	-0.0704444444444444
NBPF15	-0.2815
UBE2J2	0.180916666666667
GNL2	-0.4185
PRR3	-0.0894999999999999
NLF2	0.79125
OR4F6	-0.00750000000000001
KLHL24	0.787333333333333
CCDC88A	-1.5458
SGPP1	-0.280666666666667
C10orf11	-0.2345
SLC35B4	-1.31633333333333
UGT3A2	-1.6345
ARNT2	3.1514
CBR1	-1.881875
ITPR3	-0.364666666666667
TRAPPC6B	-0.0336
AMZ1	0.4795
ARP11	-0.03075
WDSUB1	0.43225
APBA1	0.255833333333333
RAB2A	0.9288
C6orf162	-0.328625
HPSE2	0.65375
PLCE1	-1.27625
INSL3	0.40225
DLG1	0.2102
PTPLA	-3.5235
PIGX	0.05675
TFIP11	0.0491666666666667
FIBIN	3.159
POLR2G	-0.15075
GRAP2	-1.8382
DNAJB8	0.055
CNBP	0.0403333333333333
WASF1	-1.486
INPP5E	-1.0264
HSPB1	0.8534375
TMEM167	0.3056
CUBN	-0.079
IGF1	1.6341875
ITPK1	0.3986
NAALAD2	-1.684625
G3BP1	0.1704
NT5DC1	0.04325
CYP39A1	-1.0935
TMEM139	-0.933
POLK	-0.3536
GLULD1	-1.95375
RBM15	-1.13033333333333
AMZ2	0.12725
GDF15	-2.14833333333333
MESDC2	-0.16525
INCA	0.677833333333333
ACY1L2	-3.319
GZMM	-0.711333333333333
PAIP1	0.344
CACNA2D1	-0.111
STK32C	-0.0628333333333333
SH3BP4	1.86633333333333
DEC1	0.593
PADI1	-0.6895
UBB	0.289
PON3	0.492166666666667
PROP1	0.731
ANKRD13B	-1.069
ADCK1	0.358
TCF25	0.521916666666667
SLC38A5	-1.71125
CXorf26	0.317666666666667
C19orf39	0.7055
PPP1R13B	0.311
ARL2	-0.8135
TCL6	0.236333333333333
TOP3A	-1.0485
SLC16A14	0.603625
FXYD6	1.0335
HIST1H4E	-0.57275
BBC3	0.717842105263158
UNC5A	-0.126
FAM86C	-0.3877
PI4KB	0.792625
B3GAT1	-3.2245
SUSD2	1.15633333333333
OAZ2	0.139
NOC4L	0.138
C10orf12	0.362
FADS1	-3.39516666666667
LOC144097	-0.51
DKK2	0.93
KIAA1949	0.4345
RHOT1	-0.0685
OXT	1.22866666666667
GPR153	0.5915
ARL4A	-1.3135
SAAL1	-1.37175
CCDC64	-0.176
USE1	-0.281333333333333
HNMT	0.863833333333333
PCGF3	0.52675
CYP2C19	0.1435
C20orf4	0.4365
CCDC11	1.20025
ACSBG2	-0.192
RWDD2A	1.182
PALLD	2.28275
CPLX4	0.047
LOC492311	1.0095
KPNA2	-0.714833333333333
MACROD1	0.1354
TMCO3	1.0945
