Hybridization REF	TCGA-A1-A0SJ-01A-11R-A084-07
RY1	-0.406666666666667
ATAD2B	0.1635
ARHGAP17	0.0097
KCNIP3	-0.507
SFPQ	0.041625
GFRA4	0.494833333333333
AKR1B10	0.27075
TIGD6	1.5355
RGS16	0.743
URB1	-0.290333333333333
OR4C46	-0.224
TOP3B	-0.746
NFATC4	-0.0925
CA14	-4.89025
BMPR1A	0.181166666666667
SNRP70	-1.162875
PRL	-0.01675
C6orf130	-0.562
STAG2	0.68375
CD55	-0.919285714285714
RPS23	0.1675
SSX2	-1.2405
FDPSL2A	-0.407
FBXO27	-0.097
SYNGR3	-0.365
TMSL3	1.47775
EML1	-0.847
NUP93	-0.583333333333333
SMAD3	0.3775
KIAA1189	0.873166666666667
HNRPUL2	0.668833333333333
TBC1D12	0.588
C16orf24	0.367
MRVI1	0.963166666666667
ZNF581	-0.0793333333333334
ELOVL3	-0.3685
OR51Q1	0.1065
CACNB3	0.0601666666666667
GALNT13	-0.61775
C10orf84	0.67525
NEDD4	0.3856
SPO11	0.7175
OR5AU1	0.663
NEK4	0.180857142857143
PRKAR2A	-0.0126666666666667
IHPK1	-0.279333333333333
ATP6V0B	0.87
CACNA1E	1.072
CEACAM8	0.183
PEX14	0.087
FLJ12993	3.986
ZBTB38	0.00558333333333332
PCTK2	0.165166666666667
LRRC16	-0.7684
FBLIM1	0.604583333333333
FYCO1	1.1015
RP5-1022P6.2	-0.540916666666667
CMTM1	0.120333333333333
PLTP	0.249
RAPH1	1.764
DOCK8	0.130875
EZH2	-2.13653333333333
SLC25A1	-0.499833333333333
PLEKHB1	0.3835
GRB7	1.7061
ZFP37	-0.553
MRPL33	-0.67925
PELO	-0.03475
ARMC1	0.665181818181818
C9orf27	0.00428571428571429
FLJ25778	0.1155
C9orf37	-2.1185
TMEM66	2.02675
SPRN	0.17
HBEGF	0.71925
PI4KA	-0.0025
LEPRE1	-0.71125
POU2AF1	-1.527
MRPL12	-0.570666666666667
REP15	-0.769
ZC3H3	0.537
RASAL1	-1.884
DDAH1	1.577375
ACBD5	1.65375
TMC2	0.453
CCDC137	-1.09375
SAMD13	-0.928
UGT2B15	-1.53166666666667
TIPARP	0.21275
DNASE1L3	2.009
TRIM72	0.516333333333333
DBX2	1.3545
IPO8	-1.219
C21orf88	-1.1225
MAP3K14	-0.45375
LOC51233	0.5565
GGTLA4	-0.85975
PDE6D	0.12925
ZNF117	0.87975
CLK2	-1.094375
NKRF	-0.57
TNFSF15	0.1753
DUSP2	-0.4155
SECISBP2	-0.419
GABRR2	-0.2255
PPAP2C	1.53175
LOC51145	-0.155
PAG1	0.395
PIK3C3	-0.3575
GNG10	0.557
APOL4	0.114
ANKRD28	0.058375
STMN3	2.5386
RAB14	0.557
CDK2AP2	-0.6745
HDDC3	0.345125
COMMD7	0.399875
CXXC1	-0.74075
HMCN1	-0.527
CD40	0.06825
DYNC1LI2	0.403875
GDI1	1.06175
LOC646938	-0.46875
VSNL1	-2.96966666666667
PIH1D1	-0.133666666666667
RAET1G	-0.9365
KRTAP5-9	0.114
EFTUD2	-0.277
ZNF311	0.239666666666667
ATP6V1G3	0.28075
OR2W3	-0.09775
SCN4A	0.72475
MED10	0.011125
FAM135A	0.4818
ARHGAP4	-1.993
EHMT2	-1.069125
UFD1L	-0.523
ERMP1	0.433
MAG1	0.2685
THAP8	0.707
HACE1	0.32
FAM82C	0.7065
C3orf20	0.236
UNC84A	0.127166666666667
SCD5	1.58678571428571
LASS6	1.4385
LSG1	-0.121583333333333
MAL	-4.8635
GPR22	0.655
WDR5B	0.94725
ACTRT1	0.753
C17orf60	-0.847666666666667
GRIN2C	0.2716
ARMC8	-0.303666666666667
SLC47A1	-1.39716666666667
DMPK	-0.27375
DHRS13	0.627166666666667
SMC1A	0.136166666666667
KRTAP17-1	0.42825
SMYD5	-0.48575
TUSC2	0.379
CRHR2	0.333
KIR3DL2	-1.4935
CCDC104	0.4365
ATP2C1	0.510375
CROT	0.05075
PABPC3	-0.955166666666667
EGR1	0.913166666666667
THSD1	0.37975
KHK	-0.51775
SLC12A2	2.3269375
CD58	-1.405
STOX2	0.5465
CCDC76	-0.8803
CCDC48	2.2775
DNAH1	-0.583833333333333
ZIC4	-0.254
OR1G1	0.1345
PSMC6	-0.323833333333333
PROKR1	-0.044
ABCB1	0.02325
TRAT1	-0.7445
LLGL1	0.278
MTF1	1.14125
USP54	-0.11075
PAGE2B	-2.135
ITGB7	-3.6985
CCDC81	0.089
LOC149837	0.28775
SCUBE1	0.481
ZSCAN10	0.9105
HUWE1	-0.0364285714285714
CDH17	-0.308
CD180	-0.09225
IL17A	-0.06625
TMPO	-1.284
KIAA1524	-1.72716666666667
HDGFRP3	0.1935
OXCT1	0.00472727272727274
RRAS2	-0.0531666666666667
LTBP2	2.8936875
SV2B	2.02266666666667
CYP2A6	1.78
PKD1L2	-0.167
PPM1M	0.37575
FLJ22662	1.60316666666667
ZNF502	1.914
GP6	-0.9315
CRYBA2	-1.25775
LEF1	-2.2549
CTPS	-2.82514285714286
EYA1	-2.946
EPS8L1	1.85425
MAPK14	-0.6375
SERPINB2	-4.8185
GTF2F2	-0.5275
ZNHIT4	-0.577
PLA1A	1.072125
C20orf114	4.77375
HPR	-4.0755
C18orf2	-3.24833333333333
SATB2	1.02125
KCNJ9	0.05
MGC157906	0.341
MOCS3	1.6405
C17orf71	-0.1245
PPHLN1	-0.3522
HIST1H2BN	-1.521125
RAPGEF1	-1.020125
MAP3K8	0.5765
DLG4	0.498
STC1	3.21633333333333
CDGAP	1.43125
DDX26B	-1.69225
LOC150223	-0.493
CPSF3	-0.78
TMEM14A	0.08425
MYH3	-2.1295
GPKOW	0.3175
SULT1A1	-0.00583333333333332
SPON1	3.6068
YY1AP1	-0.206
RAB23	-0.0415
PLA2G4A	-4.16925
MAPRE3	0.0435
ZNF516	0.728357142857143
GGPS1	0.7675
EXOC3L2	-0.415875
C19orf42	-0.523
MAP2K2	-0.781166666666667
HIST1H2BB	-1.37875
RNF19B	1.23216666666667
C6orf128	-0.527333333333333
TLR8	2.60625
PCDHA9	0.4375
CARS2	-0.376125
CLUL1	0.828
RHAG	-3.95483333333333
UNK	-0.741
EXOC8	0.9656
C9orf95	1.01275
C14orf143	0.428833333333333
MAML3	0.124375
LDHA	-2.104
MRPL20	0.097125
KLHDC6	-0.176333333333333
ATP5S	-0.781
C8orf55	0.97275
PHF19	-2.477375
KRTAP13-4	0.6105
TTC5	0.21875
XKR5	-0.29175
SILV	-4.59716666666667
TEX28	0.0175
TCTN1	1.2985
CX40.1	0.20425
PPP2R5C	-0.213125
C12orf30	-1.26866666666667
CAPG	1.82925
MPZL1	0.57195
ARSB	-0.962666666666667
TDH	-1.886
WASF4	1.0545
TSSK3	-0.392833333333333
7A5	1.408
CRISPLD1	1.379125
MAD1L1	-0.549333333333333
SPIN4	0.0485
AMPD1	0.89325
DPYSL5	-0.2905
INPP1	1.00566666666667
ANKRD11	-0.776277777777778
NPAS4	0.0405
GCET2	0.5006
RNASE9	0.2685
GUCY2D	0.193833333333333
CCDC98	0.347
FGF4	-0.53575
CPM	1.34566666666667
SLC26A4	-1.07583333333333
PLD5	0.32
FAM59A	0.617
FBXO5	-1.33455555555556
SIPA1L1	-0.266625
DPYS	1.30625
ATG4D	-0.3525
TGM3	1.0825
MTCH1	-0.357875
HK1	-0.0997142857142857
CDC26	-0.6815
GALNT12	-1.95533333333333
LOC339229	-0.0195
MRPL35	-1.29325
ORC4L	0.229
TNKS	0.401785714285714
C2orf24	0.414
ZNF553	0.521833333333333
GGTLA1	3.5976
ZNF497	0.0205
CDY1B	0.7725
SLC30A4	0.868
TUB	-0.909125
ARHGEF18	-0.64175
ARRB1	3.27725
KCNK1	-1.534125
EREG	-2.6328
SCAMP5	0.3905
RUNDC3B	2.93975
ADAMTS20	0.3255
IL17RB	2.508
FLJ20323	-1.063
MCAM	0.42375
POLR3E	-1.86025
AQR	0.329833333333333
IPMK	0.955
CDCA7	-3.573125
CAMP	4.21225
GRHL3	2.00875
ADAMTSL2	0.952
CLMN	1.79483333333333
SSTR3	0.452
MAGEA5	-2.19383333333333
OVOL2	3.597
JMJD1B	0.79775
RBL2	1.0213
PYGO2	0.36025
PPP1R10	1.1055
CSE1L	-0.133333333333333
LCA5	1.81525
RDH16	-0.16475
ASRGL1	-1.6705
TOM1	-0.629166666666667
PTX3	-0.84725
TTC15	0.362
SCGB3A1	1.22233333333333
MRPL50	-1.32325
RCAN3	0.582375
SLC26A11	1.8985
STYX	-0.244833333333333
CINP	-0.35
MARCH7	-0.07325
PFKM	-1.26983333333333
SGMS1	0.614833333333333
RIOK3	0.0615
C1orf110	0.423
CES7	-0.24375
LOC440248	-2.47625
PPP1R12C	-0.39175
C10orf27	0.925
ATG9A	-0.6085
MRPS26	0.720625
TMEM40	0.6815
ELP3	0.0189
ZNF787	0.387
HIAT1	0.665875
C8orf34	0.799
MGC4655	0.4204
PELI1	0.353833333333333
PPT1	0.4002
SLC35C2	-0.173166666666667
C6orf125	-1.1685
MUC4	-1.74583333333333
RFC4	-2.31528571428571
GNB2	0.2055
NUP50	-0.344
SULT4A1	-0.811
C7	4.948625
CCDC130	-0.643
ARRDC4	0.35225
RQCD1	-0.4125
GLYCTK	-1.5205
AYTL2	0.163090909090909
MTUS1	1.8268
LEMD3	1.79683333333333
PLEKHF2	1.761
HOXA7	1.438
GTF3C2	-1.315
DYNLRB2	3.91525
CNOT10	-0.45975
MR1	-0.0903333333333333
FFAR1	-0.09875
PRIC285	0.142
SLITRK6	3.4765
LIX1	-2.0804
UBE1L2	-0.0990833333333333
F8	2.118625
ACHE	0.151
KPNA5	1.1525
TNFRSF12A	-0.598833333333333
EGR3	2.178
SERPIND1	-3.2995
OASL	1.251
IFRD1	-2.36675
WDFY1	0.0845
ZNF267	0.381125
ACCN5	-0.4445
ZBTB6	-0.569
PPP1R3A	0.0795
PRRT3	2.23825
FBXL19	-0.0445
TXNIP	1.6685
ACTN2	-1.52225
ATG9B	-0.514125
C9orf117	-0.17575
IL27	-2.5305
RPL36AL	-0.494333333333333
KLK15	-0.00525
CHAD	2.7415
RAP2B	-0.6177
HEBP2	1.45025
ZNF342	0.0885
CAMK2G	-0.504166666666667
TLR3	1.07325
FGF14	0.83675
HMGB2	-0.418625
TRPM5	0.242166666666667
OR5M11	0.56
KIF3B	0.543578947368421
PRICKLE2	0.47025
MTMR9	0.53825
C3orf27	0.13175
GLRA3	5.71716666666667
NSDHL	0.130833333333333
TMEM32	-0.06575
POLR2D	-0.875916666666667
MYADML	0.137
C9orf114	-1.34975
MRGPRX1	-0.333
TOPORS	0.36
CLDN19	0.4405
C1QL4	-0.017
RNF165	-1.292
DHRS9	-0.42225
DNAH2	-0.5485
FXR1	-1.13816666666667
ZMYM3	-1.10875
CASP3	0.803166666666667
FAM120C	-0.73525
SCLY	-1.81525
CA7	0.0885
ENTPD5	0.0633333333333333
ZNF461	0.58675
PDIA5	-0.52825
C1orf19	-0.940666666666667
TMEM67	0.4185
KCTD20	-0.72525
WDR47	1.1355
FLJ38723	0.337
KLRF1	0.192
TAS2R16	0.576
CLDN12	-0.068
PRKCE	0.45275
UBXD4	-0.15075
ITGAM	1.83016666666667
GLT8D3	-0.661
WDR31	-0.3275
RGS2	1.7765
OR51L1	0.979
MST1R	0.3
KIAA1737	0.3595
OR4A5	0
GLIS1	-1.37383333333333
PTMA	0.209928571428571
NAPA	0.644
PRDM11	0.0805
LIPF	-0.439
DIRAS3	1.84375
ASGR2	-4.169375
C1QTNF4	1.0245
PIK3R4	0.256666666666667
ARMC3	-0.05425
NDUFV3	-0.300583333333333
BTBD3	0.0955
PPP1R2	1.10316666666667
UBE2NL	-0.25225
FOSL2	1.32092857142857
FAM119A	-0.877166666666667
TUBA4A	-1.2506
KRTAP12-1	0.22325
SFRS2	-0.79375
RHPN1	-0.5269
EEF2	-0.787166666666667
ZDHHC11	-0.700166666666667
EPHA3	-1.0874
RBM12	-0.08975
H2AFJ	1.3615
EDIL3	3.387
KIF26A	-1.3115
SERGEF	0.273
B3GALT4	2.81825
LOC90925	1.64166666666667
OSCAR	-0.568625
NPFF	-1.549
DEDD	0.355125
TMEM155	-0.9635
PTPN1	0.8155
SCYL2	-0.3245
SKAP1	2.4575
LEAP2	-2.80933333333333
GADD45G	1.2963
IFITM3	0.673875
PILRB	-2.419
SLU7	0.7554375
DSC3	2.295
DNMT3L	-1.12825
PAPD5	1.719125
B3GNT3	-1.46833333333333
LHCGR	-0.3915
MSL-1	0.1405
UBE2S	-1.10925
SAP130	-0.68475
ANAPC11	0.4015
MAGED4B	-2.624
ATP6V1B2	0.444
C14orf179	1.17275
CAPZA1	-0.035375
CDYL2	0.835333333333333
GLRX3	-0.106833333333333
LOC136288	0.0995
MOBKL1A	0.527
HTR2B	2.44675
CRYGD	0.169166666666667
NUS1	-0.2465
PGRMC1	1.223
MYOM2	1.9505
FLJ39653	-1.36
CHM	0.471
OR5M8	0.9545
ZNF619	0.1875
FAM105A	3.292
CCNL1	-1.705125
NAP1L3	0.72975
C10orf57	1.49
B3GALNT1	1.90583333333333
CSN1S2A	-0.1855
TCP10L	-0.879
GDAP2	0.052875
DMKN	-0.562166666666667
COX6B1	0.1695
DNASE2	0.377
MSH5	-2.50525
LGMN	-0.175625
USP31	-0.0225
OR13C8	1.262
SDCBP	0.4096
NUDT11	-0.212333333333333
PYGL	-1.6385
SNPH	-0.396333333333333
B3GNT4	-1.4195
MIZF	-0.8955
NUBPL	0.0645
NOD1	-0.728833333333333
CDH22	1.70375
NUBP1	0.1625
DSCAM	-3.5945
DGKI	-0.0415
FAM136A	-1.32425
AKAP1	0.0966666666666667
SLC16A6	2.514
RIN3	0.32875
PSG2	1.813
DIP2B	-0.5695
PSORS1C1	-0.3376
KIAA0495	-0.2795
FLJ90709	-0.598
LPA	-0.318166666666667
PIGA	0.4525
LY75	1.19683333333333
UTS2	-6.27333333333333
RREB1	-0.13125
GALNACT-2	0.5303
MGC3196	-0.342
FLJ31568	1.1535
LPHN1	-0.985
SP1	-0.442375
TOX4	0.270333333333333
HSPA9	0.3706
APOBEC1	0.063
SLC35E4	-1.719
LSM5	-1.08575
SURF1	0.568
ZBTB1	0.582583333333333
GTF2F1	-0.4535
RPS15A	-0.338785714285714
DUSP21	-0.623666666666667
GINS4	-2.791
MYO15A	0.525833333333333
GIMAP7	4.156
MGC13379	0.0585
ATP6V1E2	-0.343
UTP3	-0.00125
HNRPA3	-0.37625
MT4	-0.233
C14orf155	0.16925
U1SNRNPBP	0.13475
CKLF	-0.131833333333333
PLEKHN1	-0.0131666666666667
MBNL1	0.04625
NUP160	-1.2285
ACSM2A	-1.331
LOC129881	-1.364
KIAA1529	-1.27625
FLJ22639	-2.25075
HAND1	-1.209
GSX1	0.5815
FGA	-3.93426666666667
SERPINB1	0.29925
ZNF642	1.20025
IGFBP1	-7.929625
SLC1A1	2.421375
DHX57	-0.23625
ZNF766	0.9
PTPN21	-0.3842
GDPD3	2.901
PNPLA5	0.0475
TBR1	-0.0831666666666667
FAM116A	0.374
IQGAP1	0.951625
FOS	2.094125
ZNF226	0.42675
FIGNL1	-0.631166666666667
C14orf1	-0.025
ZMYND17	-0.7475
PUS7	-0.885333333333333
TUBB6	-1.01375
KCNQ2	-1.22425
MARCH6	0.662583333333333
CCDC33	0.498
PRODH	-1.64325
RBM11	2.8085
EPHA6	0.373571428571429
SLC43A1	-1.336
LOC196541	0.658125
NTN1	1.352
ING4	0.531
PCDHB10	1.515
DPH2	-1.01766666666667
SPACA4	0.31875
FBXL21	-3.94
DIAPH1	-0.633
ZNF71	0.827333333333333
CEP76	-0.8085
CORO1A	-0.9445
RRM2	-1.5965
EDG4	0.41125
OS9	0.048
SLC4A1AP	-0.17025
COG5	-1.008
COPS8	0.14625
NGLY1	-1.05375
NCBP2	-0.65275
C17orf42	-0.4525
GPSM3	0.301
SIL1	0.7175
ASB6	-1.29325
SMAD5OS	0.346666666666667
UNC93A	-3.093625
A1BG	0.75
C21orf62	0.61525
FMO5	-1.62291666666667
ATRIP	0.2965
CEBPG	0.121833333333333
C7orf38	0.567666666666667
TNFRSF1B	0.719833333333333
CLEC1A	2.2755
IQSEC1	0.360875
PATZ1	0.8786
RBM22	1.128625
BAG2	-1.94233333333333
PAQR5	-3.27783333333333
C9orf127	0.4656
THNSL1	0.799
SHROOM3	3.1172
JAM2	1.31075
SNRPN	-2.371
ALX4	0.2055
CACNA1S	0.0745
FAM130A1	0.404
CORIN	1.7745
CD300LB	0.5645
PLEKHG6	0.61
LRRC40	-0.65375
PCLKC	-1.49025
PCDHB16	1.32616666666667
WNT2B	0.144833333333333
ASNS	-1.42522222222222
MRPL49	0.069625
FLJ46111	0.5595
ISG20	0.327375
SMU1	-0.163166666666667
CASZ1	0.1825
POLR1D	-0.127
GIN1	-0.24175
SNAG1	0.918166666666667
ANKRD29	0.2555
CDKN2AIP	0.451
KRR1	1.1535
CXCL1	-3.58516666666667
EPM2A	0.4629
PC	-0.229333333333333
DEFB127	-0.7775
PDZRN4	1.42466666666667
FAH	0.5085
OR51E1	1.8135
CDC2L6	0.348833333333333
DNTTIP1	0.5585
PAX8	-0.5885
TMEM116	-1.067
C1orf150	-0.2675
PRO2012	0.46225
MRPL40	-0.6945
BEX1	-0.4358
SLC2A4	0.373166666666667
PKMYT1	-1.06075
FEZF2	-0.619
SLC26A9	-1.48775
MAP2	0.373083333333333
LYL1	-1.51
SLC25A19	-1.15266666666667
NOS3	0.0325
ZNF34	1.57033333333333
TMPRSS11F	0.408333333333333
FAM43A	-0.548
FCRL4	0.19
KLF14	0.0625
FLRT2	-0.517333333333333
WRN	-0.7985
SDF2	1.1791
KRT8P12	0.45275
C6orf195	-0.3625
C9orf125	-1.23583333333333
DZIP3	-0.6355
RIT1	-0.189416666666667
SCML1	-0.744166666666667
RHBDF2	0.2205
OR2G3	0.3185
REXO1L1	0.116
MAP3K7IP3	-0.231375
C3orf57	-3.3265
FBXW11	-0.678833333333333
ETAA1	-0.412
C14orf131	-0.6315
AKT1S1	-0.203
SLC12A5	0.218125
C9orf164	0.32575
NRIP3	-1.36625
NOS1AP	-0.62675
TMEM121	0.5485
SAP30BP	-0.0917
DGCR6	0.797
WDR76	-2.18125
FAM82B	-0.3915
LOC606495	-0.686
MAP9	2.62416666666667
BCDIN3D	0.9045
CXorf36	3.55
DSCR3	-0.524
ZFAND3	0.05975
C7orf43	0.306833333333333
SPSB3	0.5978
C19orf19	0.342
FAM133A	-2.359625
C12orf25	0.5275
SLC39A3	-1.101875
DISP2	-1.25
PI4KAP2	-1.454
MKRN3	-2.58383333333333
ADAMTS13	-0.546625
CBLN3	0.5442
TTYH1	-1.23833333333333
C3orf18	0.1825
FLJ13236	-2.47575
ZMYND12	3.4435
C18orf25	0.475125
GLB1L3	-1.0225
ATP13A5	1.181
RANBP10	0.2565
CD96	-1.0942
DENND1C	-0.58075
RBMS3	1.7134
SLC41A3	0.820666666666667
DGCR6L	0.7165
TMEM128	1.0365
CSNK1G3	0.290142857142857
MOBKL2C	1.435375
TSPAN6	1.13275
MATN2	-0.0229
MSL2L1	-0.435
ST6GALNAC2	0.583666666666667
FGFBP2	1.30475
FGL1	-5.76966666666667
MPP3	-1.463
ARHGEF6	2.16066666666667
TGFBR2	0.952
ACMSD	0.7115
IL33	3.72825
C9orf5	0.0841666666666667
DEAF1	-0.0889
AMN	0.7465
DEFA6	0.021
RNF212	-1.17125
METT5D1	0.250333333333333
CIB1	0.2138
TSSK1B	-0.19875
KIAA1727	1.0155
ZNF680	1.36258333333333
LOC399900	-1.7185
LOC152217	-0.513583333333333
CTNNAL1	-2.491
CIT	-1.73391666666667
TLE6	0.58575
ZNF607	-0.3455
HERC4	-1.43433333333333
DRAP1	-0.7483
PEMT	-0.11875
C10orf111	-0.4985
ZNF575	0.648625
KCTD7	0.345
MYO1F	-0.369875
LOC285382	1.96475
RAB11A	0.8816
PLCD3	-0.0925
C15orf28	0.08975
PTBP2	-0.94425
CTB-1048E9.5	-0.698875
C19orf60	-0.239333333333333
C7orf25	0.421833333333333
SETD7	1.025625
HOXB9	-4.84
VANGL1	0.217625
CHAF1B	-1.0175
NDUFA3	0.47375
KIAA1328	-0.182166666666667
SHARPIN	0.3235
TTC23	-0.014125
UGP2	0.476416666666667
ANKIB1	0.3349
CIRBP	0.893142857142857
SEC14L4	-1.72616666666667
OVCH1	-0.115666666666667
VPS52	-0.31325
FAT	0.0385
M6PRBP1	-0.46925
GPRIN3	0.209
PPM1F	-1.26633333333333
TSR1	-1.26925
CCDC85A	4.05425
PCSK5	2.66475
ZFHX3	1.176
HEMK1	-1.2721
PGBD2	0.81925
RSRC2	-0.6915
AURKC	-1.17233333333333
SCRIB	0.34775
ORM2	-4.38866666666667
FAM115A	0.1294
FZD6	1.40525
UNC119	0.207666666666667
GPX3	1.4669
NOV	0.8005
CABC1	0.581
CDC42SE2	0.7110625
EIF2S2	-0.5517
RNF130	1.041875
CKAP5	-0.656333333333333
RP11-413M3.2	0.6045
C10orf18	0.9556
TMEM93	-0.788
DYX1C1	0.529
KCNMB2	-2.17275
ANK3	1.68358333333333
KRT5	1.3579
CDH12	-1.368
QRSL1	0.20525
JUB	-1.787
SHC4	0.0395
CCL15	2.31716666666667
CCDC22	-0.01275
SNX24	0.572
RARS	-0.45375
MORC2	0.1515
FAM48A	-0.323
MT1H	0.1965
PPP1R14C	-1.0015
FOXD1	-2.48221428571429
C1orf213	-2.0595
AMT	-2.5733
DSN1	0.81875
PTPLAD2	1.53825
DIS3L	-0.20025
RASL11A	1.51775
GPRC5B	0.061875
FRMD7	0.0945
STRN4	0.5435
KITLG	1.36881818181818
HDGF	-0.78575
OR1S1	0.1575
SETX	-0.0843
DDR2	0.936
KCTD12	2.07725
LYZL2	3.339
WDR52	-1.6025
TMEM2	1.09825
ZNF579	0.6275
LOC200810	-0.154
TNFSF9	-2.01975
PPFIA4	-3.76375
CNIH3	-0.0358333333333333
MAP4K4	-1.503
ROD1	0.1545
ALS2CR12	-0.559166666666667
DOCK3	0.518666666666667
PAQR9	-4.04225
ASB17	0.00833333333333336
STX16	-0.465875
FEZ2	-0.214166666666667
DLAT	-0.2965
KIF21B	-1.6355
CDC5L	-0.4185
TMEM119	1.892
CRIP3	-1.3825
TPSD1	0.288833333333333
TEPP	0.174
GNGT2	0.84425
C21orf121	0.53575
WNK1	0.849083333333333
FLJ10490	0.8356
OR51B5	-2.082
LOC203547	-0.727
HAS1	-0.4465
PPA1	-0.523833333333333
ST7	0.142625
C11orf46	0.7735
POPDC3	-2.82683333333333
ACOX2	1.304
ATCAY	-0.286916666666667
TM4SF19	-1.58775
MFSD9	-0.7795
PDHB	-0.0995
ERN1	1.06175
LCE3C	0.292
GPR111	0.28
NOTCH3	1.6455
ADAMTS5	2.08125
B3GALT1	-1.41275
UGCGL1	-0.816
FAM58A	0.506666666666667
FBXO32	2.36025
CLPP	-0.628
NXPH1	-2.0115
MTMR3	1.05333333333333
ATP1B3	-0.324125
TMEM16A	3.985125
HIST1H3F	-0.136
TRIM25	-0.7025
SDCBP2	2.5395
CRKL	0.036625
HOXB2	-0.6375
ANP32B	-1.0955
GATM	1.617
AP4E1	0.23825
EDG5	0.361625
CDKN3	-1.11566666666667
CDH4	-1.63975
PGD	-0.6485
RND1	0.2
GAD1	-3.5089
MPG	-0.092375
LOC440350	-0.7635
ZNF133	-0.49825
SERPINB12	-0.1105
AMELY	0.00999999999999999
DHX36	-0.81675
TNFAIP8L2	2.0415
PHTF2	0.531388888888889
CCDC112	0.073
IQCC	0.0305
HEYL	3.257
FTSJ2	0.0195
APPL1	0.61975
RAB43	0.147571428571429
OR10G2	-0.03
WAC	0.583
ADCY9	0.749
RUNDC2B	-0.0293333333333334
PYCRL	0.7857
AGPAT7	-0.484666666666667
SLC22A9	-1.2875
CDKAL1	-0.4075
PDYN	-0.7295
C20orf74	0.316
MTMR11	0.99975
VAV3	2.71875
DAPL1	3.01525
STXBP3	0.7555
EIF3G	-0.73225
ARHGAP22	-1.63425
NPFFR1	0.1965
NPC1	-0.0596666666666667
ALDH9A1	1.1315
ZNF600	0.49325
ZNF678	0.722166666666667
RASSF1	0.0289166666666667
ADD2	-2.483875
PITPNB	-0.210875
PKD2L2	-0.30275
LRP11	1.1065
CDKL1	0.56525
SMEK2	-0.19425
PRODH2	-3.21666666666667
C11orf54	0.657333333333333
SFRS11	-1.049
IL7	1.27183333333333
ALS2CR16	1.55975
BTG3	0.368833333333333
PAK2	-0.435111111111111
RP11-679B17.1	0.35675
GATA4	-1.7665
ATP2B1	-0.4965
LOC130940	2.2735
C1orf172	3.02066666666667
ATF7IP2	-0.34675
SLC25A43	0.247666666666667
CENTG3	-0.02525
IGF2BP1	-4.1771
FCHSD1	0.081
CAMK2N2	0.887
ELAVL3	0.0247
NBPF15	-0.664833333333333
UBE2J2	0.284166666666667
GNL2	-0.76825
PRR3	0.078
NLF2	0.68675
OR4F6	0.292
KLHL24	1.34866666666667
CCDC88A	-2.2177
SGPP1	0.202833333333333
C10orf11	-0.6425
SLC35B4	-1.3315
UGT3A2	-1.033
ARNT2	1.7369
CBR1	0.908
ITPR3	-0.374666666666667
TRAPPC6B	-0.3526
AMZ1	2.122
ARP11	1.02825
WDSUB1	0.80875
APBA1	0.682
RAB2A	1.5377
C6orf162	-0.1835
HPSE2	0.30725
PLCE1	-1.05175
INSL3	0.97175
DLG1	-0.0934
PTPLA	-0.78775
PIGX	0.18775
TFIP11	-0.220166666666667
FIBIN	3.189
POLR2G	-0.17175
GRAP2	-2.2489
DNAJB8	0.0575
CNBP	0.0275
WASF1	-0.4705
INPP5E	-1.3722
HSPB1	1.666125
TMEM167	-0.5868
CUBN	-0.19675
IGF1	4.2138125
ITPK1	0.5552
NAALAD2	-0.710375
G3BP1	0.2148
NT5DC1	1.3905
CYP39A1	0.00750000000000001
TMEM139	1.1145
POLK	-0.2862
GLULD1	-2.08025
RBM15	-1.16016666666667
AMZ2	0.93775
GDF15	-1.6915
MESDC2	-0.53675
INCA	-0.1755
ACY1L2	-0.817
GZMM	-1.35783333333333
PAIP1	0.717
CACNA2D1	0.37475
STK32C	0.4065
SH3BP4	1.159
DEC1	0.255
PADI1	-0.063
UBB	0.6592
PON3	1.424
PROP1	0.3365
ANKRD13B	-0.226
ADCK1	-0.6125
TCF25	0.250583333333333
SLC38A5	-3.35425
CXorf26	0.960166666666667
C19orf39	-0.68825
PPP1R13B	-0.1055
ARL2	-0.8565
TCL6	0.237416666666667
TOP3A	-1.461
SLC16A14	0.88575
FXYD6	1.82516666666667
HIST1H4E	-0.87025
BBC3	0.330368421052632
UNC5A	-0.0113333333333333
FAM86C	-0.8727
PI4KB	-0.03975
B3GAT1	-3.26525
SUSD2	2.40383333333333
OAZ2	-0.351833333333333
NOC4L	-0.78125
C10orf12	-0.52125
FADS1	-1.1455
LOC144097	-0.90475
DKK2	0.817
KIAA1949	-0.50175
RHOT1	0.765
OXT	1.388
GPR153	0.89525
ARL4A	-0.829333333333333
SAAL1	-1.396
CCDC64	-0.356
USE1	-0.749666666666667
HNMT	0.172166666666667
PCGF3	0.551375
CYP2C19	-0.11675
C20orf4	2.2885
CCDC11	2.03875
ACSBG2	-0.01675
RWDD2A	0.6985
PALLD	2.125125
CPLX4	-0.171
LOC492311	1.058
KPNA2	-0.983666666666667
MACROD1	-0.452
TMCO3	1.26533333333333
C15orf52	-0.888833333333333
BIRC5	-0.983266666666667
PRR16	0.137166666666667
FAM63B	0.39375
KATNB1	-0.197833333333333
WNT8B	0.095
CPLX3	0.07275
GHR	3.477875
CCDC124	-1.38425
BCLAF1	-0.2285
GOLGA3	-0.5489
CLEC4E	4.7425
