Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
RY1	-0.5485
ATAD2B	-0.14775
ARHGAP17	-0.3258
KCNIP3	-1.56825
SFPQ	-0.30225
GFRA4	-0.140166666666667
AKR1B10	-4.338125
TIGD6	1.68616666666667
RGS16	1.54275
URB1	0.2395
OR4C46	0.453
TOP3B	-1.0455
NFATC4	0.9415
CA14	-4.042
BMPR1A	0.5735
SNRP70	-0.3635
PRL	0.114
C6orf130	-0.3345
STAG2	0.65575
CD55	-0.324285714285714
RPS23	1.71
SSX2	-1.96083333333333
FDPSL2A	-0.56775
FBXO27	-0.14825
SYNGR3	-0.480833333333333
TMSL3	1.18825
EML1	-1.022
NUP93	-0.78175
SMAD3	0.0538
KIAA1189	0.502166666666667
HNRPUL2	0.036
TBC1D12	1.04483333333333
C16orf24	0.25175
MRVI1	0.884166666666667
ZNF581	-0.523333333333333
ELOVL3	-1.194
OR51Q1	0.000749999999999989
CACNB3	0.768333333333333
GALNT13	-1.172
C10orf84	1.3175625
NEDD4	-0.0459
SPO11	0.5165
OR5AU1	0.3095
NEK4	1.08535714285714
PRKAR2A	0.277166666666667
IHPK1	-0.689333333333333
ATP6V0B	0.066375
CACNA1E	-0.2415
CEACAM8	-0.149166666666667
PEX14	-0.8695
FLJ12993	2.221
ZBTB38	-0.181666666666667
PCTK2	0.873333333333333
LRRC16	0.4527
FBLIM1	-0.349
FYCO1	1.13425
RP5-1022P6.2	0.1375
CMTM1	0.0681666666666667
PLTP	-0.285333333333333
RAPH1	-0.025
DOCK8	1.206125
EZH2	-0.468
SLC25A1	-0.800666666666667
PLEKHB1	0.9497
GRB7	0.4453
ZFP37	0.57675
MRPL33	-1.03475
PELO	-0.236
ARMC1	1.30618181818182
C9orf27	-0.0764285714285714
FLJ25778	0.339
C9orf37	-1.25683333333333
TMEM66	1.1355
SPRN	-0.07675
HBEGF	-0.35675
PI4KA	-0.28
LEPRE1	-1.65875
POU2AF1	-3.101125
MRPL12	-0.6725
REP15	-0.61
ZC3H3	1.741
RASAL1	-2.59475
DDAH1	0.52475
ACBD5	-0.344875
TMC2	0.2085
CCDC137	-1.03925
SAMD13	-2.65166666666667
UGT2B15	-4.41216666666667
TIPARP	-0.22425
DNASE1L3	-0.05725
TRIM72	0.500666666666667
DBX2	1.073
IPO8	0.408
C21orf88	1.039
MAP3K14	0.18325
LOC51233	0.253
GGTLA4	-0.445
PDE6D	-0.50025
ZNF117	0.2025
CLK2	0.57625
NKRF	-0.3615
TNFSF15	1.5017
DUSP2	-0.108
SECISBP2	0.224
GABRR2	0.4465
PPAP2C	1.31425
LOC51145	-0.121833333333333
PAG1	-0.21775
PIK3C3	0.1775
GNG10	-0.5415
APOL4	0.492166666666667
ANKRD28	-0.061875
STMN3	0.0637
RAB14	0.3314
CDK2AP2	0.97375
HDDC3	-0.45525
COMMD7	1.044125
CXXC1	0.416
HMCN1	-0.662166666666667
CD40	-0.2515
DYNC1LI2	-0.192875
GDI1	0.61575
LOC646938	-0.3295
VSNL1	-4.047
PIH1D1	0.0628333333333333
RAET1G	-0.6755
KRTAP5-9	0.021
EFTUD2	-0.7455
ZNF311	-0.1785
ATP6V1G3	0.1745
OR2W3	-0.14825
SCN4A	0.22375
MED10	-0.377875
FAM135A	-0.2414
ARHGAP4	-1.50275
EHMT2	-0.018875
UFD1L	-0.86075
ERMP1	0.7975
MAG1	-1.639
THAP8	-0.4685
HACE1	0.254333333333333
FAM82C	1.031
C3orf20	-0.1465
UNC84A	-0.3755
SCD5	-1.11007142857143
LASS6	1.050625
LSG1	0.235666666666667
MAL	-5.05975
GPR22	-0.071
WDR5B	0.94075
ACTRT1	-0.761
C17orf60	0.0146666666666667
GRIN2C	-0.7718
ARMC8	-0.455666666666667
SLC47A1	-1.548
DMPK	0.43625
DHRS13	0.103
SMC1A	-0.6235
KRTAP17-1	0.33525
SMYD5	-0.43725
TUSC2	0.930875
CRHR2	0.6585
KIR3DL2	0.3145
CCDC104	0.50825
ATP2C1	1.046625
CROT	0.117
PABPC3	2.07333333333333
EGR1	-1.95066666666667
THSD1	0.5005
KHK	-1.47025
SLC12A2	1.0880625
CD58	-1.5235
STOX2	-1.65766666666667
CCDC76	-0.2932
CCDC48	4.10425
DNAH1	1.1735
ZIC4	-0.49575
OR1G1	1.016
PSMC6	-0.325
PROKR1	0.1645
ABCB1	0.142125
TRAT1	0.43025
LLGL1	0.085
MTF1	-0.1575
USP54	0.120625
PAGE2B	-1.8035
ITGB7	-3.85875
CCDC81	0.5575
LOC149837	0.41325
SCUBE1	0.276
ZSCAN10	-0.753
HUWE1	0.598285714285714
CDH17	-0.553
CD180	0.92925
IL17A	0.311
TMPO	-0.731
KIAA1524	-0.770666666666667
HDGFRP3	-0.409
OXCT1	-1.71363636363636
RRAS2	-1.78466666666667
LTBP2	2.4635
SV2B	-0.0203333333333333
CYP2A6	3.720625
PKD1L2	-1.8715
PPM1M	0.12725
FLJ22662	0.353333333333333
ZNF502	2.47375
GP6	-0.49975
CRYBA2	-2.14375
LEF1	-1.9331
CTPS	-1.84
EYA1	-3.1925
EPS8L1	1.229
MAPK14	-0.1005
SERPINB2	-5.529125
GTF2F2	0.0793333333333333
ZNHIT4	-0.0755
PLA1A	1.8875
C20orf114	3.27925
HPR	-2.7705
C18orf2	-3.7715
SATB2	-2.06925
KCNJ9	-0.10575
MGC157906	0.5395
MOCS3	0.812
C17orf71	0.0281666666666667
PPHLN1	0.4684
HIST1H2BN	-2.554
RAPGEF1	-0.363
MAP3K8	-0.854
DLG4	0.0591666666666667
STC1	0.0999999999999999
CDGAP	0.9365
DDX26B	-1.66925
LOC150223	-0.89
CPSF3	-1.39366666666667
TMEM14A	0.56075
MYH3	-1.94
GPKOW	0.08125
SULT1A1	0.0913333333333333
SPON1	1.9902
YY1AP1	0.451333333333333
RAB23	-0.5845
PLA2G4A	-5.13425
MAPRE3	-0.287333333333333
ZNF516	1.23228571428571
GGPS1	1.87025
EXOC3L2	-0.408375
C19orf42	1.296
MAP2K2	0.388666666666667
HIST1H2BB	-2.334
RNF19B	1.11666666666667
C6orf128	-0.5115
TLR8	2.928
PCDHA9	0.3
CARS2	0.05
CLUL1	3.215
RHAG	-4.41033333333333
UNK	-0.3845
EXOC8	2.3598
C9orf95	0.3555
C14orf143	0.600333333333333
MAML3	-0.206625
LDHA	-1.5255
MRPL20	-0.894875
KLHDC6	0.279833333333333
ATP5S	0.042
C8orf55	1.41775
PHF19	-2.211125
KRTAP13-4	0.431
TTC5	0.604
XKR5	-1.21425
SILV	-4.6905
TEX28	0.214
TCTN1	2.221
CX40.1	0.337
PPP2R5C	-0.193875
C12orf30	-0.655833333333333
CAPG	0.54875
MPZL1	0.52035
ARSB	-1.13183333333333
TDH	-1.935
WASF4	-0.951
TSSK3	-1.60116666666667
7A5	0.951
CRISPLD1	1.3415
MAD1L1	-0.7865
SPIN4	-0.368666666666667
AMPD1	-1.5125
DPYSL5	-0.3445
INPP1	-1.306
ANKRD11	-0.712111111111111
NPAS4	0.08975
GCET2	0.0291
RNASE9	-0.599
GUCY2D	0.0992
CCDC98	0.08875
FGF4	-0.553875
CPM	-1.19
SLC26A4	-0.175
PLD5	0.0456666666666667
FAM59A	-0.1569
FBXO5	-0.685555555555556
SIPA1L1	-0.316625
DPYS	0.355
ATG4D	-0.02675
TGM3	3.1825
MTCH1	-0.04375
HK1	-0.248428571428571
CDC26	-0.727125
GALNT12	-3.45433333333333
LOC339229	-0.49925
MRPL35	-1.2315
ORC4L	0.100875
TNKS	0.0316428571428571
C2orf24	0.184166666666667
ZNF553	0.327666666666667
GGTLA1	2.2658
ZNF497	0.0835
CDY1B	0.2785
SLC30A4	0.38075
TUB	-0.899375
ARHGEF18	0.24125
ARRB1	0.85425
KCNK1	2.298375
EREG	-3.9759
SCAMP5	0.5095
RUNDC3B	1.3915
ADAMTS20	-0.3075
IL17RB	1.333125
FLJ20323	-1.2505
MCAM	-0.106125
POLR3E	-0.442166666666667
AQR	0.4825
IPMK	0.219
CDCA7	-2.0905
CAMP	4.3235
GRHL3	-0.37675
ADAMTSL2	1.012
CLMN	1.98733333333333
SSTR3	0.172
MAGEA5	-2.18933333333333
OVOL2	4.666
JMJD1B	1.053
RBL2	0.5237
PYGO2	0.433
PPP1R10	0.385833333333333
CSE1L	-0.450666666666667
LCA5	1.123
RDH16	2.835
ASRGL1	-1.894875
TOM1	0.781
PTX3	-7.01275
TTC15	0.26975
SCGB3A1	0.160666666666667
MRPL50	-1.30275
RCAN3	1.020875
SLC26A11	0.55225
STYX	-0.0953333333333333
CINP	-0.06725
MARCH7	0.35
PFKM	-0.722166666666667
SGMS1	-0.00416666666666667
RIOK3	0.3382
C1orf110	0.2885
CES7	0.144125
LOC440248	-0.335
PPP1R12C	0.34125
C10orf27	0.751
ATG9A	-1.3405
MRPS26	0.7195
TMEM40	3.111
ELP3	-0.7908
ZNF787	0.1185
HIAT1	-0.114375
C8orf34	1.38233333333333
MGC4655	-0.4937
PELI1	-0.4575
PPT1	0.9088
SLC35C2	-0.115166666666667
C6orf125	-0.91325
MUC4	-2.031
RFC4	-1.14814285714286
GNB2	-0.168333333333333
NUP50	0.0434285714285714
SULT4A1	-1.30883333333333
C7	1.8495
CCDC130	-0.099
ARRDC4	-0.19775
RQCD1	-1.08175
GLYCTK	-0.80725
AYTL2	0.149545454545455
MTUS1	0.8443
LEMD3	1.35783333333333
PLEKHF2	2.6275
HOXA7	-0.911125
GTF3C2	-0.601
DYNLRB2	3.6905
CNOT10	0.23725
MR1	0.584666666666667
FFAR1	-0.18025
PRIC285	-0.01875
SLITRK6	5.36275
LIX1	-3.4168
UBE1L2	-0.73475
F8	0.998375
ACHE	-0.4325
KPNA5	-0.28
TNFRSF12A	-1.73183333333333
EGR3	-0.407
SERPIND1	-3.4695
OASL	1.789
IFRD1	-1.16725
WDFY1	-0.1175
ZNF267	0.46775
ACCN5	-0.2165
ZBTB6	0.70725
PPP1R3A	0.518
PRRT3	2.2845
FBXL19	-0.3765
TXNIP	-0.644071428571429
ACTN2	0.00550000000000001
ATG9B	-0.482375
C9orf117	0.688375
IL27	0.4735
RPL36AL	-0.0271666666666667
KLK15	-0.05325
CHAD	0.9765
RAP2B	-0.8771
HEBP2	1.45075
ZNF342	-0.008
CAMK2G	-0.617833333333333
TLR3	0.5865
FGF14	0.53025
HMGB2	-0.158625
TRPM5	-0.2115
OR5M11	0.0205
KIF3B	0.720526315789474
PRICKLE2	0.2355
MTMR9	-0.302
C3orf27	0.39925
GLRA3	-2.89016666666667
NSDHL	-0.420666666666667
TMEM32	-0.30025
POLR2D	-0.7835
MYADML	0.4385
C9orf114	-0.4015
MRGPRX1	0.859
TOPORS	0.21125
CLDN19	-1.23975
C1QL4	-0.216
RNF165	-1.5365
DHRS9	-1.01275
DNAH2	0.0751666666666667
FXR1	-0.515666666666667
ZMYM3	0.35575
CASP3	0.103666666666667
FAM120C	-1.313875
SCLY	-2.1425
CA7	0.0455
ENTPD5	-0.350166666666667
ZNF461	0.572125
PDIA5	0.5655
C1orf19	0.8615
TMEM67	2.13725
KCTD20	-0.30025
WDR47	-0.1765
FLJ38723	0.372
KLRF1	-0.205833333333333
TAS2R16	0.411
CLDN12	0.4075
PRKCE	0.0595
UBXD4	-0.87525
ITGAM	2.21483333333333
GLT8D3	-0.205
WDR31	1.0891
RGS2	-1.648
OR51L1	0.675
MST1R	0.50825
KIAA1737	1.54375
OR4A5	-0.1945
GLIS1	-2.54516666666667
PTMA	-0.0117857142857143
NAPA	1.2455
PRDM11	-0.122
LIPF	0.025
DIRAS3	-0.2725
ASGR2	-4.632125
C1QTNF4	-0.2345
PIK3R4	0.708333333333333
ARMC3	3.0455
NDUFV3	0.541333333333333
BTBD3	-0.340333333333333
PPP1R2	0.120666666666667
UBE2NL	0.1075
FOSL2	0.492785714285714
FAM119A	-2.74583333333333
TUBA4A	-0.8198
KRTAP12-1	0.10475
SFRS2	0.2185
RHPN1	1.3536
EEF2	0.108166666666667
ZDHHC11	-2.30166666666667
EPHA3	-1.6899
RBM12	-0.3785
H2AFJ	-0.388416666666667
EDIL3	2.729
KIF26A	-1.97
SERGEF	-0.326
B3GALT4	1.5045
LOC90925	0.932166666666667
OSCAR	-0.069375
NPFF	-0.20625
DEDD	0.80275
TMEM155	-0.7895
PTPN1	1.09775
SCYL2	0.479333333333333
SKAP1	0.54275
LEAP2	-1.86933333333333
GADD45G	2.1506
IFITM3	-0.278625
PILRB	-0.2475
SLU7	1.31025
DSC3	-0.802
DNMT3L	-1.96775
PAPD5	-0.067875
B3GNT3	-2.5395
LHCGR	-0.1735
MSL-1	1.12875
UBE2S	-1.453
SAP130	-1.13625
ANAPC11	0.056
MAGED4B	-1.6625
ATP6V1B2	-0.0991666666666667
C14orf179	0.880375
CAPZA1	-0.082375
CDYL2	-0.755166666666667
GLRX3	-0.947833333333333
LOC136288	1.74475
MOBKL1A	-0.74475
HTR2B	1.8995
CRYGD	-0.0533333333333333
NUS1	0.409333333333333
PGRMC1	1.1975
MYOM2	-2.421
FLJ39653	-1.4405
CHM	0.8716
OR5M8	-0.109
ZNF619	0.1315
FAM105A	0.417
CCNL1	-0.463
NAP1L3	-0.9755
C10orf57	2.3755
B3GALNT1	-0.565
CSN1S2A	0.698
TCP10L	1.296
GDAP2	-0.613
DMKN	-0.9615
COX6B1	0.08225
DNASE2	1.03016666666667
MSH5	-1.73
LGMN	-0.147625
USP31	0.0925
OR13C8	0.556
SDCBP	-0.1775
NUDT11	-3.01616666666667
PYGL	-2.53416666666667
SNPH	-1.90283333333333
B3GNT4	-1.438
MIZF	-0.8729
NUBPL	-0.19975
NOD1	-0.572333333333333
CDH22	0.00387499999999998
NUBP1	0.602166666666667
DSCAM	-4.34625
DGKI	0.442
FAM136A	-1.26475
AKAP1	0.164833333333333
SLC16A6	1.56175
RIN3	0.09275
PSG2	-0.31925
DIP2B	0.79
PSORS1C1	-1.0315
KIAA0495	0.6205
FLJ90709	-0.279
LPA	-0.496666666666667
PIGA	0.136
LY75	1.16433333333333
UTS2	-6.8515
RREB1	0.298625
GALNACT-2	0.7539
MGC3196	-1.764
FLJ31568	0.20675
LPHN1	0.521375
SP1	0.988
TOX4	0.511333333333333
HSPA9	0.9099
APOBEC1	0.7515
SLC35E4	-0.3295
LSM5	-1.3495
SURF1	0.13825
ZBTB1	0.270416666666667
GTF2F1	0.579375
RPS15A	0.0317857142857143
DUSP21	-0.722333333333333
GINS4	-2.92283333333333
MYO15A	0.212
GIMAP7	2.91575
MGC13379	-0.1425
ATP6V1E2	-3.068
UTP3	-0.116
HNRPA3	-0.952125
MT4	-0.507
C14orf155	0.436
U1SNRNPBP	-0.33
CKLF	-1.09333333333333
PLEKHN1	-2.03716666666667
MBNL1	0.240083333333333
NUP160	-1.28875
ACSM2A	-1.96575
LOC129881	2.68525
KIAA1529	0.14625
FLJ22639	-1.64125
HAND1	-1.816
GSX1	0.359
FGA	-4.1751875
SERPINB1	0.27075
ZNF642	0.5025
IGFBP1	-8.1835
SLC1A1	2.76125
DHX57	0.177375
ZNF766	0.692
PTPN21	-1.3528
GDPD3	-1.5075
PNPLA5	0.4445
TBR1	0.48775
FAM116A	0.7625
IQGAP1	0.654875
FOS	-1.145125
ZNF226	0.10825
FIGNL1	-0.115666666666667
C14orf1	0.158666666666667
ZMYND17	0.405
PUS7	-0.379
TUBB6	-1.857
KCNQ2	-1.8175
MARCH6	1.23266666666667
CCDC33	-0.115
PRODH	-2.09425
RBM11	1.1075
EPHA6	0.078
SLC43A1	-1.20925
LOC196541	0.05475
NTN1	0.6685
ING4	1.061
PCDHB10	1.0845
DPH2	-0.673333333333333
SPACA4	-0.604
FBXL21	-5.22
DIAPH1	-0.229
ZNF71	1.0085
CEP76	-0.006
CORO1A	-0.717
RRM2	-3.137
EDG4	0.27025
OS9	0.482666666666667
SLC4A1AP	-0.158
COG5	-0.08225
COPS8	-0.465
NGLY1	-0.591
NCBP2	0.326625
C17orf42	-0.7865
GPSM3	-0.2155
SIL1	1.01383333333333
ASB6	-0.3615
SMAD5OS	-0.5825
UNC93A	-3.505375
A1BG	-0.612166666666667
C21orf62	-0.28975
FMO5	3.44908333333333
ATRIP	0.8565
CEBPG	1.66166666666667
C7orf38	0.279833333333333
TNFRSF1B	0.586833333333333
CLEC1A	1.9455
IQSEC1	0.746875
PATZ1	1.368
RBM22	1.646875
BAG2	-2.937
PAQR5	-2.5935
C9orf127	-0.453
THNSL1	0.89225
SHROOM3	2.5102
JAM2	0.14875
SNRPN	-1.81825
ALX4	0.03
CACNA1S	-0.1865
FAM130A1	1.12275
CORIN	3.047
CD300LB	0.862
PLEKHG6	0.234
LRRC40	-1.9075
PCLKC	-2.0695
PCDHB16	-0.0328333333333333
WNT2B	-0.160833333333333
ASNS	0.273555555555556
MRPL49	0.689125
FLJ46111	-0.04525
ISG20	-0.842
SMU1	-0.416
CASZ1	0.5605
POLR1D	0.08925
GIN1	-0.2215
SNAG1	0.728166666666667
ANKRD29	-1.9195
CDKN2AIP	-0.03275
KRR1	0.153
CXCL1	-4.016
EPM2A	0.794
PC	-1.76266666666667
DEFB127	0.3445
PDZRN4	1.654
FAH	0.52
OR51E1	2.36
CDC2L6	0.0868333333333333
DNTTIP1	-0.22975
PAX8	-0.2135
TMEM116	-0.432
C1orf150	0.8105
PRO2012	1.0535
MRPL40	-1.113
BEX1	-1.9214
SLC2A4	-0.594833333333333
PKMYT1	-1.0515
FEZF2	-0.292166666666667
SLC26A9	-2.778
MAP2	0.0260833333333334
LYL1	-1.659
SLC25A19	-0.731666666666667
NOS3	-0.4215
ZNF34	2.54333333333333
TMPRSS11F	-0.11325
FAM43A	-0.70875
FCRL4	-0.205
KLF14	-0.33425
FLRT2	-1.50283333333333
WRN	-1.33575
SDF2	-0.0305
KRT8P12	0.01025
C6orf195	-0.127
C9orf125	-3.3408
DZIP3	-0.08025
RIT1	-0.440166666666667
SCML1	-0.185833333333333
RHBDF2	-0.726
OR2G3	0.0575
REXO1L1	0.9185
MAP3K7IP3	0.134125
C3orf57	-4.287
FBXW11	0.116
ETAA1	-1.10425
C14orf131	-0.1701
AKT1S1	0.44375
SLC12A5	-1.214
C9orf164	1.664
NRIP3	-1.586375
NOS1AP	1.093
TMEM121	0.19175
SAP30BP	-0.2748
DGCR6	0.43175
WDR76	-1.05425
FAM82B	1.049
LOC606495	-0.309
MAP9	2.76475
BCDIN3D	0.90275
CXorf36	3.33566666666667
DSCR3	-0.3977
ZFAND3	1.265625
C7orf43	0.377333333333333
SPSB3	0.6538
C19orf19	0.0195
FAM133A	-2.502875
C12orf25	0.93875
SLC39A3	-0.555375
DISP2	-1.73225
PI4KAP2	-0.85
MKRN3	-2.645
ADAMTS13	-0.996375
CBLN3	0.5406
TTYH1	-2.29516666666667
C3orf18	0.34475
FLJ13236	1.30725
ZMYND12	3.4435
C18orf25	0.44925
GLB1L3	-0.891
ATP13A5	-0.777
RANBP10	-0.14575
CD96	-0.6658
DENND1C	-0.46825
RBMS3	-0.095
SLC41A3	-0.017
DGCR6L	0.52075
TMEM128	0.679
CSNK1G3	0.278071428571429
MOBKL2C	0.373375
TSPAN6	0.522875
MATN2	4.0907
MSL2L1	0.8225
ST6GALNAC2	0.0158333333333333
FGFBP2	-0.858875
FGL1	-5.498
MPP3	-0.588
ARHGEF6	1.38066666666667
TGFBR2	0.161875
ACMSD	1.642
IL33	2.24375
C9orf5	-0.521833333333333
DEAF1	-0.3853
AMN	-0.9715
DEFA6	0.00787499999999999
RNF212	-2.228
METT5D1	0.405666666666667
CIB1	-0.2979
TSSK1B	-0.404
KIAA1727	1.74025
ZNF680	0.55
LOC399900	-1.4355
LOC152217	-0.635333333333333
CTNNAL1	-2.914
CIT	-2.25175
TLE6	-0.01025
ZNF607	-0.58675
HERC4	-0.491666666666667
DRAP1	-0.7729
PEMT	-0.325
C10orf111	0.161
ZNF575	0.027875
KCTD7	1.302
MYO1F	0.76575
LOC285382	-0.601
RAB11A	1.0111
PLCD3	-0.42375
C15orf28	0.284
PTBP2	-0.92275
CTB-1048E9.5	-0.062625
C19orf60	-0.304333333333333
C7orf25	-0.1335
SETD7	0.99225
HOXB9	-4.007
VANGL1	-0.9493125
CHAF1B	-1.65525
NDUFA3	0.095
KIAA1328	0.481
SHARPIN	1.836875
TTC23	-0.968875
UGP2	0.27875
ANKIB1	0.6017
CIRBP	1.88514285714286
SEC14L4	-4.638
OVCH1	-0.553666666666667
VPS52	0.48425
FAT	-2.22725
M6PRBP1	-0.206
GPRIN3	0.6265
PPM1F	-1.09116666666667
TSR1	0.1295
CCDC85A	2.39125
PCSK5	0.93075
ZFHX3	-0.3375
HEMK1	-0.4545
PGBD2	0.5225
RSRC2	0.259666666666667
AURKC	-1.34916666666667
SCRIB	1.414875
ORM2	-3.19666666666667
FAM115A	0.2984
FZD6	1.77025
UNC119	-0.124333333333333
GPX3	-0.6325
NOV	-0.20325
CABC1	1.230625
CDC42SE2	0.4384375
EIF2S2	0.4538
RNF130	0.61925
CKAP5	-0.119166666666667
RP11-413M3.2	-0.70975
C10orf18	0.9574
TMEM93	-0.478
DYX1C1	2.77475
KCNMB2	-2.41042857142857
ANK3	0.585583333333333
KRT5	-2.6213
CDH12	-1.423125
QRSL1	0.12575
JUB	0.499
SHC4	-3.27025
CCL15	-0.0485000000000001
CCDC22	-0.19575
SNX24	0.95775
RARS	-0.1755
MORC2	0.459
FAM48A	0.86125
MT1H	-2.776
PPP1R14C	-3.93033333333333
FOXD1	-3.37392857142857
C1orf213	-2.68075
AMT	-0.7933
DSN1	-0.30225
PTPLAD2	0.5185
DIS3L	-0.46525
RASL11A	1.6865
GPRC5B	0.430625
FRMD7	-0.224
STRN4	-0.00225
KITLG	3.19145454545455
HDGF	0.25925
OR1S1	0.3925
SETX	-0.3439
DDR2	-0.4715
KCTD12	0.79975
LYZL2	0.842
WDR52	2.061
TMEM2	-0.325125
ZNF579	-0.218666666666667
LOC200810	0.2085
TNFSF9	-2.482875
PPFIA4	-2.0725
CNIH3	-0.321
MAP4K4	-1.56628571428571
ROD1	0.103571428571429
ALS2CR12	0.1995
DOCK3	-0.871833333333333
PAQR9	-5.08175
ASB17	-0.00680000000000003
STX16	-0.9085
FEZ2	-0.492166666666667
DLAT	-1.103
KIF21B	-0.998666666666667
CDC5L	0.156
TMEM119	2.172
CRIP3	0.745
TPSD1	0.421166666666667
TEPP	-0.83275
GNGT2	0.93275
C21orf121	1.59475
WNK1	0.607416666666667
FLJ10490	-0.3112
OR51B5	-2.918
LOC203547	-0.390875
HAS1	-0.501
PPA1	-0.498666666666667
ST7	0.63775
C11orf46	0.9793
POPDC3	-5.04416666666667
ACOX2	3.035
ATCAY	-0.518166666666667
TM4SF19	-1.951
MFSD9	-1.45133333333333
PDHB	0.074
ERN1	0.2985
LCE3C	0.0745
GPR111	0.2345
NOTCH3	0.714333333333333
ADAMTS5	0.14625
B3GALT1	-1.72566666666667
UGCGL1	-0.336666666666667
FAM58A	-0.222833333333333
FBXO32	3.003
CLPP	-0.14525
NXPH1	-1.7415
MTMR3	1.29633333333333
ATP1B3	-1.744
TMEM16A	3.779625
HIST1H3F	-0.7105
TRIM25	1.16633333333333
SDCBP2	0.6885
CRKL	-0.802875
HOXB2	-1.33966666666667
ANP32B	-0.714375
GATM	1.3795
AP4E1	-0.486875
EDG5	0.281
CDKN3	-1.12266666666667
CDH4	-3.2195
PGD	-1.42333333333333
RND1	1.2355
GAD1	-3.5209
MPG	-0.333625
LOC440350	-0.0815
ZNF133	0.18125
SERPINB12	-0.502
AMELY	-0.0325
DHX36	-0.64675
TNFAIP8L2	2.36633333333333
PHTF2	-0.329333333333333
CCDC112	0.198166666666667
IQCC	-0.1055
HEYL	2.13366666666667
FTSJ2	-0.460166666666667
APPL1	1.36775
RAB43	-0.0485714285714286
OR10G2	-0.034
WAC	0.352666666666667
ADCY9	0.259375
RUNDC2B	0.19
PYCRL	2.2563
AGPAT7	-0.163
SLC22A9	-1.244
CDKAL1	-0.191
PDYN	-1.15033333333333
C20orf74	0.32525
MTMR11	0.96
VAV3	4.12625
DAPL1	-1.61475
STXBP3	-0.42625
EIF3G	0.2405
ARHGAP22	-1.5125
NPFFR1	0.8145
NPC1	-0.487666666666667
ALDH9A1	1.87783333333333
ZNF600	1.59975
ZNF678	0.751166666666667
RASSF1	-0.735166666666667
ADD2	-3.27925
PITPNB	0.463375
PKD2L2	0.1185
LRP11	0.9555
CDKL1	0.12275
SMEK2	-0.1405
PRODH2	-3.66866666666667
C11orf54	-0.965666666666667
SFRS11	-0.5245
IL7	-0.3175
ALS2CR16	-0.3035
BTG3	-0.488666666666667
PAK2	-0.341055555555556
RP11-679B17.1	0.97
GATA4	-2.1005
ATP2B1	0.32025
LOC130940	0.931
C1orf172	1.94266666666667
ATF7IP2	-0.65475
SLC25A43	0.487
CENTG3	-0.53275
IGF2BP1	-4.5745
FCHSD1	0.295
CAMK2N2	-0.511333333333333
ELAVL3	-0.2147
NBPF15	0.632833333333333
UBE2J2	-0.176416666666667
GNL2	-0.8695
PRR3	0.2249
NLF2	-0.34225
OR4F6	-0.1095
KLHL24	1.37466666666667
CCDC88A	-2.4597
SGPP1	-1.937
C10orf11	0.818333333333333
SLC35B4	-1.53516666666667
UGT3A2	-1.4955
ARNT2	3.0723
CBR1	-3.4395
ITPR3	-1.116
TRAPPC6B	0.1622
AMZ1	0.9575
ARP11	0.89875
WDSUB1	0.0155
APBA1	0.186833333333333
RAB2A	2.2556
C6orf162	-0.640375
HPSE2	0.2085
PLCE1	-1.801
INSL3	0.121
DLG1	1.1447
PTPLA	-3.388
PIGX	0.550125
TFIP11	0.7915
FIBIN	3.128
POLR2G	-1.07
GRAP2	-1.2073
DNAJB8	-0.0305
CNBP	1.05516666666667
WASF1	0.2025
INPP5E	-1.3773
HSPB1	0.351875
TMEM167	0.1727
CUBN	-0.17375
IGF1	1.7705
ITPK1	0.6058
NAALAD2	-1.751375
G3BP1	0.6674
NT5DC1	-0.05275
CYP39A1	2.3515
TMEM139	-0.38675
POLK	0.262777777777778
GLULD1	-2.23133333333333
RBM15	-0.854
AMZ2	-0.47175
GDF15	-1.10066666666667
MESDC2	0.426
INCA	-0.1715
ACY1L2	-3.241
GZMM	-0.304166666666667
PAIP1	0.78925
CACNA2D1	-1.16875
STK32C	0.0591666666666667
SH3BP4	0.638833333333333
DEC1	0.028
PADI1	0.224
UBB	0.2949
PON3	-1.15416666666667
PROP1	0.445
ANKRD13B	0.371
ADCK1	-0.01825
TCF25	0.13625
SLC38A5	-2.968
CXorf26	0.119
C19orf39	0.023
PPP1R13B	1.117
ARL2	-1.7035
TCL6	-0.00499999999999999
TOP3A	-0.555
SLC16A14	-0.0235
FXYD6	-0.140333333333333
HIST1H4E	-1.83375
BBC3	0.359368421052632
UNC5A	0.840833333333333
FAM86C	-0.3516
PI4KB	1.051625
B3GAT1	-4.3265
SUSD2	0.541333333333333
OAZ2	-0.0591666666666667
NOC4L	0.2065
C10orf12	-0.6765
FADS1	-4.53883333333333
LOC144097	-1.1275
DKK2	1.58283333333333
KIAA1949	-0.84825
RHOT1	0.6187
OXT	0.618833333333333
GPR153	-0.27675
ARL4A	-1.55916666666667
SAAL1	-1.28125
CCDC64	-0.6395
USE1	-0.543666666666667
HNMT	-0.212666666666667
PCGF3	0.4165625
CYP2C19	0.36775
C20orf4	0.8225
CCDC11	2.59525
ACSBG2	-0.273
RWDD2A	1.7425
PALLD	1.430625
CPLX4	1.385
LOC492311	1.7675
KPNA2	-1.3685
MACROD1	-0.5908
TMCO3	1.72716666666667
C15orf52	-1.28816666666667
BIRC5	-1.04846666666667
PRR16	1.1415
FAM63B	-0.046125
