Hybridization REF	TCGA-A2-A0CY-01A-12R-A034-07
ZNF434	-0.797
SMARCD1	-0.2795
ZFP106	-0.91975
ZNF347	-0.2236
GTF2E1	0.496
RY1	-0.983666666666667
ATAD2B	0.652375
ARHGAP17	-0.2799
KCNIP3	-0.7455
SFPQ	0.910625
GFRA4	1.43266666666667
AKR1B10	-2.53725
TIGD6	-0.522166666666667
RGS16	2.7975
URB1	-0.387333333333333
OR4C46	0.1418
TOP3B	-0.7515
NFATC4	1.476
CA14	-3.806
BMPR1A	-0.01
SNRP70	-0.36275
PRL	-0.256090909090909
C6orf130	-1.54525
STAG2	0.546
CD55	-0.658571428571429
RPS23	-0.6045
SSX2	-1.0765
FDPSL2A	-1.0815
FBXO27	-0.17075
SYNGR3	-0.497333333333333
TMSL3	0.672
EML1	-3.104
NUP93	-0.204583333333333
SMAD3	-0.2829
KIAA1189	0.455166666666667
HNRPUL2	0.415333333333333
TBC1D12	-0.201666666666667
C16orf24	0.622
MRVI1	2.16316666666667
ZNF581	0.38
ELOVL3	0.8405
OR51Q1	-0.2725
CACNB3	2.726
GALNT13	0.327875
C10orf84	0.8805
NEDD4	-1.8427
SPO11	0.532
OR5AU1	-0.5
NEK4	-0.9305
PRKAR2A	-1.1645
IHPK1	-0.2255
ATP6V0B	-0.55275
CACNA1E	2.462
CEACAM8	0.739666666666667
PEX14	0.154
FLJ12993	2.891
ZBTB38	-1.16875
PCTK2	-0.0306666666666666
LRRC16	0.0584
FBLIM1	1.56575
FYCO1	0.6935
RP5-1022P6.2	0.945416666666667
CMTM1	2.0315
PLTP	1.127
RAPH1	2.221375
DOCK8	-1.272
EZH2	-1.03493333333333
SLC25A1	-0.411
PLEKHB1	2.2078
GRB7	2.1191
ZFP37	-3.00475
MRPL33	-0.8195
PELO	-0.9915
ARMC1	-0.359272727272727
C9orf27	-0.00299999999999999
FLJ25778	0.0275
C9orf37	-1.3245
TMEM66	-0.83875
SPRN	0.91825
HBEGF	-0.760375
PI4KA	-1.267
LEPRE1	-1.346
POU2AF1	-4.20975
MRPL12	0.699
REP15	-1.1085
ZC3H3	1.06825
RASAL1	1.268
DDAH1	-0.587
ACBD5	1.04075
TMC2	0.2005
CCDC137	0.258
SAMD13	-2.06516666666667
UGT2B15	-2.87533333333333
TIPARP	-0.87675
DNASE1L3	-1.20725
TRIM72	-0.0128333333333333
DBX2	0.34175
IPO8	0.82525
C21orf88	1.3662
MAP3K14	-0.44625
LOC51233	0.649666666666667
GGTLA4	-0.0355
PDE6D	-1.33425
ZNF117	0.381
CLK2	-0.385375
NKRF	0.43325
TNFSF15	1.4118
DUSP2	0.752
SECISBP2	-0.9557
GABRR2	-0.4165
PPAP2C	2.47525
LOC51145	0.146666666666667
PAG1	-2.148375
PIK3C3	0.043
GNG10	-2.187
APOL4	-1.0114
ANKRD28	-1.449625
STMN3	-2.4674
RAB14	-0.1889
CDK2AP2	0.1965
HDDC3	-0.056625
COMMD7	0.427625
CXXC1	-0.01925
HMCN1	-2.44316666666667
CD40	-1.53675
DYNC1LI2	0.321625
GDI1	0.60375
LOC646938	0.31575
VSNL1	-3.309
PIH1D1	-0.0621666666666667
RAET1G	0.488
KRTAP5-9	1.1205
EFTUD2	-0.79875
ZNF311	-1.16733333333333
ATP6V1G3	-0.4785
OR2W3	-0.1405
SCN4A	0.0375
MED10	-1.553375
FAM135A	-0.2741
ARHGAP4	1.385
EHMT2	0.467875
UFD1L	-0.6305
ERMP1	0.269
MAG1	-2.04583333333333
THAP8	0.653333333333333
HACE1	-0.715
FAM82C	-0.963
C3orf20	0.075
UNC84A	-0.890333333333333
SCD5	-0.923357142857143
LASS6	2.238875
LSG1	-0.45425
MAL	-4.7725
GPR22	-0.2495
WDR5B	-0.281
ACTRT1	0.2295
C17orf60	-1.4235
GRIN2C	3.6551
ARMC8	-0.633
SLC47A1	-2.48566666666667
DMPK	-0.108
DHRS13	0.7985
SMC1A	-1.47816666666667
KRTAP17-1	-0.05375
SMYD5	-0.00875
TUSC2	0.019
CRHR2	1.086
KIR3DL2	-0.000999999999999997
CCDC104	-0.28875
ATP2C1	0.01475
CROT	-1.56525
PABPC3	0.2355
EGR1	0.428
THSD1	-0.18125
KHK	-0.79375
SLC12A2	0.507125
CD58	-2.452
STOX2	-0.852833333333333
CCDC76	-1.1772
CCDC48	4.43075
DNAH1	-0.0885
ZIC4	0.86775
OR1G1	0.372
PSMC6	-1.57
PROKR1	0.9055
ABCB1	-2.1415
TRAT1	-3.0835
LLGL1	0.09
MTF1	1.9885
USP54	0.55875
PAGE2B	-2.7065
ITGB7	-2.55475
CCDC81	-0.682
LOC149837	0.08075
SCUBE1	0.0375
ZSCAN10	2.28
HUWE1	0.553357142857143
CDH17	0.7535
CD180	-1.0385
IL17A	0.46
TMPO	-1.267625
KIAA1524	-1.54816666666667
HDGFRP3	-1.25
OXCT1	-1.943
RRAS2	-0.498833333333333
LTBP2	1.0594375
SV2B	0.409333333333333
CYP2A6	6.37275
PKD1L2	-0.0623333333333333
PPM1M	-1.53075
FLJ22662	-1.291
ZNF502	-1.67975
GP6	-0.74475
CRYBA2	1.11775
LEF1	0.1767
CTPS	2.06742857142857
EYA1	-1.1725
EPS8L1	1.836
MAPK14	-1.03633333333333
SERPINB2	-4.22425
GTF2F2	-0.0756666666666667
ZNHIT4	0.085
PLA1A	-1.645125
C20orf114	6.1155
HPR	-3.17
C18orf2	-2.46216666666667
SATB2	1.177
KCNJ9	0.708375
MGC157906	1.486
MOCS3	0.0285
C17orf71	-0.6215
PPHLN1	0.1088
HIST1H2BN	-0.378625
RAPGEF1	-0.509625
MAP3K8	-0.08425
DLG4	0.9105
STC1	-0.234
CDGAP	-1.426
DDX26B	-0.83675
LOC150223	-0.68425
CPSF3	-0.972
TMEM14A	-0.16475
MYH3	0.30725
GPKOW	0.21975
SULT1A1	-0.497
SPON1	0.3334
YY1AP1	0.0905
RAB23	-1.53675
PLA2G4A	-4.87625
MAPRE3	0.00833333333333334
ZNF516	2.63728571428571
GGPS1	1.15575
EXOC3L2	0.962875
C19orf42	0.9717
MAP2K2	0.5365
HIST1H2BB	-0.046
RNF19B	1.31616666666667
C6orf128	-0.4035
TLR8	0.98025
PCDHA9	0.073
CARS2	-0.37525
CLUL1	0.373166666666667
RHAG	-3.35666666666667
UNK	0.1185
EXOC8	0.2584
C9orf95	-0.61775
C14orf143	-1.14483333333333
MAML3	0.545375
LDHA	-2.76275
MRPL20	-0.54925
KLHDC6	4.59433333333333
ATP5S	-1.43516666666667
C8orf55	0.31975
PHF19	-2.145125
KRTAP13-4	0.9575
TTC5	1.2665
XKR5	-0.12375
SILV	-3.873
TEX28	-0.944
TCTN1	0.08775
CX40.1	0.6005
PPP2R5C	-1.1445
C12orf30	-0.378666666666667
CAPG	1.982
MPZL1	0.16645
ARSB	-1.81766666666667
TDH	-2.6445
WASF4	2.12275
TSSK3	-0.196
7A5	3.664
CRISPLD1	-1.40575
MAD1L1	-0.369333333333333
SPIN4	-0.763833333333333
AMPD1	-1.4015
DPYSL5	-0.2195
INPP1	-1.75283333333333
ANKRD11	0.221333333333333
NPAS4	-0.18225
GCET2	-0.6173
RNASE9	1.271
GUCY2D	0.102
CCDC98	-0.4205
FGF4	-0.20025
CPM	-2.76283333333333
SLC26A4	-2.63083333333333
PLD5	-0.02975
FAM59A	2.3112
FBXO5	-0.251888888888889
SIPA1L1	0.339875
DPYS	1.35
ATG4D	1.093
TGM3	0.727
MTCH1	-1.452375
HK1	0.162
CDC26	-1.1095
GALNT12	-2.3585
LOC339229	1.1335
MRPL35	-0.11175
ORC4L	-0.76525
TNKS	-0.571357142857143
C2orf24	0.290666666666667
ZNF553	1.52033333333333
GGTLA1	1.3327
ZNF497	0.81125
CDY1B	0.18425
SLC30A4	-0.161375
TUB	-1.430875
ARHGEF18	0.32075
ARRB1	-0.3925
KCNK1	2.48625
EREG	-2.6883
SCAMP5	0.7885
RUNDC3B	-0.22625
ADAMTS20	-0.4385
IL17RB	-1.235625
FLJ20323	-1.4855
MCAM	0.4825
POLR3E	-0.38525
AQR	-0.194
IPMK	0.658
CDCA7	-3.533375
CAMP	3.572
GRHL3	1.70925
ADAMTSL2	1.08583333333333
CLMN	1.04833333333333
SSTR3	0.8695
MAGEA5	-1.187
OVOL2	4.87325
JMJD1B	-0.75075
RBL2	0.2282
PYGO2	1.1675
PPP1R10	1.35483333333333
CSE1L	-1.02866666666667
LCA5	0.421
RDH16	0.81425
ASRGL1	-1.39075
TOM1	0.322
PTX3	-5.946
TTC15	0.3015
SCGB3A1	2.79483333333333
MRPL50	-1.6645
RCAN3	1.972125
SLC26A11	1.023
STYX	0.306833333333333
CINP	-1.15075
MARCH7	-1.24175
PFKM	-1.214
SGMS1	1.52166666666667
RIOK3	-0.2883
C1orf110	3.707
CES7	-0.14325
LOC440248	-2.13175
PPP1R12C	-0.07675
C10orf27	0.897
ATG9A	-0.39375
MRPS26	0.549125
TMEM40	0.5265
ELP3	-0.6521
ZNF787	1.449
HIAT1	-1.1715
C8orf34	0.683
MGC4655	0.0604
PELI1	0.5125
PPT1	0.7303
SLC35C2	0.209
C6orf125	-0.43575
MUC4	2.92966666666667
RFC4	-2.81
GNB2	-0.347666666666667
NUP50	0.899928571428571
SULT4A1	1.329
C7	-0.0292857142857143
CCDC130	1.01816666666667
ARRDC4	-0.982
RQCD1	-1.9795
GLYCTK	-1.345
AYTL2	0.211272727272727
MTUS1	-0.9947
LEMD3	-0.233333333333333
PLEKHF2	0.71525
HOXA7	0.206125
GTF3C2	-0.2365
DYNLRB2	2.9335
CNOT10	-0.72875
MR1	-0.2
FFAR1	-0.0585
PRIC285	1.05025
SLITRK6	4.47775
LIX1	-2.3939
UBE1L2	-0.235833333333333
F8	0.343375
ACHE	0.0268333333333333
KPNA5	0.01025
TNFRSF12A	-1.98533333333333
EGR3	1.18
SERPIND1	-2.35966666666667
OASL	0.516
IFRD1	-1.388
WDFY1	-1.10316666666667
ZNF267	-0.40275
ACCN5	0.172
ZBTB6	-1.561
PPP1R3A	0.3455
PRRT3	3.22875
FBXL19	0.411
TXNIP	0.442571428571428
ACTN2	1.8665
ATG9B	0.3885
C9orf117	-0.017875
IL27	-1.9825
RPL36AL	-0.307666666666667
KLK15	1.53675
CHAD	4.5065
RAP2B	0.5699
HEBP2	2.25525
ZNF342	0.036
CAMK2G	-0.316
TLR3	-1.61525
FGF14	0.68125
HMGB2	-0.46275
TRPM5	0.703166666666667
OR5M11	0.366
KIF3B	1.43357894736842
PRICKLE2	-0.818
MTMR9	-1.777125
C3orf27	0.6495
GLRA3	4.19316666666667
NSDHL	-0.394
TMEM32	-0.19475
POLR2D	-1.86341666666667
MYADML	0.544
C9orf114	-0.40125
MRGPRX1	-0.3785
TOPORS	0.585
CLDN19	-0.92575
C1QL4	-0.0205
RNF165	0.369
DHRS9	1.5805
DNAH2	2.33616666666667
FXR1	-0.397833333333333
ZMYM3	-0.247
CASP3	-0.624333333333333
FAM120C	0.293
SCLY	-1.49125
CA7	0.138
ENTPD5	0.776333333333333
ZNF461	-0.0115
PDIA5	0.12575
C1orf19	-0.525333333333333
TMEM67	-0.982
KCTD20	-0.0605
WDR47	-0.3745
FLJ38723	3.3575
KLRF1	-0.8745
TAS2R16	0.2935
CLDN12	-1.13625
PRKCE	-0.18825
UBXD4	-2.14425
ITGAM	0.876
GLT8D3	-0.88875
WDR31	-0.2834
RGS2	0.131
OR51L1	1.3745
MST1R	0.38125
KIAA1737	0.13475
OR4A5	-0.599
GLIS1	-1.69616666666667
PTMA	0.6035
NAPA	-0.46925
PRDM11	0.276
LIPF	0.428
DIRAS3	-0.27425
ASGR2	-3.561625
C1QTNF4	0.1955
PIK3R4	-0.759333333333333
ARMC3	2.42325
NDUFV3	-0.267333333333333
BTBD3	0.161166666666667
PPP1R2	-0.520083333333333
UBE2NL	0.0585
FOSL2	1.96728571428571
FAM119A	-1.50816666666667
TUBA4A	-0.5724
KRTAP12-1	-0.143
SFRS2	-0.859
RHPN1	0.6376
EEF2	0.683666666666667
ZDHHC11	-1.53316666666667
EPHA3	-0.489
RBM12	-0.8845
H2AFJ	0.20875
EDIL3	0.744
KIF26A	-1.90425
SERGEF	0.3765
B3GALT4	2.09175
LOC90925	-0.0725
OSCAR	0.056875
NPFF	0.54375
DEDD	0.936125
TMEM155	-1.10625
PTPN1	-0.12925
SCYL2	-0.0243333333333333
SKAP1	4.14725
LEAP2	-3.21483333333333
GADD45G	0.7173
IFITM3	2.192625
PILRB	-1.74716666666667
SLU7	-0.364625
DSC3	-0.89675
DNMT3L	-1.0145
PAPD5	0.317
B3GNT3	1.45083333333333
LHCGR	-0.363
MSL-1	0.991
UBE2S	-0.944125
SAP130	-0.89175
ANAPC11	0.10975
MAGED4B	2.299
ATP6V1B2	-1.227
C14orf179	0.37275
CAPZA1	-1.005375
CDYL2	0.263
GLRX3	-0.988333333333333
LOC136288	-0.413333333333333
MOBKL1A	0.05525
HTR2B	-0.2615
CRYGD	-0.1275
NUS1	0.792666666666667
PGRMC1	0.209
MYOM2	-2.368
FLJ39653	-1.86716666666667
CHM	-0.3937
OR5M8	0.8145
ZNF619	0.256
FAM105A	-1.48275
CCNL1	-0.258625
NAP1L3	0.18975
C10orf57	0.708833333333333
B3GALNT1	-1.28416666666667
CSN1S2A	-0.367
TCP10L	0.96925
GDAP2	-0.83825
DMKN	2.012
COX6B1	0.17
DNASE2	0.324666666666667
MSH5	-1.01425
LGMN	-0.39875
USP31	0.9559
OR13C8	0.5695
SDCBP	-0.3631
NUDT11	-2.11033333333333
PYGL	-1.90683333333333
SNPH	-0.404
B3GNT4	0.6065
MIZF	-0.6172
NUBPL	0.00412499999999999
NOD1	0.140833333333333
CDH22	0.03725
NUBP1	-0.109166666666667
DSCAM	-2.97675
DGKI	-0.823
FAM136A	-1.18525
AKAP1	0.993333333333333
SLC16A6	-1.08525
RIN3	0.72125
PSG2	0.2295
DIP2B	0.651333333333333
PSORS1C1	0.6702
KIAA0495	-1.28
FLJ90709	-1.20183333333333
LPA	0.532333333333333
PIGA	-0.654166666666667
LY75	1.3655
UTS2	-6.08416666666667
RREB1	0.657375
GALNACT-2	0.237
MGC3196	-0.1085
FLJ31568	0.28475
LPHN1	1.81
SP1	1.223625
TOX4	1.67916666666667
HSPA9	-0.2029
APOBEC1	2.1655
SLC35E4	-0.737
LSM5	-0.888
SURF1	-1.13425
ZBTB1	-1.37833333333333
GTF2F1	0.34675
RPS15A	0.684071428571429
DUSP21	0.0698333333333333
GINS4	-1.463
MYO15A	0.507666666666667
GIMAP7	1.2705
MGC13379	1.6315
ATP6V1E2	-1.09366666666667
UTP3	-0.74075
HNRPA3	-1.2839375
MT4	-0.4835
C14orf155	0.3955
U1SNRNPBP	1.165
CKLF	-0.943166666666667
PLEKHN1	2.60083333333333
MBNL1	0.270416666666667
NUP160	-1.03375
ACSM2A	-2.73675
LOC129881	-0.76975
KIAA1529	0.25125
FLJ22639	-2.114
HAND1	-1.0155
GSX1	1.0165
FGA	0.3219375
SERPINB1	-0.492
ZNF642	3.96025
IGFBP1	-7.535
SLC1A1	0.455375
DHX57	0.242375
ZNF766	0.2705
PTPN21	-1.1905
GDPD3	-1.55266666666667
PNPLA5	0.5475
TBR1	0.0145
FAM116A	-0.32675
IQGAP1	-0.0785
FOS	-0.328875
ZNF226	-0.77575
FIGNL1	-0.436833333333333
C14orf1	-0.495666666666667
ZMYND17	-0.297
PUS7	-1.01966666666667
TUBB6	-1.40475
KCNQ2	-0.8665
MARCH6	-0.135083333333333
CCDC33	1.5155
PRODH	0.87125
RBM11	1.14625
EPHA6	0.392
SLC43A1	-0.34975
LOC196541	-0.02875
NTN1	2.52441666666667
ING4	-0.43775
PCDHB10	-2.2805
DPH2	-1.00883333333333
SPACA4	0.261
FBXL21	-3.7805
DIAPH1	-0.602666666666667
ZNF71	0.609166666666667
CEP76	-1.004
CORO1A	-1.482
RRM2	-2.841875
EDG4	2.6975
OS9	1.24
SLC4A1AP	-0.133
COG5	-1.306
COPS8	-1.48425
NGLY1	-1.98875
NCBP2	-0.551
C17orf42	0.1455
GPSM3	1.706
SIL1	0.511166666666667
ASB6	0.405
SMAD5OS	-0.511833333333333
UNC93A	-2.670375
A1BG	-0.6045
C21orf62	0.24575
FMO5	1.00691666666667
ATRIP	-0.527166666666667
CEBPG	0.287
C7orf38	-1.5185
TNFRSF1B	-0.545
CLEC1A	0.646333333333333
IQSEC1	0.520125
PATZ1	1.7906
RBM22	1.529
BAG2	-4.95416666666667
PAQR5	-0.907833333333333
C9orf127	0.2471
THNSL1	1.27975
SHROOM3	3.5021
JAM2	-1.78925
SNRPN	-2.68525
ALX4	0.123
CACNA1S	0.5915
FAM130A1	-0.01725
CORIN	1.316
CD300LB	1.051
PLEKHG6	0.5755
LRRC40	-1.4675
PCLKC	-0.8055
PCDHB16	-1.31083333333333
WNT2B	1.32916666666667
ASNS	-0.752333333333333
MRPL49	0.3835
FLJ46111	-0.94475
ISG20	0.681
SMU1	0.1285
CASZ1	0.366
POLR1D	-0.0415
GIN1	-1.61175
SNAG1	0.139333333333333
ANKRD29	-1.43625
CDKN2AIP	-1.74775
KRR1	-0.13475
CXCL1	2.6405
EPM2A	-0.1363
PC	-0.111166666666667
DEFB127	0.119
PDZRN4	0.2725
FAH	-0.6415
OR51E1	1.4335
CDC2L6	1.49866666666667
DNTTIP1	-0.35875
PAX8	-0.1515
TMEM116	-0.46125
C1orf150	0.4595
PRO2012	-0.10075
MRPL40	-1.45666666666667
BEX1	-2.3953
SLC2A4	-0.296333333333333
PKMYT1	-1.15825
FEZF2	-0.190333333333333
SLC26A9	4.16625
MAP2	-0.367333333333333
LYL1	-0.9795
SLC25A19	-0.316
NOS3	-0.1455
ZNF34	0.910333333333333
TMPRSS11F	-1.002
FAM43A	0.21325
FCRL4	0.98
KLF14	1.41325
FLRT2	-1.58216666666667
WRN	-1.78025
SDF2	0.8252
KRT8P12	-0.17
C6orf195	1.0365
C9orf125	0.414833333333333
DZIP3	-1.175
RIT1	-0.425583333333333
SCML1	-2.65866666666667
RHBDF2	1.292
OR2G3	-0.3585
REXO1L1	0.474
MAP3K7IP3	-1.143375
C3orf57	-4.6145
FBXW11	-0.604
ETAA1	-1.23325
C14orf131	-0.6893
AKT1S1	-0.18375
SLC12A5	-1.06971428571429
C9orf164	0.5815
NRIP3	0.303625
NOS1AP	0.4625
TMEM121	2.64475
SAP30BP	-0.4804
DGCR6	0.59725
WDR76	-2.27625
FAM82B	-0.851583333333333
LOC606495	-0.814
MAP9	2.47133333333333
BCDIN3D	0.47125
CXorf36	2.3945
DSCR3	-0.9407
ZFAND3	0.189
C7orf43	0.464333333333333
SPSB3	-0.075
C19orf19	1.289
FAM133A	-2.384875
C12orf25	0.97425
SLC39A3	-0.628625
DISP2	1.189
PI4KAP2	-2.4615
MKRN3	-1.04983333333333
ADAMTS13	-0.384125
CBLN3	0.4005
TTYH1	-1.238
C3orf18	0.56175
FLJ13236	0.13075
ZMYND12	2.096
C18orf25	0.648
GLB1L3	-1.4795
ATP13A5	0.2785
RANBP10	0.86175
CD96	-2.5986
DENND1C	0.58725
RBMS3	-0.0504
SLC41A3	0.626666666666667
DGCR6L	0.513
TMEM128	-1.76783333333333
CSNK1G3	-0.398285714285714
MOBKL2C	0.18225
TSPAN6	-0.3095
MATN2	-1.0649
MSL2L1	0.199333333333333
ST6GALNAC2	-1.58666666666667
FGFBP2	-0.713875
FGL1	-6.054
MPP3	-0.462333333333333
ARHGEF6	-0.847
TGFBR2	-1.301625
ACMSD	-0.338333333333333
IL33	-1.04675
C9orf5	-0.429416666666667
DEAF1	0.5074
AMN	2.152
DEFA6	-0.556571428571429
RNF212	0.54775
METT5D1	-0.0983333333333334
CIB1	0.4485
TSSK1B	0.03625
KIAA1727	0.69175
ZNF680	0.109166666666667
LOC399900	-0.6985
LOC152217	-0.941416666666667
CTNNAL1	-2.636
CIT	-1.20283333333333
TLE6	0.6055
ZNF607	-0.3675
HERC4	-1.65883333333333
DRAP1	-0.096
PEMT	-0.50325
C10orf111	-1.368
ZNF575	1.5515
KCTD7	0.299
MYO1F	-0.028875
LOC285382	-1.5915
RAB11A	-0.4064
PLCD3	-0.2535
C15orf28	-0.4725
PTBP2	-0.651875
CTB-1048E9.5	0.068
C19orf60	1.978
C7orf25	-0.00950000000000001
SETD7	0.132
HOXB9	-0.066
VANGL1	-0.014875
CHAF1B	-3.0405
NDUFA3	-0.15425
KIAA1328	-0.354333333333333
SHARPIN	0.376625
TTC23	-1.96675
UGP2	0.0107499999999999
ANKIB1	-0.4188
CIRBP	0.543857142857143
SEC14L4	3.32466666666667
OVCH1	0.4694
VPS52	-1.03825
FAT	-0.652875
M6PRBP1	0.5915
GPRIN3	-0.6005
PPM1F	0.269
TSR1	-0.204
CCDC85A	3.67975
PCSK5	-0.31475
ZFHX3	1.785
HEMK1	-1.4229
PGBD2	0.9645
RSRC2	-0.273
AURKC	-2.1425
SCRIB	0.127875
ORM2	-2.62733333333333
FAM115A	0.247
FZD6	1.22
UNC119	1.10183333333333
GPX3	1.3956
NOV	-0.28175
CABC1	1.002125
CDC42SE2	-1.04975
EIF2S2	-0.1454
RNF130	0.612875
CKAP5	-0.682166666666667
RP11-413M3.2	1.45825
C10orf18	0.2039
TMEM93	-0.6775
DYX1C1	-0.70925
KCNMB2	-1.6115
ANK3	1.212
KRT5	-1.6785
CDH12	-0.4095
QRSL1	-1.033125
JUB	-0.0595
SHC4	2.299625
CCL15	0.145333333333333
CCDC22	-0.485
SNX24	-1.63275
RARS	-0.9605
MORC2	1.43975
FAM48A	-0.5775
MT1H	0.248
PPP1R14C	-1.03333333333333
FOXD1	-0.675214285714286
C1orf213	-1.9915
AMT	-1.0972
DSN1	-1.212
PTPLAD2	-1.4005
DIS3L	-1.15475
RASL11A	1.50375
GPRC5B	0.25175
FRMD7	-0.1505
STRN4	0.28575
KITLG	-1.22890909090909
HDGF	1.001
OR1S1	0.7565
SETX	-0.6614
DDR2	-1.93425
KCTD12	-0.01
LYZL2	1.229
WDR52	1.16
TMEM2	0.51725
ZNF579	1.81833333333333
LOC200810	0.98675
TNFSF9	-1.04275
PPFIA4	-1.26325
CNIH3	0.274833333333333
MAP4K4	-2.20814285714286
ROD1	0.391285714285714
ALS2CR12	-0.573333333333333
DOCK3	0.368166666666667
PAQR9	-3.811
ASB17	0.0716666666666667
STX16	-0.96025
FEZ2	-0.772333333333333
DLAT	-0.2825
KIF21B	-0.452833333333333
CDC5L	-0.2415
TMEM119	0.265333333333333
CRIP3	0.24625
TPSD1	0.616833333333333
TEPP	1.34475
GNGT2	0.1145
C21orf121	1.17475
WNK1	1.03708333333333
FLJ10490	1.0403
OR51B5	-1.7085
LOC203547	-0.660125
HAS1	-1.571
PPA1	-0.480333333333333
ST7	-0.552125
C11orf46	0.5863
POPDC3	-3.47183333333333
ACOX2	0.3935
ATCAY	0.0671666666666667
TM4SF19	-1.30975
MFSD9	0.151
PDHB	-1.27925
ERN1	0.422
LCE3C	0.997
GPR111	-1.039
NOTCH3	4.16033333333333
ADAMTS5	2.15975
B3GALT1	-0.462
UGCGL1	-0.3135
FAM58A	0.234666666666667
FBXO32	2.14425
CLPP	0.334
NXPH1	-0.68625
MTMR3	0.9145
ATP1B3	-1.035375
TMEM16A	2.3185
HIST1H3F	0.659666666666667
TRIM25	0.103666666666667
SDCBP2	0.894
CRKL	-1.449
HOXB2	3.192
ANP32B	-0.210875
GATM	2.825
AP4E1	-1.08028571428571
EDG5	0.610875
CDKN3	-2.82083333333333
CDH4	-2.16
PGD	-1.00666666666667
RND1	2.342
GAD1	-3.091
MPG	-0.0225
LOC440350	0.127
ZNF133	0.7875
SERPINB12	-1.344
AMELY	-0.517
DHX36	-0.553
TNFAIP8L2	3.10866666666667
PHTF2	-0.267944444444444
CCDC112	-0.742333333333333
IQCC	0.4375
HEYL	4.303
FTSJ2	-1.21016666666667
APPL1	0.184625
RAB43	0.944071428571429
OR10G2	0.8385
WAC	0.386166666666667
ADCY9	0.757
RUNDC2B	1.61466666666667
PYCRL	1.5666
AGPAT7	-0.732666666666667
SLC22A9	-1.0546
CDKAL1	-0.072
PDYN	-0.825666666666667
C20orf74	1.967
MTMR11	0.4545
VAV3	2.254
DAPL1	-0.42025
STXBP3	-0.849
EIF3G	-0.467
ARHGAP22	0.828
NPFFR1	0.623
NPC1	-1.033
ALDH9A1	0.5705
ZNF600	0.3355
ZNF678	0.0623333333333333
RASSF1	-1.12216666666667
ADD2	-2.7285
PITPNB	0.309125
PKD2L2	0.23025
LRP11	0.8565
CDKL1	-1.45425
SMEK2	0.19025
PRODH2	-2.422
C11orf54	0.130166666666667
SFRS11	-0.7315
IL7	-2.559
ALS2CR16	2.14575
BTG3	-0.361333333333333
PAK2	-0.694
RP11-679B17.1	-1.2555
GATA4	-1.116
ATP2B1	-0.00525
LOC130940	1.4995
C1orf172	3.082
ATF7IP2	0.358
SLC25A43	-0.238
CENTG3	0.72075
IGF2BP1	-3.3079
FCHSD1	0.392
CAMK2N2	1.94666666666667
ELAVL3	0.153
NBPF15	1.0225
UBE2J2	-0.60375
GNL2	-0.41225
PRR3	0.4969
NLF2	2.54575
OR4F6	0.1515
KLHL24	1.75833333333333
CCDC88A	-2.9413
SGPP1	-1.9645
C10orf11	1.2875
SLC35B4	-1.034
UGT3A2	0.947
ARNT2	0.2392
CBR1	-0.4905
ITPR3	-0.692833333333333
TRAPPC6B	0.300777777777778
AMZ1	4.3535
ARP11	1.181
WDSUB1	-1.88075
APBA1	0.156666666666667
RAB2A	0.3221
C6orf162	-3.881375
HPSE2	0.3525
PLCE1	1.70775
INSL3	1.2445
DLG1	-1.025
PTPLA	-4.5185
PIGX	-2.290875
TFIP11	0.204833333333333
FIBIN	1.1795
POLR2G	-0.5875
GRAP2	-2.4889
DNAJB8	-0.31525
CNBP	0.263666666666667
WASF1	-1.0785
INPP5E	-1.6293
HSPB1	0.72925
TMEM167	-1.1057
CUBN	0.45775
IGF1	-0.466125
ITPK1	-0.4214
NAALAD2	-1.542
G3BP1	0.1289
NT5DC1	0.130625
CYP39A1	-1.1155
TMEM139	-1.44336363636364
POLK	-1.52422222222222
GLULD1	-2.1395
RBM15	-0.288
AMZ2	-0.36925
GDF15	1.69916666666667
MESDC2	-0.69425
INCA	-1.13833333333333
ACY1L2	-3.2995
GZMM	2.0775
PAIP1	-0.07925
CACNA2D1	-0.668
STK32C	-0.392166666666667
SH3BP4	-0.0613333333333334
DEC1	0.605
PADI1	-0.4565
UBB	-0.8386
PON3	-2.604
PROP1	1.209
ANKRD13B	2.059
ADCK1	-0.74325
TCF25	0.549916666666667
SLC38A5	-2.55975
CXorf26	0.638666666666667
C19orf39	0.50975
PPP1R13B	0.253
ARL2	0.196
TCL6	1.02533333333333
TOP3A	-0.402
SLC16A14	-2.32275
FXYD6	1.7405
HIST1H4E	-0.04925
BBC3	1.15431578947368
UNC5A	0.320833333333333
FAM86C	-0.458
PI4KB	1.589375
B3GAT1	-3.97675
SUSD2	1.00033333333333
OAZ2	-0.6415
NOC4L	0.7615
C10orf12	0.21675
FADS1	-1.19866666666667
LOC144097	0.22975
DKK2	-0.892666666666667
KIAA1949	-0.7525
RHOT1	-0.5118
OXT	2.17583333333333
GPR153	2.15175
ARL4A	-1.07616666666667
SAAL1	-2.64475
CCDC64	1.076
USE1	1.30783333333333
HNMT	-0.168
PCGF3	-0.9475625
CYP2C19	0.51375
C20orf4	0.4675
CCDC11	-0.27875
ACSBG2	-0.043
RWDD2A	0.075
PALLD	1.335
CPLX4	0.0045
LOC492311	-1.12425
KPNA2	-2.51716666666667
MACROD1	1.1047
TMCO3	-1.0655
C15orf52	-1.041
