Hybridization REF	TCGA-A2-A0YJ-01A-11R-A109-07
MUSK	0.332166666666667
ZNF434	-0.0808333333333333
SMARCD1	-0.210333333333333
ZFP106	-0.492
ZNF347	-0.383
GTF2E1	-0.247
RY1	-0.0846666666666667
ATAD2B	0.966
ARHGAP17	-0.0838
KCNIP3	-0.07675
SFPQ	-0.4755
GFRA4	0.444833333333333
AKR1B10	-3.384
TIGD6	0.271333333333333
RGS16	1.97525
URB1	-0.0395
OR4C46	0.282333333333333
TOP3B	-0.854
NFATC4	0.062
CA14	-4.65
BMPR1A	0.5655
SNRP70	-0.980375
PRL	-0.024
C6orf130	1.8945
STAG2	-0.876
CD55	-0.808857142857143
RPS23	-0.121666666666667
SSX2	-1.3635
FDPSL2A	0.46575
FBXO27	2.693875
SYNGR3	-0.721
TMSL3	0.6475
EML1	-3.6525
NUP93	0.140333333333333
SMAD3	-1.3566
KIAA1189	1.02933333333333
HNRPUL2	0.600333333333333
TBC1D12	0.156333333333333
C16orf24	0.45775
MRVI1	-0.0488333333333333
ZNF581	-1.20833333333333
ELOVL3	1.227
OR51Q1	0.5105
CACNB3	1.67
GALNT13	-1.94725
C10orf84	-0.8921875
NEDD4	-2.8111
SPO11	-0.379
OR5AU1	0.4545
NEK4	-0.420357142857143
PRKAR2A	0.874833333333333
IHPK1	0.379666666666667
ATP6V0B	0.745
CACNA1E	1.073
CEACAM8	-0.55
PEX14	-0.8185
FLJ12993	-2.945
ZBTB38	-0.497583333333333
PCTK2	-0.013
LRRC16	1.4488
FBLIM1	1.29516666666667
FYCO1	1.211
RP5-1022P6.2	-0.4925
CMTM1	-0.0265
PLTP	1.91433333333333
RAPH1	0.370875
DOCK8	-0.469
EZH2	-1.3914
SLC25A1	-0.829
PLEKHB1	2.6897
GRB7	3.249
ZFP37	-0.02025
MRPL33	-0.22325
PELO	-1.10625
ARMC1	0.919636363636364
C9orf27	0.04125
FLJ25778	0.4325
C9orf37	-1.08916666666667
TMEM66	-0.3975
SPRN	0.196125
HBEGF	0.863875
PI4KA	-1.442
LEPRE1	-0.64375
POU2AF1	-3.660625
MRPL12	0.0901666666666667
REP15	-0.213
ZC3H3	1.18825
RASAL1	1.7245
DDAH1	1.36525
ACBD5	0.431
TMC2	0.498
CCDC137	-0.994
SAMD13	0.977
UGT2B15	-3.51283333333333
TIPARP	-1.38975
DNASE1L3	0.1635
TRIM72	0.406
DBX2	0.022
IPO8	0.06425
C21orf88	-0.675
MAP3K14	-0.30825
LOC51233	0.227666666666667
GGTLA4	0.9765
PDE6D	0.0246666666666667
ZNF117	-0.57375
CLK2	0.181625
NKRF	-0.39475
TNFSF15	-0.1191
DUSP2	1.4455
SECISBP2	-0.2545
GABRR2	-0.443
PPAP2C	1.73725
LOC51145	-0.0568333333333333
PAG1	-0.710625
PIK3C3	1.05575
GNG10	-0.2125
APOL4	-0.323
ANKRD28	-0.327375
STMN3	-2.4342
RAB14	0.8846
CDK2AP2	-0.36575
HDDC3	-0.360714285714286
COMMD7	1.18125
CXXC1	-0.2565
HMCN1	-1.88816666666667
CD40	-0.1015
DYNC1LI2	0.4525
GDI1	-0.34675
LOC646938	-0.1475
VSNL1	-2.1115
PIH1D1	-0.947833333333334
RAET1G	-1.1405
KRTAP5-9	0.292
EFTUD2	-0.6575
ZNF311	-2.37083333333333
ATP6V1G3	-0.47475
OR2W3	-0.80575
SCN4A	0.26525
MED10	-1.632
FAM135A	0.842
ARHGAP4	-1.6985
EHMT2	-0.477375
UFD1L	-1.18325
ERMP1	0.9805
MAG1	1.07666666666667
THAP8	2.0658
HACE1	-0.582166666666667
FAM82C	0.0268333333333333
C3orf20	-0.4885
UNC84A	0.825666666666667
SCD5	-0.343928571428571
LASS6	0.52725
LSG1	-0.139
MAL	-4.14775
GPR22	0.433
WDR5B	0.729
ACTRT1	0.5505
C17orf60	-0.863333333333333
GRIN2C	2.3323
ARMC8	-0.312583333333333
SLC47A1	-2.52566666666667
DMPK	-0.52925
DHRS13	-0.497
SMC1A	-1.107
KRTAP17-1	0.17625
SMYD5	0.01125
TUSC2	0.035375
CRHR2	0.504
KIR3DL2	-0.2105
CCDC104	0.083
ATP2C1	0.76525
CROT	-3.0595
PABPC3	1.689
EGR1	0.068
THSD1	-1.21475
KHK	0.26075
SLC12A2	-1.0974
CD58	-0.79725
STOX2	0.594833333333333
CCDC76	-1.4036
CCDC48	1.80825
DNAH1	0.0685
ZIC4	0.5815
OR1G1	-0.46
PSMC6	-1.3465
PROKR1	0.295
ABCB1	-2.92375
TRAT1	-2.66575
LLGL1	0.867
MTF1	0.31725
USP54	1.0455
PAGE2B	3.623
ITGB7	-3.891
CCDC81	-0.157
LOC149837	1.42225
SCUBE1	0.022
ZSCAN10	0.3865
HUWE1	0.0288571428571428
CDH17	-1.099
CD180	0.764
IL17A	0.169
TMPO	-0.85875
KIAA1524	-0.6215
HDGFRP3	-3.83816666666667
OXCT1	-0.466545454545455
RRAS2	-0.301833333333333
LTBP2	1.6306875
SV2B	-0.3415
CYP2A6	0.271875
PKD1L2	0.0516666666666667
PPM1M	0.870666666666667
FLJ22662	2.10783333333333
ZNF502	1.93775
GP6	-0.53825
CRYBA2	-0.6845
LEF1	-3.8826
CTPS	-1.08942857142857
EYA1	-3.98816666666667
EPS8L1	-0.169
MAPK14	0.462166666666667
SERPINB2	-5.125625
GTF2F2	0.546333333333333
ZNHIT4	0.189
PLA1A	-1.553625
C20orf114	-0.05575
HPR	-4.1665
C18orf2	-2.74066666666667
SATB2	-0.40325
KCNJ9	0.140714285714286
MGC157906	1.0885
MOCS3	0.764
C17orf71	-0.303666666666667
PPHLN1	0.5351
HIST1H2BN	-1.364
RAPGEF1	-0.45775
MAP3K8	1.68675
DLG4	0.367166666666667
STC1	-0.473666666666667
CDGAP	1.31375
DDX26B	-0.9185
LOC150223	-1.0725
CPSF3	0.229833333333333
TMEM14A	0.618
MYH3	-2.59925
GPKOW	-0.75325
SULT1A1	-1.8722
SPON1	0.3522
YY1AP1	0.532
RAB23	1.6015
PLA2G4A	-5.3795
MAPRE3	1.36175
ZNF516	0.595642857142857
GGPS1	0.23325
EXOC3L2	-0.392875
C19orf42	0.261
MAP2K2	-0.440833333333333
HIST1H2BB	-1.83625
RNF19B	0.5325
C6orf128	0.673666666666667
TLR8	1.7765
PCDHA9	0.1145
CARS2	1.45
CLUL1	2.66716666666667
RHAG	-4.056
UNK	-0.523
EXOC8	0.9968
C9orf95	0.9385
C14orf143	-1.97116666666667
MAML3	-0.214875
LDHA	-1.12325
MRPL20	-0.61325
KLHDC6	3.05516666666667
ATP5S	-0.599833333333333
C8orf55	1.42625
PHF19	-1.326875
KRTAP13-4	0.52
TTC5	-0.6435
XKR5	-0.20225
SILV	-4.93233333333333
TEX28	0.395
TCTN1	0.291
CX40.1	0.13875
PPP2R5C	-0.420125
C12orf30	-0.464166666666667
CAPG	2.4515
MPZL1	1.26045
ARSB	-0.117
TDH	-1.988
WASF4	-0.50875
TSSK3	-0.770833333333333
7A5	3.1085
CRISPLD1	3.75675
MAD1L1	0.711166666666667
SPIN4	-0.102166666666667
AMPD1	-1.07
DPYSL5	0.2885
INPP1	-0.0753333333333333
ANKRD11	-0.990388888888889
NPAS4	0.196
GCET2	-0.5133
RNASE9	-0.151
GUCY2D	0.502
CCDC98	-0.7485
FGF4	-0.157375
CPM	0.514
SLC26A4	-1.84666666666667
PLD5	-0.24675
FAM59A	-0.0912
FBXO5	-1.07144444444444
SIPA1L1	-0.19275
DPYS	0.4715
ATG4D	0.30975
TGM3	0.481
MTCH1	0.628
HK1	-0.140285714285714
CDC26	-0.12125
GALNT12	-0.684166666666667
LOC339229	-0.1725
MRPL35	-0.028125
ORC4L	-0.166375
TNKS	-0.469071428571429
C2orf24	0.0233333333333333
ZNF553	-0.197166666666667
GGTLA1	1.71266666666667
ZNF497	-0.52475
CDY1B	0.73775
SLC30A4	-0.062875
TUB	0.45275
ARHGEF18	0.0415
ARRB1	-0.2145
KCNK1	1.287875
EREG	1.7183
SCAMP5	0.689
RUNDC3B	-1.25425
ADAMTS20	-0.4025
IL17RB	0.900125
FLJ20323	-0.24625
MCAM	0.596125
POLR3E	-1.84583333333333
AQR	0.314666666666667
IPMK	0.8705
CDCA7	-1.811375
CAMP	4.7705
GRHL3	2.851
ADAMTSL2	0.305333333333333
CLMN	2.29033333333333
SSTR3	0.553
MAGEA5	0.576333333333333
OVOL2	3.53475
JMJD1B	-0.55875
RBL2	-0.3751
PYGO2	1.11925
PPP1R10	0.68
CSE1L	-0.563333333333333
LCA5	-0.617
RDH16	1.02425
ASRGL1	-1.515
TOM1	1.60333333333333
PTX3	-4.32475
TTC15	0.90125
SCGB3A1	2.2805
MRPL50	-1.0545
RCAN3	1.009125
SLC26A11	-0.35925
STYX	-0.459
CINP	-0.02175
MARCH7	-0.31375
PFKM	-0.959833333333333
SGMS1	0.3765
RIOK3	1.2835
C1orf110	0.7915
CES7	0.289875
LOC440248	-3.1385
PPP1R12C	-1.19566666666667
C10orf27	0.9425
ATG9A	0.0935
MRPS26	0.989875
TMEM40	2.0695
ELP3	-1.0054
ZNF787	-0.3044
HIAT1	-0.194125
C8orf34	0.1945
MGC4655	-0.6318
PELI1	1.23216666666667
PPT1	0.8476
SLC35C2	0.6095
C6orf125	-0.181
MUC4	-1.18966666666667
RFC4	-1.90471428571429
GNB2	0.519666666666667
NUP50	0.241142857142857
SULT4A1	-1.2465
C7	0.12825
CCDC130	-0.631166666666667
ARRDC4	-0.9625
RQCD1	-0.6165
GLYCTK	-0.6075
AYTL2	0.440454545454546
MTUS1	-0.697
LEMD3	0.650833333333333
PLEKHF2	0.038
HOXA7	-1.666875
GTF3C2	0.3825
DYNLRB2	-2.47675
CNOT10	-0.07025
MR1	0.4605
FFAR1	0.2865
PRIC285	0.3295
SLITRK6	2.602
LIX1	-1.5953
UBE1L2	-0.707083333333333
F8	0.888625
ACHE	0.01
KPNA5	0.5065
TNFRSF12A	0.228166666666667
EGR3	-1.477
SERPIND1	-3.6865
OASL	-0.1825
IFRD1	0.718125
WDFY1	0.314666666666667
ZNF267	-0.426875
ACCN5	0.837
ZBTB6	-0.68875
PPP1R3A	0.5045
PRRT3	0.633
FBXL19	-0.46
TXNIP	-0.733357142857143
ACTN2	-1.33425
ATG9B	0.130625
C9orf117	0.442875
IL27	0.3395
RPL36AL	-1.11416666666667
KLK15	-0.32975
CHAD	0.4735
RAP2B	0.1786
HEBP2	1.75625
ZNF342	-0.176
CAMK2G	-0.802833333333333
TLR3	-1.96225
FGF14	3.0185
HMGB2	-1.465125
TRPM5	0.367833333333333
OR5M11	0.128
KIF3B	0.273722222222222
PRICKLE2	0.43775
MTMR9	-0.831625
C3orf27	0.3815
GLRA3	-1.46966666666667
NSDHL	-0.0188333333333333
TMEM32	0.25025
POLR2D	1.14875
MYADML	0.2395
C9orf114	-0.66575
MRGPRX1	0.234
TOPORS	0.0885
CLDN19	-0.4
C1QL4	0.187
RNF165	-1.4405
DHRS9	0.15425
DNAH2	0.239166666666667
FXR1	-0.525333333333333
ZMYM3	-1.1745
CASP3	-0.0393333333333333
FAM120C	-0.011375
SCLY	-0.882
CA7	-0.2275
ENTPD5	0.2402
ZNF461	0.453125
PDIA5	0.5735
C1orf19	-0.1015
TMEM67	0.37825
KCTD20	0.5475
WDR47	0.2995
FLJ38723	0.3455
KLRF1	-0.368333333333333
TAS2R16	0.5805
CLDN12	0.47025
PRKCE	-0.03625
UBXD4	0.99075
ITGAM	2.18816666666667
GLT8D3	0.184375
WDR31	0.6927
RGS2	1.5605
OR51L1	0.3785
MST1R	0.776
KIAA1737	0.51225
OR4A5	0.412
GLIS1	2.244
PTMA	0.000142857142857151
NAPA	-0.051
PRDM11	-0.15125
LIPF	0.003
DIRAS3	0.03575
ASGR2	-4.393125
C1QTNF4	0.3605
PIK3R4	-0.0185
ARMC3	-0.151
NDUFV3	-0.0794166666666667
BTBD3	1.88216666666667
PPP1R2	-0.0345833333333333
UBE2NL	-0.1265
FOSL2	1.37764285714286
FAM119A	-0.167166666666667
TUBA4A	0.9899
KRTAP12-1	0.4635
SFRS2	-0.8095
RHPN1	0.1523
EEF2	-1.25133333333333
ZDHHC11	-1.7375
EPHA3	-1.7949
RBM12	-0.29475
H2AFJ	0.67825
EDIL3	0.7085
KIF26A	-2.243
SERGEF	0.23975
B3GALT4	2.7975
LOC90925	0.195666666666667
OSCAR	0.1765
NPFF	-1.211625
DEDD	1.054875
TMEM155	0.180125
PTPN1	-0.43125
SCYL2	0.9265
SKAP1	-1.49775
LEAP2	-3.07016666666667
GADD45G	0.4768
IFITM3	0.20275
PILRB	-2.536
SLU7	-0.997266666666667
DSC3	5.4035
DNMT3L	1.375
PAPD5	0.26825
B3GNT3	1.79033333333333
LHCGR	0.55
MSL-1	2.37375
UBE2S	-1.728
SAP130	0.98525
ANAPC11	0.03075
MAGED4B	-0.913
ATP6V1B2	-0.282333333333333
C14orf179	0.05525
CAPZA1	-0.417375
CDYL2	-1.49216666666667
GLRX3	-1.22016666666667
LOC136288	-0.33275
MOBKL1A	0.2
HTR2B	0.31225
CRYGD	0.0975
NUS1	0.455666666666667
PGRMC1	0.472
MYOM2	-1.8255
FLJ39653	-3.29766666666667
CHM	-0.5706
OR5M8	0.4605
ZNF619	-0.651
FAM105A	-0.31875
CCNL1	-1.57075
NAP1L3	-2.433
C10orf57	2.88833333333333
B3GALNT1	1.23816666666667
CSN1S2A	-0.3985
TCP10L	1.2635
GDAP2	0.389
DMKN	2.2365
COX6B1	1.06825
DNASE2	1.47066666666667
MSH5	-2.014
LGMN	0.136375
USP31	0.5402
OR13C8	0.852
SDCBP	2.0888
NUDT11	-3.57566666666667
PYGL	-2.35833333333333
SNPH	-0.0365
B3GNT4	1.459
MIZF	0.1294
NUBPL	-0.998
NOD1	0.757166666666667
CDH22	-0.406875
NUBP1	-0.127666666666667
DSCAM	-4.28675
DGKI	-0.9445
FAM136A	0.2545
AKAP1	0.323833333333333
SLC16A6	-3.349
RIN3	1.33875
PSG2	-0.1685
DIP2B	-0.734363636363636
PSORS1C1	1.495
KIAA0495	-0.34
FLJ90709	-0.960833333333333
LPA	-0.295333333333333
PIGA	0.176833333333333
LY75	3.80816666666667
UTS2	-6.21083333333333
RREB1	0.00825000000000001
GALNACT-2	0.4967
MGC3196	0.11975
FLJ31568	-0.147
LPHN1	-0.1805
SP1	0.76175
TOX4	-0.171333333333333
HSPA9	-0.2874
APOBEC1	-0.432
SLC35E4	-1.6555
LSM5	-0.4555
SURF1	0.0785
ZBTB1	-1.06933333333333
GTF2F1	-0.271
RPS15A	0.5215
DUSP21	-0.301833333333333
GINS4	-1.41916666666667
MYO15A	1.144
GIMAP7	1.11625
MGC13379	1.56125
ATP6V1E2	2.26116666666667
UTP3	-0.36975
HNRPA3	-1.0613125
MT4	0.101
C14orf155	0.09375
U1SNRNPBP	-0.19575
CKLF	-0.7795
PLEKHN1	0.0085
MBNL1	-0.765083333333333
NUP160	-1.98625
ACSM2A	-1.78775
LOC129881	-1.16825
KIAA1529	-1.63675
FLJ22639	-2.1755
HAND1	-1.4245
GSX1	0.622
FGA	-3.7733125
SERPINB1	-0.683
ZNF642	0.43
IGFBP1	-8.08675
SLC1A1	-1.20775
DHX57	0.422875
ZNF766	-0.669
PTPN21	0.2068
GDPD3	0.274666666666667
PNPLA5	0.368
TBR1	0.114
FAM116A	0.1735
IQGAP1	0.86675
FOS	-1.260625
ZNF226	-2.593625
FIGNL1	0.2485
C14orf1	0.357
ZMYND17	-0.4555
PUS7	0.1974
TUBB6	-0.192375
KCNQ2	-1.393
MARCH6	-0.728916666666667
CCDC33	0.82
PRODH	-1.99675
RBM11	-0.91925
EPHA6	0.068
SLC43A1	0.1
LOC196541	-0.0025
NTN1	1.625
ING4	0.02425
PCDHB10	0.9035
DPH2	0.437
SPACA4	0.12375
FBXL21	-3.862
DIAPH1	-0.912833333333333
ZNF71	-0.230166666666667
CEP76	0.36
CORO1A	-0.9655
RRM2	-1.254625
EDG4	1.408
OS9	0.4115
SLC4A1AP	0.66525
COG5	0.11175
COPS8	-0.69825
NGLY1	-0.57525
NCBP2	-0.34675
C17orf42	-0.876833333333333
GPSM3	0.409125
SIL1	0.155666666666667
ASB6	0.599
SMAD5OS	-0.882166666666667
UNC93A	-2.9045
A1BG	-0.290666666666667
C21orf62	0.091
FMO5	-0.726666666666667
ATRIP	0.338666666666667
CEBPG	1.4972
C7orf38	0.234333333333333
TNFRSF1B	0.515166666666667
CLEC1A	0.817
IQSEC1	0.245125
PATZ1	-0.6861
RBM22	-0.382625
BAG2	0.674166666666667
PAQR5	-0.177
C9orf127	1.7459
THNSL1	2.02275
SHROOM3	1.7299
JAM2	-0.64425
SNRPN	-2.908
ALX4	0.59
CACNA1S	0.3425
FAM130A1	1.129
CORIN	1.569
CD300LB	0.5035
PLEKHG6	1.905
LRRC40	-1.0155
PCLKC	-1.32475
PCDHB16	1.05783333333333
WNT2B	0.643333333333333
ASNS	-0.152444444444444
MRPL49	0.714625
FLJ46111	-0.28475
ISG20	0.24175
SMU1	0.442333333333333
CASZ1	0.432
POLR1D	0.409333333333333
GIN1	-1.35075
SNAG1	0.910833333333333
ANKRD29	-2.4075
CDKN2AIP	-0.478
KRR1	-1.1885
CXCL1	-2.37433333333333
EPM2A	0.9394
PC	-0.172333333333333
DEFB127	-0.186
PDZRN4	0.189166666666667
FAH	-0.794625
OR51E1	1.512
CDC2L6	1.26833333333333
DNTTIP1	0.02825
PAX8	0.92475
TMEM116	-0.606
C1orf150	0.4475
PRO2012	0.28025
MRPL40	-0.891833333333333
BEX1	-4.0023
SLC2A4	-0.731333333333333
PKMYT1	-0.20575
FEZF2	0.0178333333333334
SLC26A9	4.14225
MAP2	2.26933333333333
LYL1	-1.6695
SLC25A19	0.0591666666666667
NOS3	0.764
ZNF34	1.27666666666667
TMPRSS11F	-0.106
FAM43A	-1.02225
FCRL4	-0.185666666666667
KLF14	0.0845
FLRT2	-1.7715
WRN	-2.06775
SDF2	0.1823
KRT8P12	-0.26625
C6orf195	0.4645
C9orf125	-2.64233333333333
DZIP3	-1.32725
RIT1	0.3605
SCML1	-4.151
RHBDF2	0.942
OR2G3	0.116
REXO1L1	-0.503
MAP3K7IP3	0.02575
C3orf57	-7.19375
FBXW11	-1.92266666666667
ETAA1	-0.684
C14orf131	-0.8841
AKT1S1	-1.129
SLC12A5	-1.194875
C9orf164	1.29175
NRIP3	-0.902
NOS1AP	-1.37625
TMEM121	2.0775
SAP30BP	0.0666
DGCR6	-0.04975
WDR76	-1.17575
FAM82B	0.606583333333333
LOC606495	-0.17
MAP9	0.804
BCDIN3D	0.74875
CXorf36	2.31916666666667
DSCR3	0.4525
ZFAND3	0.212375
C7orf43	0.000333333333333324
SPSB3	0.6756
C19orf19	0.324
FAM133A	-3.724625
C12orf25	0.88475
SLC39A3	-0.397375
DISP2	3.15875
PI4KAP2	-2.3075
MKRN3	-0.562
ADAMTS13	-0.167
CBLN3	0.374
TTYH1	-0.113166666666667
C3orf18	0.64175
FLJ13236	-2.30075
ZMYND12	3.45125
C18orf25	1.198
GLB1L3	-0.0145
ATP13A5	0.714
RANBP10	-0.321
CD96	-2.0266
DENND1C	-0.51325
RBMS3	-1.6137
SLC41A3	1.07766666666667
DGCR6L	-0.064
TMEM128	-0.247166666666667
CSNK1G3	-0.620142857142857
MOBKL2C	0.727625
TSPAN6	0.413375
MATN2	-2.6795
MSL2L1	-0.448166666666667
ST6GALNAC2	0.325166666666667
FGFBP2	0.16625
FGL1	-7.162
MPP3	-1.88
ARHGEF6	0.313166666666667
TGFBR2	-0.9065
ACMSD	-0.14825
IL33	1.007
C9orf5	-0.0621666666666666
DEAF1	-0.0348
AMN	0.446
DEFA6	0.3685
RNF212	-1.84825
METT5D1	-0.264
CIB1	-0.4096
TSSK1B	0.02975
KIAA1727	1.4575
ZNF680	-0.182416666666667
LOC399900	-1.332
LOC152217	0.131416666666667
CTNNAL1	-3.3145
CIT	-1.86216666666667
TLE6	1.346
ZNF607	-0.10175
HERC4	-1.442
DRAP1	-0.4013
PEMT	-0.43025
C10orf111	0.3545
ZNF575	0.197375
KCTD7	0.21675
MYO1F	-0.00462499999999995
LOC285382	-0.79425
RAB11A	0.1383
PLCD3	-0.5405
C15orf28	0.48
PTBP2	-1.7065
CTB-1048E9.5	0.00362500000000001
C19orf60	-0.231833333333333
C7orf25	1.4855
SETD7	0.480125
HOXB9	-5.0455
VANGL1	0.0911875
CHAF1B	-0.483
NDUFA3	-0.81525
KIAA1328	1.21583333333333
SHARPIN	0.743625
TTC23	0.022125
UGP2	1.69475
ANKIB1	0.5784
CIRBP	-1.33185714285714
SEC14L4	-3.51733333333333
OVCH1	0.4585
VPS52	-0.43475
FAT	1.059
M6PRBP1	-0.1005
GPRIN3	0.1625
PPM1F	-0.379166666666667
TSR1	0.21575
CCDC85A	2.60675
PCSK5	-0.70275
ZFHX3	-0.6215
HEMK1	-0.654
PGBD2	-1.222
RSRC2	-0.615166666666667
AURKC	-2.167
SCRIB	1.21825
ORM2	-1.59183333333333
FAM115A	-0.8646
FZD6	2.841625
UNC119	0.164666666666667
GPX3	-0.417
NOV	-0.898625
CABC1	0.629375
CDC42SE2	-0.814625
EIF2S2	0.6682
RNF130	0.487625
CKAP5	-0.377833333333333
RP11-413M3.2	-0.071125
C10orf18	1.6573
TMEM93	0.282
DYX1C1	-0.453
KCNMB2	-1.284625
ANK3	0.422416666666667
KRT5	1.2434
CDH12	-1.050125
QRSL1	0.960875
JUB	-1.238
SHC4	3.970625
CCL15	0.7085
CCDC22	-0.389
SNX24	-1.16675
RARS	-1.0025
MORC2	0.404
FAM48A	0.7075
MT1H	0.0065
PPP1R14C	4.21883333333333
FOXD1	-0.511857142857143
C1orf213	-2.62525
AMT	-2.3489
DSN1	-0.842
PTPLAD2	2.78475
DIS3L	-0.6755
RASL11A	-0.1785
GPRC5B	1.9125
FRMD7	1.284
STRN4	-0.09125
KITLG	-1.2245
HDGF	-0.0895
OR1S1	0.271
SETX	-0.7988
DDR2	-0.217125
KCTD12	0.1015
LYZL2	-0.04
WDR52	-1.3315
TMEM2	-0.547125
ZNF579	-0.124666666666667
LOC200810	0.56675
TNFSF9	-1.723625
PPFIA4	-1.7995
CNIH3	0.0658333333333334
MAP4K4	-0.374571428571429
ROD1	1.04721428571429
ALS2CR12	-1.17716666666667
DOCK3	-1.64333333333333
PAQR9	-3.912
ASB17	0.1075
STX16	-0.672875
FEZ2	0.655666666666667
DLAT	-0.234
KIF21B	-1.28683333333333
CDC5L	1.357
TMEM119	0.721666666666667
CRIP3	0.13525
TPSD1	0.886666666666667
TEPP	0.86075
GNGT2	0.21875
C21orf121	-0.06575
WNK1	0.575166666666667
FLJ10490	0.7153
OR51B5	-2.185
LOC203547	-0.777
HAS1	-0.9465
PPA1	-1.18816666666667
ST7	-0.174875
C11orf46	-0.0807
POPDC3	-3.145
ACOX2	2.2145
ATCAY	-0.30025
TM4SF19	1.434
MFSD9	0.8955
PDHB	-0.42525
ERN1	-0.54225
LCE3C	0.5
GPR111	0.715
NOTCH3	2.21683333333333
ADAMTS5	0.53325
B3GALT1	-0.51
UGCGL1	1.67233333333333
FAM58A	0.549666666666667
FBXO32	3.0105
CLPP	0.4425
NXPH1	-1.20625
MTMR3	0.429
ATP1B3	-0.589625
TMEM16A	1.508875
HIST1H3F	-0.396166666666667
TRIM25	0.0592
SDCBP2	1.3095
CRKL	-0.63825
HOXB2	-1.46033333333333
ANP32B	-0.11175
GATM	4.5265
AP4E1	0.37575
EDG5	0.442875
CDKN3	-1.82083333333333
CDH4	-2.47825
PGD	-0.8485
RND1	-0.3205
GAD1	-3.2575
MPG	0.365375
LOC440350	-1.016
ZNF133	-0.38675
SERPINB12	0.082
AMELY	-0.0415
DHX36	-0.987
TNFAIP8L2	2.39983333333333
PHTF2	-0.193166666666667
CCDC112	-1.1595
IQCC	-1.17325
HEYL	2.04
FTSJ2	0.371333333333333
APPL1	0.78425
RAB43	0.705
OR10G2	0.146
WAC	0.515666666666667
ADCY9	0.59925
RUNDC2B	-0.817333333333333
PYCRL	1.2737
AGPAT7	-0.0373333333333333
SLC22A9	-0.8935
CDKAL1	0.4855
PDYN	-0.064
C20orf74	-1.16275
MTMR11	1.58325
VAV3	2.09191666666667
DAPL1	0.8185
STXBP3	-0.44925
EIF3G	0.04525
ARHGAP22	0.32675
NPFFR1	0.6165
NPC1	1.19916666666667
ALDH9A1	0.220333333333333
ZNF600	-0.5295
ZNF678	-0.4205
RASSF1	0.342416666666667
ADD2	-3.3525
PITPNB	-0.1735
PKD2L2	0.07375
LRP11	1.156
CDKL1	0.84225
SMEK2	1.74025
PRODH2	-3.2964
C11orf54	0.441833333333333
SFRS11	-1.05066666666667
IL7	-0.5165
ALS2CR16	-0.2
BTG3	0.767333333333333
PAK2	0.262166666666667
RP11-679B17.1	0.09725
GATA4	-1.88966666666667
ATP2B1	-0.472
LOC130940	-1.068
C1orf172	2.52166666666667
ATF7IP2	-0.82925
SLC25A43	0.8075
CENTG3	0.402916666666667
IGF2BP1	-4.1916
FCHSD1	0.369
CAMK2N2	0.718166666666667
ELAVL3	-0.1414
NBPF15	-1.598
UBE2J2	-0.16025
GNL2	-0.784
PRR3	-0.363
NLF2	0.62425
OR4F6	0.192
KLHL24	0.787
CCDC88A	0.1654
SGPP1	-1.89283333333333
C10orf11	0.0265
SLC35B4	-0.8325
UGT3A2	-1.159
ARNT2	-2.5492
CBR1	1.42975
ITPR3	-0.800166666666667
TRAPPC6B	-0.9121
AMZ1	1.061
ARP11	2.5285
WDSUB1	1.713
APBA1	1.42533333333333
RAB2A	2.0751
C6orf162	0.203
HPSE2	0.14475
PLCE1	2.055
INSL3	-0.00675000000000001
DLG1	0.216
PTPLA	0.45125
PIGX	-1.168375
TFIP11	-0.141333333333333
FIBIN	2.5655
POLR2G	-0.40475
GRAP2	-2.4519
DNAJB8	-0.04625
CNBP	0.111833333333333
WASF1	0.359
INPP5E	-1.1212
HSPB1	0.69125
TMEM167	-0.9426
CUBN	0.82225
IGF1	-1.498875
ITPK1	0.3266
NAALAD2	-1.020625
G3BP1	-0.2792
NT5DC1	0.26525
CYP39A1	3.0475
TMEM139	3.06116666666667
POLK	-1.0358
GLULD1	2.22525
RBM15	-0.774
AMZ2	-0.726
GDF15	-3.34266666666667
MESDC2	-0.816
INCA	0.140666666666667
ACY1L2	0.583
GZMM	-1.44683333333333
PAIP1	-1.28525
CACNA2D1	-0.5775
STK32C	0.0356666666666667
SH3BP4	0.298166666666667
DEC1	-0.0855
PADI1	-0.0115
UBB	0.3922
PON3	-2.54333333333333
PROP1	0.38
ANKRD13B	0.159
ADCK1	0.29775
TCF25	-0.8705
SLC38A5	-2.59625
CXorf26	-0.0918
C19orf39	0.671
PPP1R13B	1.025
ARL2	-0.3285
TCL6	0.460583333333333
TOP3A	-0.2535
SLC16A14	-1.111875
FXYD6	1.9375
HIST1H4E	0.25375
BBC3	-0.935578947368421
UNC5A	0.280833333333333
FAM86C	-0.2709
PI4KB	0.726
B3GAT1	-4.146
SUSD2	2.43016666666667
OAZ2	-0.4676
NOC4L	-0.2555
C10orf12	-0.1335
FADS1	-1.81116666666667
LOC144097	0.07725
DKK2	-0.389
KIAA1949	0.121
RHOT1	0.0742
OXT	0.722333333333333
GPR153	0.52425
ARL4A	-1.78216666666667
SAAL1	-1.878
CCDC64	-0.3515
USE1	-0.18
HNMT	-1.5765
PCGF3	-0.6518125
CYP2C19	0.215
C20orf4	0.7735
CCDC11	1.04125
ACSBG2	-0.43425
RWDD2A	0.577
PALLD	2.125875
CPLX4	0.6235
LOC492311	0.63275
KPNA2	-0.944166666666667
